Voter Choice,weight,Voter Reason,block,blockTime,Transaction Hash,Voter Address,Proposal ID,DAO Name,Offchain?,Proposal Choices,state,quorumVotes,tokenHoldersAtStart,delegatesAtStart,againstDelegateVotes,forDelegateVotes,abstainDelegateVotes,totalDelegateVotes,againstWeightedVotes,forWeightedVotes,abstainWeightedVotes,totalWeightedVotes,Proposal Date Created,Proposal Date Start,Proposal Date End,Proposal Author,DAO Token Supply,Voting Power
FOR,5.118310166264799e+23,,14410889,1647612445,0x547c1ad57a9912448bc0b95c0cee635939a765496f78d352cf727e73332b4745,0xb08696efcf019a6128ed96067b55dd7d0ab23ce4,19,idle,0,"['FOR', 'AGAINST', 'ABSTAIN']",EXECUTED,520000000000000000000000,3726,57,0,3,0,3,0,957034788087898985663023,0,957034788087898985663023,1647427914,1647427936,1647660524,0xe8ea8bae250028a8709a3841e0ae1a44820d677b,1.3e+25,0.03937161666357538
FOR,3.419849251934129e+23,,14403236,1647509623,0xee74b42ae2e01ae604606aca00f3f6e0ad3515ff75b551d6205f95508715b545,0xfb3bd022d5dacf95ee28a6b07825d4ff9c5b3814,19,idle,0,"['FOR', 'AGAINST', 'ABSTAIN']",EXECUTED,520000000000000000000000,3726,57,0,3,0,3,0,957034788087898985663023,0,957034788087898985663023,1647427914,1647427936,1647660524,0xe8ea8bae250028a8709a3841e0ae1a44820d677b,1.3e+25,0.02630653270718561
FOR,1.429214804230662e+23,,14496048,1648757950,0x65313b021bac474b43749a2e51d3137f1ec2f8fcff7280279b866c9c401b9118,0x2bc44f6c34d9200c258ac07a56d81963d4f92c4c,20,idle,0,"['FOR', 'AGAINST', 'ABSTAIN']",EXECUTED,520000000000000000000000,3742,57,0,3,0,3,0,1024166829402965174354958,0,1024166829402965174354958,1648746937,1648746946,1648980535,0xe8ea8bae250028a8709a3841e0ae1a44820d677b,1.3e+25,0.010993960032543553
FOR,5.39260423786486e+23,,14512010,1648973249,0x5c8291888137942372099cf9dc9b66a885d539b686208bfb69f59810ae0cd2ca,0xb08696efcf019a6128ed96067b55dd7d0ab23ce4,20,idle,0,"['FOR', 'AGAINST', 'ABSTAIN']",EXECUTED,520000000000000000000000,3742,57,0,3,0,3,0,1024166829402965174354958,0,1024166829402965174354958,1648746937,1648746946,1648980535,0xe8ea8bae250028a8709a3841e0ae1a44820d677b,1.3e+25,0.04148157106049893
FOR,3.419849251934129e+23,,14506815,1648903806,0x59dae05b86e91aeaf0d500f3eba1f3555c0bd6a794a8407ad26612887564a6a5,0xfb3bd022d5dacf95ee28a6b07825d4ff9c5b3814,20,idle,0,"['FOR', 'AGAINST', 'ABSTAIN']",EXECUTED,520000000000000000000000,3742,57,0,3,0,3,0,1024166829402965174354958,0,1024166829402965174354958,1648746937,1648746946,1648980535,0xe8ea8bae250028a8709a3841e0ae1a44820d677b,1.3e+25,0.02630653270718561
FOR,1.3683869430581987e+23,,14533858,1649269201,0xc9ac251ddadf038771687a8798c84bef095f9e1d40a56a049f9b8e41ace13273,0x2bc44f6c34d9200c258ac07a56d81963d4f92c4c,21,idle,0,"['FOR', 'AGAINST', 'ABSTAIN']",EXECUTED,520000000000000000000000,3743,57,0,3,0,3,0,1163475582129366623096589,0,1163475582129366623096589,1649261743,1649261787,1649494882,0xe8ea8bae250028a8709a3841e0ae1a44820d677b,1.3e+25,0.010526053408139991
FOR,6.846519626301338e+23,,14545917,1649431176,0x4ef45f9275c215f1e240ef0c2768bb141d4a97d9895af0c3daf09819f931162d,0xb08696efcf019a6128ed96067b55dd7d0ab23ce4,21,idle,0,"['FOR', 'AGAINST', 'ABSTAIN']",EXECUTED,520000000000000000000000,3743,57,0,3,0,3,0,1163475582129366623096589,0,1163475582129366623096589,1649261743,1649261787,1649494882,0xe8ea8bae250028a8709a3841e0ae1a44820d677b,1.3e+25,0.052665535586933376
FOR,3.419849251934129e+23,,14533623,1649266029,0x6f54454c0e0f07aa83f7b89ac0e51221c7c64e28c690610a08de23af5548fc8c,0xfb3bd022d5dacf95ee28a6b07825d4ff9c5b3814,21,idle,0,"['FOR', 'AGAINST', 'ABSTAIN']",EXECUTED,520000000000000000000000,3743,57,0,3,0,3,0,1163475582129366623096589,0,1163475582129366623096589,1649261743,1649261787,1649494882,0xe8ea8bae250028a8709a3841e0ae1a44820d677b,1.3e+25,0.02630653270718561
FOR,1.3500147064719305e+23,,14591682,1650048475,0xa27d558be090cc2a12a574c912dbdcdf0ea6969aa1e7c97849b22bdbcb3986c7,0x2bc44f6c34d9200c258ac07a56d81963d4f92c4c,22,idle,0,"['FOR', 'AGAINST', 'ABSTAIN']",EXECUTED,520000000000000000000000,3724,57,0,3,0,3,0,1164880651554036767321995,0,1164880651554036767321995,1650044773,1650044775,1650277905,0xe8ea8bae250028a8709a3841e0ae1a44820d677b,1.3e+25,0.010384728511322543
FOR,6.878942557134308e+23,,14605619,1650236838,0xaa08b6f60c923ff5607f7db6d9fc1d64b7d868dc6b8e9d082f7d4a84861f7ed7,0xb08696efcf019a6128ed96067b55dd7d0ab23ce4,22,idle,0,"['FOR', 'AGAINST', 'ABSTAIN']",EXECUTED,520000000000000000000000,3724,57,0,3,0,3,0,1164880651554036767321995,0,1164880651554036767321995,1650044773,1650044775,1650277905,0xe8ea8bae250028a8709a3841e0ae1a44820d677b,1.3e+25,0.05291494274718699
FOR,3.419849251934129e+23,,14603709,1650211169,0x54ccd03bc749eda7da90eb56b78de509afdfa796ffe0412cba6c029d5a6826a0,0xfb3bd022d5dacf95ee28a6b07825d4ff9c5b3814,22,idle,0,"['FOR', 'AGAINST', 'ABSTAIN']",EXECUTED,520000000000000000000000,3724,57,0,3,0,3,0,1164880651554036767321995,0,1164880651554036767321995,1650044773,1650044775,1650277905,0xe8ea8bae250028a8709a3841e0ae1a44820d677b,1.3e+25,0.02630653270718561
AGAINST,0.0,,15556606,1663457759,0x4b17d1101b80e2adc9ebdb0d6db44f8caca4fd365f55937c0c0a648761bc887a,0x4a7d88d29a26dd3169988f3a12dff6a3ea784cff,26,idle,0,"['FOR', 'AGAINST', 'ABSTAIN']",EXECUTED,520000000000000000000000,3739,57,2,7,0,9,0,1622670132400092492720358,0,1622670132400092492720358,1663340867,1663340879,1663550339,0xe8ea8bae250028a8709a3841e0ae1a44820d677b,1.3e+25,0.0
FOR,2.5015962543072425e+23,,15551984,1663401719,0x05c0636f3cfbd786686fcbe3fcca083f98852465c3f9e11532c40801ccbd96dd,0x50da03c08b3269aa2b47a0b8be03dbcea4cb3990,26,idle,0,"['FOR', 'AGAINST', 'ABSTAIN']",EXECUTED,520000000000000000000000,3739,57,2,7,0,9,0,1622670132400092492720358,0,1622670132400092492720358,1663340867,1663340879,1663550339,0xe8ea8bae250028a8709a3841e0ae1a44820d677b,1.3e+25,0.019243048110055713
FOR,0.0,,15551854,1663400111,0x751e59dfcd3453d0a5500980afd97109ef0a8f98a4267acd8578229ba45c993e,0x79438224bc21b0e6b45ecf9f8caadfbdb874dedd,26,idle,0,"['FOR', 'AGAINST', 'ABSTAIN']",EXECUTED,520000000000000000000000,3739,57,2,7,0,9,0,1622670132400092492720358,0,1622670132400092492720358,1663340867,1663340879,1663550339,0xe8ea8bae250028a8709a3841e0ae1a44820d677b,1.3e+25,0.0
AGAINST,0.0,,15556073,1663451315,0xad043905052d37e541914c25b56fd2f5be5166412e4a6bd048e41f44fccbcfd1,0x93fa26253abbfb21a7f2749a81bb25a7e5f95ba1,26,idle,0,"['FOR', 'AGAINST', 'ABSTAIN']",EXECUTED,520000000000000000000000,3739,57,2,7,0,9,0,1622670132400092492720358,0,1622670132400092492720358,1663340867,1663340879,1663550339,0xe8ea8bae250028a8709a3841e0ae1a44820d677b,1.3e+25,0.0
FOR,2.5896201078121647e+22,,15549225,1663368299,0xd9c438040f41c5cf60369fe20ad98b5e2d6a81d3b2e626b4ffd8923e0b949249,0x9c39a2e1e124bda611321494ec99cc8c01e0731d,26,idle,0,"['FOR', 'AGAINST', 'ABSTAIN']",EXECUTED,520000000000000000000000,3739,57,2,7,0,9,0,1622670132400092492720358,0,1622670132400092492720358,1663340867,1663340879,1663550339,0xe8ea8bae250028a8709a3841e0ae1a44820d677b,1.3e+25,0.0019920154675478192
FOR,1.1261004097527711e+24,,15562094,1663524239,0xb9ba9ec04fce8328fe3e3d1625826d12331f2c961f9c8b6564b2486dad8354e0,0xb08696efcf019a6128ed96067b55dd7d0ab23ce4,26,idle,0,"['FOR', 'AGAINST', 'ABSTAIN']",EXECUTED,520000000000000000000000,3739,57,2,7,0,9,0,1622670132400092492720358,0,1622670132400092492720358,1663340867,1663340879,1663550339,0xe8ea8bae250028a8709a3841e0ae1a44820d677b,1.3e+25,0.08662310844252086
FOR,0.0,,15556594,1663457615,0x74434a440fb70166cf1cfdf85ece4ff4741be401950d18fa214ddf0ffbe867a6,0xc1d4325fd08599a9178ca5df6de4993207fcec5f,26,idle,0,"['FOR', 'AGAINST', 'ABSTAIN']",EXECUTED,520000000000000000000000,3739,57,2,7,0,9,0,1622670132400092492720358,0,1622670132400092492720358,1663340867,1663340879,1663550339,0xe8ea8bae250028a8709a3841e0ae1a44820d677b,1.3e+25,0.0
FOR,1.3e+22,,15547884,1663352027,0xd80e42aba7c943212487bbfa7ffccee2785a3817939c53f0f2ac2e2733c2de86,0xd08b7e82942fac71d96fecaa99ed7323a95d9a79,26,idle,0,"['FOR', 'AGAINST', 'ABSTAIN']",EXECUTED,520000000000000000000000,3739,57,2,7,0,9,0,1622670132400092492720358,0,1622670132400092492720358,1663340867,1663340879,1663550339,0xe8ea8bae250028a8709a3841e0ae1a44820d677b,1.3e+25,0.001
FOR,2.075138961384753e+23,,15552101,1663403147,0x30cd00752f0f433df7cbe7c2a14cecfb5659d50c7aa7addb09dcd14c9ad961d3,0xfb3bd022d5dacf95ee28a6b07825d4ff9c5b3814,26,idle,0,"['FOR', 'AGAINST', 'ABSTAIN']",EXECUTED,520000000000000000000000,3739,57,2,7,0,9,0,1622670132400092492720358,0,1622670132400092492720358,1663340867,1663340879,1663550339,0xe8ea8bae250028a8709a3841e0ae1a44820d677b,1.3e+25,0.01596260739526733
FOR,2.6015962543072425e+23,,15483692,1662462016,0xfacb03f396bc2a0a6ebb989ebbd49e0523d8d593692e5b2b139435d4f1944240,0x50da03c08b3269aa2b47a0b8be03dbcea4cb3990,25,idle,0,"['FOR', 'AGAINST', 'ABSTAIN']",EXECUTED,520000000000000000000000,3731,57,0,4,0,4,0,1608950596799006797921960,0,1608950596799006797921960,1662460751,1662460756,1662699453,0xe8ea8bae250028a8709a3841e0ae1a44820d677b,1.3e+25,0.020012278879286482
FOR,2.490461108288224e+22,,15486761,1662504357,0x7d5e19056ddd6d808ee3e5714da4f7b4b1200c60033576066a6a0dffefc8f8ec,0x9c39a2e1e124bda611321494ec99cc8c01e0731d,25,idle,0,"['FOR', 'AGAINST', 'ABSTAIN']",EXECUTED,520000000000000000000000,3731,57,0,4,0,4,0,1608950596799006797921960,0,1608950596799006797921960,1662460751,1662460756,1662699453,0xe8ea8bae250028a8709a3841e0ae1a44820d677b,1.3e+25,0.0019157393140678647
FOR,1.123034454146925e+24,,15497207,1662648604,0x84e432f75d81235d0572eadc91ea360c170a4b88072bdcddb1a5482d79729083,0xb08696efcf019a6128ed96067b55dd7d0ab23ce4,25,idle,0,"['FOR', 'AGAINST', 'ABSTAIN']",EXECUTED,520000000000000000000000,3731,57,0,4,0,4,0,1608950596799006797921960,0,1608950596799006797921960,1662460751,1662460756,1662699453,0xe8ea8bae250028a8709a3841e0ae1a44820d677b,1.3e+25,0.08638726570360962
FOR,2.008519061384753e+23,,15497215,1662648761,0x36cfa20ed08fb5c02603f1fbe600643ae0ad59cfbec257daec21aad32ad44052,0xfb3bd022d5dacf95ee28a6b07825d4ff9c5b3814,25,idle,0,"['FOR', 'AGAINST', 'ABSTAIN']",EXECUTED,520000000000000000000000,3731,57,0,4,0,4,0,1608950596799006797921960,0,1608950596799006797921960,1662460751,1662460756,1662699453,0xe8ea8bae250028a8709a3841e0ae1a44820d677b,1.3e+25,0.015450146626036563
