id,totalTokenSupply,currentTokenHolders,totalTokenHolders,currentDelegates,totalDelegates,totalDelegations,delegatedVotesRaw,delegatedVotes,proposals,proposalsQueued,proposalsExecuted,proposalsCanceled
CompoundGovernor,1000000000000000000000000000,3044,5777,77,186,210,83368246733325263141016468,83368246.733325263141016468,18,0,16,0
