id,choice,weight,reason,block,blockTime,txnHash,voter.id,proposal.id,dao
0x877e621f7a43164ec2d951c4da54927c53e25c75-36746427509512986147276791604636538742560015378946296127726232188685718540244,FOR,41332776075151,,15024239,1656169341,0xd99566c3796de3b8920ddf43be31c5a6a21edfa909b4fbca5e20dd055d27b9d3,0x877e621f7a43164ec2d951c4da54927c53e25c75,36746427509512986147276791604636538742560015378946296127726232188685718540244,Truefi
0xb57e69aa3d8d8f5a7265f6d8ff9d12b0ff786b70-32137011153032438281350136128034661202026790869146491991828132207554601395947,FOR,75000000000000,,14934877,1654811794,0x6e24aaf1fb7ab446262fe2f1227030ea3c1475729c7b07d70c4edd91500ffd37,0xb57e69aa3d8d8f5a7265f6d8ff9d12b0ff786b70,32137011153032438281350136128034661202026790869146491991828132207554601395947,Truefi
0xb57e69aa3d8d8f5a7265f6d8ff9d12b0ff786b70-36746427509512986147276791604636538742560015378946296127726232188685718540244,FOR,75000000000000,,15018961,1656084239,0xe9a6e9b367c84e9b869e9ef860f3523099137e5c3048626a0b52d802b3c84e0c,0xb57e69aa3d8d8f5a7265f6d8ff9d12b0ff786b70,36746427509512986147276791604636538742560015378946296127726232188685718540244,Truefi
0xb701f3f8d7fc78e8551cff0324e9ab7fd0f55ad8-32137011153032438281350136128034661202026790869146491991828132207554601395947,FOR,4915506361233,,14944434,1654953065,0xb61c450f9cd7935d4a040f8bec979a1f3e134e46ef61a7f9fbddaae35d198a99,0xb701f3f8d7fc78e8551cff0324e9ab7fd0f55ad8,32137011153032438281350136128034661202026790869146491991828132207554601395947,Truefi
0xba2ef5189b762bd4c9e7f0b50fbbab65193935e8-32137011153032438281350136128034661202026790869146491991828132207554601395947,FOR,91766947790,https://gateway.pinata.cloud/ipfs/QmaZQTYPNs2NsUotiUJnN6C8RHr5bh9M8hDJ7kQUsyXy7t,14934656,1654808357,0x25e102f3107af6cb63e2616a22cf8ac5d0cf50f0761bc522dcbacea4b0a00413,0xba2ef5189b762bd4c9e7f0b50fbbab65193935e8,32137011153032438281350136128034661202026790869146491991828132207554601395947,Truefi
0xbb629c1c966326247a8cf136a244a2af1ef4b236-32137011153032438281350136128034661202026790869146491991828132207554601395947,FOR,741546996646593,,14929813,1654736336,0x1b3d4343a23d1663bc6796e073456f5db72855f7e850aef71961df264dd3d3a0,0xbb629c1c966326247a8cf136a244a2af1ef4b236,32137011153032438281350136128034661202026790869146491991828132207554601395947,Truefi
0xbb629c1c966326247a8cf136a244a2af1ef4b236-36746427509512986147276791604636538742560015378946296127726232188685718540244,FOR,755363945551863,,15024265,1656169702,0x975e06cfe43db5b52713d495df861974c92465c47b3b49ced867be730667d797,0xbb629c1c966326247a8cf136a244a2af1ef4b236,36746427509512986147276791604636538742560015378946296127726232188685718540244,Truefi
0xc6afcd96c220c79a478ff2a3443df8404ac59069-36746427509512986147276791604636538742560015378946296127726232188685718540244,FOR,344100447000,,15024730,1656177592,0xc112a804868bf05f91bec79b0525b105095dcd4fa5e46497c97c8a672122d8ce,0xc6afcd96c220c79a478ff2a3443df8404ac59069,36746427509512986147276791604636538742560015378946296127726232188685718540244,Truefi
0xc8a69971daa3c3add85ab0d0af297515769ddffc-32137011153032438281350136128034661202026790869146491991828132207554601395947,FOR,820287673921191,This is an important step towards the decentralization of the protocol.,14929508,1654731983,0x092821bdcfea41ae71cbca6ec4b5b968fa7678e9f227e72d52c016249b9f723f,0xc8a69971daa3c3add85ab0d0af297515769ddffc,32137011153032438281350136128034661202026790869146491991828132207554601395947,Truefi
0xc8a69971daa3c3add85ab0d0af297515769ddffc-36746427509512986147276791604636538742560015378946296127726232188685718540244,FOR,820287673921191,,15019588,1656094414,0xaed08ded108a4be844b018a4ae1692664323f8ee002535b6e45889acf58a5db0,0xc8a69971daa3c3add85ab0d0af297515769ddffc,36746427509512986147276791604636538742560015378946296127726232188685718540244,Truefi
0xcad8161c85b88d0d0b3cf05adc39cd61ddf4f4d3-32137011153032438281350136128034661202026790869146491991828132207554601395947,FOR,446174805399282,,14929186,1654727378,0x8ff28dbb860e13c95ed656cca40f39961d0b35c58e2540c2da192414940ab916,0xcad8161c85b88d0d0b3cf05adc39cd61ddf4f4d3,32137011153032438281350136128034661202026790869146491991828132207554601395947,Truefi
0xcad8161c85b88d0d0b3cf05adc39cd61ddf4f4d3-36746427509512986147276791604636538742560015378946296127726232188685718540244,FOR,446174805399282,,15019224,1656088673,0x21358de884712631392299e95d9bfc55b627dacec3f357d8db632109941099aa,0xcad8161c85b88d0d0b3cf05adc39cd61ddf4f4d3,36746427509512986147276791604636538742560015378946296127726232188685718540244,Truefi
0xd1ccc963ef8119d935edeb42e651f0cd81b83b77-32137011153032438281350136128034661202026790869146491991828132207554601395947,FOR,101907114267556,,14936705,1654838514,0xe61d8c3644ab30980aaed49a504a48ee0c4c7b604d852be35ab1dcbd07395f64,0xd1ccc963ef8119d935edeb42e651f0cd81b83b77,32137011153032438281350136128034661202026790869146491991828132207554601395947,Truefi
0xf10b99017a1e5d26b05fa91d923c150e701b05a8-32137011153032438281350136128034661202026790869146491991828132207554601395947,FOR,475000000000000,,14940017,1654886856,0xd004efb08a8e9fab951b0fb27300563c6f87f7aeec8934a7e63bce2c8f82f752,0xf10b99017a1e5d26b05fa91d923c150e701b05a8,32137011153032438281350136128034661202026790869146491991828132207554601395947,Truefi
0xf10b99017a1e5d26b05fa91d923c150e701b05a8-36746427509512986147276791604636538742560015378946296127726232188685718540244,FOR,520000000000000,,15019169,1656087705,0xc8d19ede9ea169dbbcb73071592e114404bb11c463100436c72f27ba60134f56,0xf10b99017a1e5d26b05fa91d923c150e701b05a8,36746427509512986147276791604636538742560015378946296127726232188685718540244,Truefi
0xf91d8ef97d5c7c08d7453d1852168fc36aa95da4-32137011153032438281350136128034661202026790869146491991828132207554601395947,FOR,460000000634184,,14931450,1654761035,0xf87e17f92f1577c003cb9f6e83c0e1601147a2d28d9b2b383da026c7ae868d81,0xf91d8ef97d5c7c08d7453d1852168fc36aa95da4,32137011153032438281350136128034661202026790869146491991828132207554601395947,Truefi
0x016c2fd7f34eb1a6421118b1f640832a8c4964ed-1417368170854257716497375565637162126841524133866687026309406285091540520352,FOR,0,,15679721,1664946551,0xe604ae5a9851dcaf27d46ac6645fdea55c04a0b9a5182ebffb888315f1433ccb,0x016c2fd7f34eb1a6421118b1f640832a8c4964ed,1417368170854257716497375565637162126841524133866687026309406285091540520352,Silo
0x016c2fd7f34eb1a6421118b1f640832a8c4964ed-65877516324002928973134267399784066226525963016911174900291310085080436251009,FOR,0,,15477259,1662372865,0x8a7cd8f21aa62a4112a179fa640003437000fd765cc6011ee79f79ea249b8e1f,0x016c2fd7f34eb1a6421118b1f640832a8c4964ed,65877516324002928973134267399784066226525963016911174900291310085080436251009,Silo
0x016c2fd7f34eb1a6421118b1f640832a8c4964ed-75961509153531995452129573464910832281698587979526353288621818987118253462837,AGAINST,0,,15512837,1662870629,0xa564ab0f9422160073b35cba555d36e99543d35a7a07ae291b160a7ded712fb6,0x016c2fd7f34eb1a6421118b1f640832a8c4964ed,75961509153531995452129573464910832281698587979526353288621818987118253462837,Silo
0x05b8312f545ce7daae10aae93aea375d366bf4b5-1417368170854257716497375565637162126841524133866687026309406285091540520352,FOR,0,,15679701,1664946311,0x1d9b7fd61102ab8fa710c6e376cf833d7bf139ed987c42704ee24f702a94dcc9,0x05b8312f545ce7daae10aae93aea375d366bf4b5,1417368170854257716497375565637162126841524133866687026309406285091540520352,Silo
0x05b8312f545ce7daae10aae93aea375d366bf4b5-65877516324002928973134267399784066226525963016911174900291310085080436251009,FOR,0,,15477377,1662374349,0x2b1588346de97901012b85a089e33f3cb3bafcc80ba1a0688d3e8498114ff03c,0x05b8312f545ce7daae10aae93aea375d366bf4b5,65877516324002928973134267399784066226525963016911174900291310085080436251009,Silo
0x05b8312f545ce7daae10aae93aea375d366bf4b5-75961509153531995452129573464910832281698587979526353288621818987118253462837,AGAINST,0,,15512918,1662871758,0x078b1cb925691bf44a809b4a31e5462fa7720a4d922b12e2c67b8c684acaebb1,0x05b8312f545ce7daae10aae93aea375d366bf4b5,75961509153531995452129573464910832281698587979526353288621818987118253462837,Silo
0x090636a124388193cb066b9c535e726a0ae77179-102980538178031993517134231245504628873540234805749068950725528409845691287257,FOR,6872571481778588672972214,,15313825,1660127594,0x1d592b0f1d516bc3fddcc2afb7456c5ec0bc097250b9200dac834e931f068595,0x090636a124388193cb066b9c535e726a0ae77179,102980538178031993517134231245504628873540234805749068950725528409845691287257,Silo
0x090636a124388193cb066b9c535e726a0ae77179-106547578420974062333790736643563905300617628952500817411921006525670751346829,FOR,6872571481778588672972214,,15313793,1660127097,0x085a589e1ecd252fbf11c5f2014b45b081c38feb406cd20b34ee811e2792922c,0x090636a124388193cb066b9c535e726a0ae77179,106547578420974062333790736643563905300617628952500817411921006525670751346829,Silo
0x090636a124388193cb066b9c535e726a0ae77179-107225794067467763520494361832594612457287423636070460959663085331127821565398,FOR,6872571481778588672972214,,15313792,1660127049,0xc45378380dab0fd112042eb67abf10d269adaeee49f6560a7a9b4884bfe31435,0x090636a124388193cb066b9c535e726a0ae77179,107225794067467763520494361832594612457287423636070460959663085331127821565398,Silo
0x090636a124388193cb066b9c535e726a0ae77179-110429053767662434390914423149290929454561144692268184291935256132505268307761,FOR,6872571481778588672972214,,15313826,1660127623,0x4f62db1bdb8b29b39d2ecc7a7eef3d0f830d09887608ce8f044e7af83422efa4,0x090636a124388193cb066b9c535e726a0ae77179,110429053767662434390914423149290929454561144692268184291935256132505268307761,Silo
0x090636a124388193cb066b9c535e726a0ae77179-297238661773760164525939798357250861991421797941161444656750024227080080567,FOR,6872571481778588672972214,,15313797,1660127138,0xd4151cfdce4011d2600e93ef14a513d548625c9c2d40c09ed2c4c1cb3a07e942,0x090636a124388193cb066b9c535e726a0ae77179,297238661773760164525939798357250861991421797941161444656750024227080080567,Silo
0x090636a124388193cb066b9c535e726a0ae77179-36347465800525666261003865519991471077700365134901445385622729880479025149094,FOR,6872571481778588672972214,,15313793,1660127097,0xfb2f8c3f1f74fe4dbb63eeef4d7cffc313fdd456cb7b7b5ebedd4baf79691103,0x090636a124388193cb066b9c535e726a0ae77179,36347465800525666261003865519991471077700365134901445385622729880479025149094,Silo
0x090636a124388193cb066b9c535e726a0ae77179-39500895228849331989581847250717493978170495777124489917428670911162801285205,FOR,6872571481778588672972214,,15313783,1660126929,0x737568e3757a0ab19ec8803941bb3c7d28857645f09a6a7257dd900e4a957b8a,0x090636a124388193cb066b9c535e726a0ae77179,39500895228849331989581847250717493978170495777124489917428670911162801285205,Silo
0x090636a124388193cb066b9c535e726a0ae77179-44722487922037589438348533008872436501968523663344516591705387280334508178653,FOR,1652846389655579143364231,,14341946,1646686125,0x6ffa6b9261940b7f6aeebfe473ec8f27faa22adcda429279530bbc489d054ec3,0x090636a124388193cb066b9c535e726a0ae77179,44722487922037589438348533008872436501968523663344516591705387280334508178653,Silo
0x090636a124388193cb066b9c535e726a0ae77179-62891918622638971421357339546628458361358910119691695028890814078939406051786,FOR,6872571481778588672972214,,15313823,1660127571,0x205aee69b2d2ce2810aa0d0c5d2c12ba5816fec700e1229a61c3628d43f24f09,0x090636a124388193cb066b9c535e726a0ae77179,62891918622638971421357339546628458361358910119691695028890814078939406051786,Silo
0x090636a124388193cb066b9c535e726a0ae77179-65877516324002928973134267399784066226525963016911174900291310085080436251009,FOR,7041918289457462024816280,SILO $1 soon!,15447505,1661961213,0xd3a8af15ba2fd1d3b96546af9e50d4978cf9e9706ab6af9f4a1738f63f94c174,0x090636a124388193cb066b9c535e726a0ae77179,65877516324002928973134267399784066226525963016911174900291310085080436251009,Silo
0x090636a124388193cb066b9c535e726a0ae77179-93859031825489482883890669299732139987766417660232664776901835280785109810845,FOR,607659638191974338876182,First!,14114918,1643649214,0x8f57e81c9db617d71fe578a3813a5e493ec935689a04e51480b2497fe4946d37,0x090636a124388193cb066b9c535e726a0ae77179,93859031825489482883890669299732139987766417660232664776901835280785109810845,Silo
0x0b8a873b808c8d3282fea0462f1b216f53be776d-25381184567169629747837206751504825193708675222553450705859318332026961638298,FOR,0,,15310051,1660075855,0x3b133e8f2208ae9fc2eac9d9610888f00e4eac026ffb6799041f6370d63366b2,0x0b8a873b808c8d3282fea0462f1b216f53be776d,25381184567169629747837206751504825193708675222553450705859318332026961638298,Silo
0x0d93f519aeb8d75d208b8fcd5730de02f673542c-1417368170854257716497375565637162126841524133866687026309406285091540520352,FOR,0,,15679357,1664942111,0x1fb29861cedf9bdd527b5247f0281292acfdcdb361b2fdfbb98f065b458d27d1,0x0d93f519aeb8d75d208b8fcd5730de02f673542c,1417368170854257716497375565637162126841524133866687026309406285091540520352,Silo
0x0f5994afdf8c01351a37e501cd28a961d76da66e-93859031825489482883890669299732139987766417660232664776901835280785109810845,FOR,0,I agree,14149604,1644112692,0x8eb8a501867f496cc35a791398399aa2eea8a9ec43c704b85f447df6e945e820,0x0f5994afdf8c01351a37e501cd28a961d76da66e,93859031825489482883890669299732139987766417660232664776901835280785109810845,Silo
0x1514139d56b7ba3497994484b8d801ca17ea8909-65877516324002928973134267399784066226525963016911174900291310085080436251009,FOR,0,,15457141,1662093687,0x9fe7674bfc1a132edf091dd6dae8c647bef14dfaca81411acc991f8f33aee520,0x1514139d56b7ba3497994484b8d801ca17ea8909,65877516324002928973134267399784066226525963016911174900291310085080436251009,Silo
0x16cfa7ca52268cfc6d701b0d47f86bfc152694f3-106547578420974062333790736643563905300617628952500817411921006525670751346829,FOR,0,,15321713,1660234689,0x943622ca0f206a71128e5dbe3a0379b42c4a964afc65f787683a3b9ee811ec0c,0x16cfa7ca52268cfc6d701b0d47f86bfc152694f3,106547578420974062333790736643563905300617628952500817411921006525670751346829,Silo
0x1829d5f3f543058e962f6ed07414f223357da063-44722487922037589438348533008872436501968523663344516591705387280334508178653,FOR,10251374999999999999999,,14344023,1646713306,0x3312500b5ea56b697669853d1734b0c2bfebebc6431bef03edc019271014501d,0x1829d5f3f543058e962f6ed07414f223357da063,44722487922037589438348533008872436501968523663344516591705387280334508178653,Silo
0x1829d5f3f543058e962f6ed07414f223357da063-93859031825489482883890669299732139987766417660232664776901835280785109810845,FOR,0,,14120206,1643720108,0xc5781b8905c7f881cfac7398f251d735be2834e9b156851fd972a01798ed64a0,0x1829d5f3f543058e962f6ed07414f223357da063,93859031825489482883890669299732139987766417660232664776901835280785109810845,Silo
0x1ace7abbe68210a9fbe1c6c30019781f3e2eaf86-68420414759009058455529639661648577870701186550104383495136732173350562753933,FOR,0,,15567991,1663595723,0x55273fda1aea57bc49ac839e83eef94ff448fcc8da906320217e19bcbe2df25c,0x1ace7abbe68210a9fbe1c6c30019781f3e2eaf86,68420414759009058455529639661648577870701186550104383495136732173350562753933,Silo
0x1d932e6489b5e4091ee078db497799237b354191-93859031825489482883890669299732139987766417660232664776901835280785109810845,FOR,0,,14114386,1643642400,0x8d58332a56ff23b733c360cb0eead3a352b4c9362c14e9b3ade09c32fc84c7c4,0x1d932e6489b5e4091ee078db497799237b354191,93859031825489482883890669299732139987766417660232664776901835280785109810845,Silo
0x1e8cbbbfb827785ecc23dd0426a8907c7cdcca3a-93859031825489482883890669299732139987766417660232664776901835280785109810845,FOR,0,,14124610,1643778106,0x11139cccc59094b4b01e7aa28b0d5363af5a3df21c33b24590fd7573a9609519,0x1e8cbbbfb827785ecc23dd0426a8907c7cdcca3a,93859031825489482883890669299732139987766417660232664776901835280785109810845,Silo
0x204bfb4889f6370f4627de4056db557527198e66-1417368170854257716497375565637162126841524133866687026309406285091540520352,FOR,0,,15679819,1664947727,0xe706977b3baf6806bab004bab93e87b316764f2d670a2f1e98bde8804b200584,0x204bfb4889f6370f4627de4056db557527198e66,1417368170854257716497375565637162126841524133866687026309406285091540520352,Silo
0x204bfb4889f6370f4627de4056db557527198e66-65877516324002928973134267399784066226525963016911174900291310085080436251009,FOR,0,"Taiwan independence
",15476388,1662360905,0xbed45124735dfb4638c47c0a4408519437530f9c2a8c73b02317158268f87422,0x204bfb4889f6370f4627de4056db557527198e66,65877516324002928973134267399784066226525963016911174900291310085080436251009,Silo
0x20c053da7b3c55a7f79bffe8807cc966a3e94df9-75961509153531995452129573464910832281698587979526353288621818987118253462837,FOR,1950000000000000000000,,15525897,1663057394,0x063b1c9c929427ea0ef237766717d8aeeda321ccf813eabf6a258b8f68b305af,0x20c053da7b3c55a7f79bffe8807cc966a3e94df9,75961509153531995452129573464910832281698587979526353288621818987118253462837,Silo
0x20c053da7b3c55a7f79bffe8807cc966a3e94df9-93859031825489482883890669299732139987766417660232664776901835280785109810845,FOR,0,,14145764,1644060583,0x75b1991e61e54d3b7ccaf0c4f8e54c8da94c05a6ab7fe325acb80e2f3012edb5,0x20c053da7b3c55a7f79bffe8807cc966a3e94df9,93859031825489482883890669299732139987766417660232664776901835280785109810845,Silo
0x22bfd731b25d54ab7f978eacb54f1a5fe80903eb-44722487922037589438348533008872436501968523663344516591705387280334508178653,FOR,0,,14344660,1646721792,0xa1b0d039e92d0bc84599ad2a87dbf30937ca49d1ee01c42fc43a183e4af13c5e,0x22bfd731b25d54ab7f978eacb54f1a5fe80903eb,44722487922037589438348533008872436501968523663344516591705387280334508178653,Silo
0x22bfd731b25d54ab7f978eacb54f1a5fe80903eb-93859031825489482883890669299732139987766417660232664776901835280785109810845,FOR,0,,14118808,1643700396,0x1148871841f2cf9b358aff7df9cc8081250b083a73cf25e8bae7b320014a8e0f,0x22bfd731b25d54ab7f978eacb54f1a5fe80903eb,93859031825489482883890669299732139987766417660232664776901835280785109810845,Silo
0x23a5efe19aa966388e132077d733672cf5798c03-44722487922037589438348533008872436501968523663344516591705387280334508178653,FOR,31356903629828032059678450,,14355031,1646861664,0x7e1e727432db6078615fdb484952843fe400ebaa72d8552936ac0fafa74fb70c,0x23a5efe19aa966388e132077d733672cf5798c03,44722487922037589438348533008872436501968523663344516591705387280334508178653,Silo
0x23a5efe19aa966388e132077d733672cf5798c03-75567149727627814994865768714717729509817943399107767237670328984404135937319,FOR,30177083714679806589139433,,14160682,1644260069,0xb3a00edc48e00d2275543cc5d906188dd93795d73230197b1227c0c0ca5d8103,0x23a5efe19aa966388e132077d733672cf5798c03,75567149727627814994865768714717729509817943399107767237670328984404135937319,Silo
0x25f87e3293aa57eb985a643362c43451eb3100a3-106547578420974062333790736643563905300617628952500817411921006525670751346829,FOR,0,,15336011,1660429407,0x584de6b65b1c894a50dcee2242a72f7e46bdb48701be8b0259e7731c0281493c,0x25f87e3293aa57eb985a643362c43451eb3100a3,106547578420974062333790736643563905300617628952500817411921006525670751346829,Silo
0x276f6e63a60a794866f13fd86c748972f83a2e2f-44722487922037589438348533008872436501968523663344516591705387280334508178653,FOR,0,,14363264,1646970407,0xaffdb0162ab07a850898fd0eec278aa36e9393edb69ae8ca63b602700627864e,0x276f6e63a60a794866f13fd86c748972f83a2e2f,44722487922037589438348533008872436501968523663344516591705387280334508178653,Silo
0x2c32b5c04dc6937bdd18907d8a4e93a6e0a6173b-75567149727627814994865768714717729509817943399107767237670328984404135937319,FOR,188394704068266333512,,14153834,1644167646,0xd71dd14f9e39046c279ffc501bc6e7c801d76f9aabd9a48ce48d4e13c42813d3,0x2c32b5c04dc6937bdd18907d8a4e93a6e0a6173b,75567149727627814994865768714717729509817943399107767237670328984404135937319,Silo
0x2ce1a66f22a2dc6e410d9021d57aeb8d13d6bfef-106547578420974062333790736643563905300617628952500817411921006525670751346829,FOR,165131522722939714570691,,15313361,1660121110,0x72e3b01c7a8a5ddc614a1f66888cdde324b4b2994e159ca02bd6cc0400a15eea,0x2ce1a66f22a2dc6e410d9021d57aeb8d13d6bfef,106547578420974062333790736643563905300617628952500817411921006525670751346829,Silo
0x2ce1a66f22a2dc6e410d9021d57aeb8d13d6bfef-36347465800525666261003865519991471077700365134901445385622729880479025149094,FOR,165131522722939714570691,,15313370,1660121206,0x156951b67402c6f92bbc9dae826f13a88319ab491c6b0b931a132b5c7d5dd6f2,0x2ce1a66f22a2dc6e410d9021d57aeb8d13d6bfef,36347465800525666261003865519991471077700365134901445385622729880479025149094,Silo
0x2ce1a66f22a2dc6e410d9021d57aeb8d13d6bfef-44722487922037589438348533008872436501968523663344516591705387280334508178653,FOR,0,,14345508,1646733169,0x5b9f74ca9e625b8b4f31f9a02eed2698e3d7dfcb0e09c1870af01e5a53aba1c0,0x2ce1a66f22a2dc6e410d9021d57aeb8d13d6bfef,44722487922037589438348533008872436501968523663344516591705387280334508178653,Silo
0x2ce1a66f22a2dc6e410d9021d57aeb8d13d6bfef-75961509153531995452129573464910832281698587979526353288621818987118253462837,FOR,111104179606441149418654,,15519824,1662970051,0x5873e798702e873adfa7dbd408fccbe86a4fdbcde1b239d173023e9033a645ae,0x2ce1a66f22a2dc6e410d9021d57aeb8d13d6bfef,75961509153531995452129573464910832281698587979526353288621818987118253462837,Silo
