,Unnamed: 0,proposal,voter,support,single_vote,name,total_cap,circulating
0,359,1,0x718fdf375e1930ba386852e35f5bafc31df3ae66,0,0.0,,10000000,1972080
1,844,1,0xde88d54819c4ae692fbb8f5f914ac5723951ee65,1,422.964966,wouimbly.eth,10000000,1972080
2,153,1,0x35640d73401254601704ec94b564469bb6e00cd4,1,0.0,,10000000,1972080
3,312,1,0x64115952aafeeba2d8006f54c49669afdbd860b2,1,0.0,,10000000,1972080
4,487,1,0x9cca0d5cadd9871fbe79333fcb73a7e207442f30,1,28.143555,,10000000,1972080
5,841,1,0xdd78aa83eb209d3a83330368daffa80a393285a5,0,0.0,,10000000,1972080
6,160,1,0x3688b712bb6659d64740d55c5b000711e484c4be,0,0.0,zxcvb.eth,10000000,1972080
7,839,1,0xdd11b416c5c5b9f5394b7e7ef5ed30a1d065f474,1,0.0,ethkid.eth,10000000,1972080
8,311,1,0x63c9a867d704df159bbbb88eeee1609196b1995e,1,386.975395,atila.eth,10000000,1972080
9,165,1,0x392027fdc620d397ca27f0c1c3dcb592f27a4dc3,1,654.5904162397047,blokku.eth,10000000,1972080
10,690,1,0xc6a0d93a696b3cb60a3d1adc7852bb3131639671,1,1989.3455019803046,nahuel.eth,10000000,1972080
11,606,1,0xb0e37fca4864ae1083ab7202b891451264fd2605,0,0.0,,10000000,1972080
12,177,1,0x3db69bf6ac1735509a60490d338c999252fa153a,1,15.685598662952096,charlycryptoinvest.eth,10000000,1972080
13,181,1,0x3ec44a823e07555b5f889d8d954eec736eb5865b,1,100.0,collinpixley.eth,10000000,1972080
14,476,1,0x9a72b97137065b3816d091310e483811baa1be0f,1,0.0,,10000000,1972080
15,389,1,0x7bc1d6e8150d4c96917901c26c922dd64654b3c3,1,0.0,,10000000,1972080
16,187,1,0x3f25bb52ffc4bfd24e619740db6d9e6306c93aad,1,0.0,,10000000,1972080
17,828,1,0xd90ec9dc6f220be43ad88f3eff78fbd00d8fd1d6,1,947.458015,jeffkraus.eth,10000000,1972080
18,469,1,0x992b9b3acc35b0fdfd4572bb2f5dc54ed2cffa84,1,404.820101,satse.eth,10000000,1972080
19,393,1,0x7cc4590e8f36b4f9d7153a71d31fbecaa0cd38e4,1,0.0,,10000000,1972080
20,313,1,0x64db074a4c1bd6ed38e2751fc75a31c5f6ad4090,0,32.527652,,10000000,1972080
21,490,1,0x9e2c900d2e4882c1da90c4285b94430b1b3cba63,1,100.711066,,10000000,1972080
22,315,1,0x654e294458421e5c6d533e1ce3a1484206bfbef8,1,48.00097593961085,,10000000,1972080
23,732,1,0xc7e36bc2f80543b6c244b147606f9501da6c6561,1,0.0,,10000000,1972080
24,99,1,0x2185f44a28e18318ce6ec792e50575a4293d4381,0,0.0,,10000000,1972080
25,583,1,0xad59ed7e1231539bbc4822835b3b9dab74cc8390,0,0.0,,10000000,1972080
26,104,1,0x221208ba3781c1aaaeb5e31f1670d42ec3550020,1,0.0,,10000000,1972080
27,106,1,0x22e3f2c7b800f04227fd01075618725c211e2f4d,1,310.5260245795128,,10000000,1972080
28,683,1,0xc5a61d56ca395fcb87f148532369595e31286d0e,1,0.0,letverse.eth,10000000,1972080
29,502,1,0x9f3ef50ea64adad5b33f1f8222760cfbf42007f7,0,50.3605411314824,alphaserpentis.eth,10000000,1972080
30,380,1,0x7aedc2d3a4aa945e22f2aaf4f0716c674b969ffa,1,0.0,,10000000,1972080
31,115,1,0x28849b0d0a126df896ff2f69ebe9b1373b16ccbe,0,0.0,,10000000,1972080
32,855,1,0xe2f6e3565a96cd24d6ba985563a26fb3c93cad04,1,0.0,,10000000,1972080
33,825,1,0xd8ff36bd818bcae0278f0904d527206363795082,1,100.030422,,10000000,1972080
34,122,1,0x2b5a0be5940b63de1eddccca7bd977357e2488ed,1,0.0,,10000000,1972080
35,590,1,0xb03f5438f9a243de5c3b830b7841ec315034cd5f,1,0.0,m-j-r.eth,10000000,1972080
36,851,1,0xe2e8fee9ac2af4352a0e424650b77da25c36bf80,0,0.0,ninjapay.eth,10000000,1972080
37,127,1,0x2f4621afba511f01063ce753df0c1be8214688a2,1,479.883414,,10000000,1972080
38,592,1,0xb0623c91c65621df716ab8afe5f66656b21a9108,1,1295.392204065011,johnpalmer.eth,10000000,1972080
39,596,1,0xb0dc0c7a91c34ac1698f9e7ec03104bdb3b42de3,1,4144.470823990895,0xsiam.eth,10000000,1972080
40,134,1,0x2ff28a33a9f4a51108a31b2b205abebc2092b25b,1,0.0,,10000000,1972080
41,136,1,0x301605c95acbed7a1fd9c2c0deee964e2afbd0c3,1,384.087761,knobelsdorf.eth,10000000,1972080
42,319,1,0x66ab525022c5291c0c3d7a7199a38b827586f30c,1,0.0,,10000000,1972080
43,141,1,0x31bb847e1c0e34889642085d7bb4eef28662ec0b,1,0.0,,10000000,1972080
44,381,1,0x7af7ca67aa827f58e0659c52a641aee55a43b535,1,473.022799,,10000000,1972080
45,509,1,0xa31c2232842e631ccb2d2e4110b356bab21e6020,0,200.411109,therealtuna.eth,10000000,1972080
46,196,1,0x464234fa9b1122413677ac87e8436d2f42d1b3b7,1,0.0,,10000000,1972080
47,199,1,0x48f29b6fa6e33c6ba0606297ad3395377f780574,1,70.189769,,10000000,1972080
48,747,1,0xca768c37ba6ec3d67be7b47bbe1f1c94ca216f46,1,3803.9431183957454,langos.eth,10000000,1972080
49,430,1,0x8c6b10d42ff08e56133fca0dac75e1931b1fcc23,1,0.0,,10000000,1972080
50,744,1,0xca4c08135366201d6afaed66e5422db8865bbb39,1,0.0,,10000000,1972080
51,631,1,0xb75eb924568d4ebf65d9bb932c589c3c06a59655,1,0.0,haikukoten.eth,10000000,1972080
52,255,1,0x565b93a15d38acd79c120b15432d21e21ed274d6,1,14519.749701243709,flynnjamm.eth,10000000,1972080
53,290,1,0x5bdce60ba4fe9867eff2d0ec1dfe74abb4bc8249,1,0.0,,10000000,1972080
54,637,1,0xbbc02dbd39941fffa605171a977d44c6baf915c2,0,42.409816,kersuv.eth,10000000,1972080
55,640,1,0xbd6c934afa35452c30b833533a59d4986031085c,1,0.0,,10000000,1972080
56,264,1,0x56656ada4da72e587408d330e66a85b35516ee20,0,644.519452,,10000000,1972080
57,411,1,0x88013a2d1883939e3b758491f4bf5aa2b74d07fe,1,1201.4917050000001,,10000000,1972080
58,270,1,0x57edc3a856a69a1b086ab097c22792b0d5bb2ff2,1,0.0,mdudas.eth,10000000,1972080
59,287,1,0x5b5398d04f6de67614403e8432c791b9eaae956a,1,30.33828556149621,,10000000,1972080
60,659,1,0xc426f7adb8c15771cdc6df55d31518056c04d63e,1,2641.05199,,10000000,1972080
