Unnamed: 0,DAO Name,ENS,Voter Address,Voter Choice,Weight,block,Vote Time,Transaction Hash,Current Delegated Votes to Voter,Current Delegated Votes Raw to Voter,Voter Token Holders Represented,Proposal ID,Proposal State,Quorum Votes,Proposal Token Holders,Proposal Delegate Holders,Against Delegate Votes,For Delegate Votes,Abstain Delegate Votes,Total Delegate Votes,Against Weighted Votes,For Weighted Votes,Abstain Weighted Votes,Total Weighted Votes,Proposal Date Created,Proposal Date Start,Proposal Date End,Offchain?,Proposal Choices,DAO Token Supply,Voter Power
34,CompoundBravo,,0x1dd14ae55848bc3dfd6f5bfc935416c10d448f30,ABSTAIN,3e+16,16052951,1669451111,0xdbb5bab8abcb87db057ce9829bb9cde77eb34e799f6ec52ced360616800e6cea,0.03,3e+16,1.0,135,EXECUTED,400000000000000000000000,203420,4388,1,167,3,171,52802606607230076,470137382914603825985482,37670320604378722,470137473387531037594280,1669268111,16050926.0,16070636.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1e+25,3e-09
35,CompoundBravo,,0x260695d4e87d3af309451ea55a7c119587457619,FOR,2e+16,16052952,1669451123,0x342a422f630f7deb066fff0eea92d22f3198b219579f9fff175b9a3ce2e7a084,0.02,2e+16,1.0,135,EXECUTED,400000000000000000000000,203420,4388,1,167,3,171,52802606607230076,470137382914603825985482,37670320604378722,470137473387531037594280,1669268111,16050926.0,16070636.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1e+25,2e-09
36,CompoundBravo,17984.eth,0x58c775af9296d634f02ec9a18198906df84fb43b,FOR,1.0049998684065658e+18,16052957,1669451183,0x2bfb74c788b2879d217070ad106b2a15c0af72c2f56bfbee75dec342e6dbb3af,1.0049998684065655,1.0049998684065658e+18,2.0,135,EXECUTED,400000000000000000000000,203420,4388,1,167,3,171,52802606607230076,470137382914603825985482,37670320604378722,470137473387531037594280,1669268111,16050926.0,16070636.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1e+25,1.005e-07
37,CompoundBravo,,0xda4671cf7d3cf75dc40d63dfa58ad0b14923b5fa,FOR,3e+16,16052958,1669451195,0x8303d8acfa3bc2ac29f2b6b9a3c00ad6adb33ca0a2bc0bbfc44f4b8a6826b4fa,0.03,3e+16,1.0,135,EXECUTED,400000000000000000000000,203420,4388,1,167,3,171,52802606607230076,470137382914603825985482,37670320604378722,470137473387531037594280,1669268111,16050926.0,16070636.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1e+25,3e-09
38,CompoundBravo,odosme.eth,0x50f3839453449ac219cfe0d17116f9a14536c36c,FOR,2670330111035312.0,16053000,1669451699,0x83179fcf803f0364b8905ca453e16d5a267c55c42f86719095f1c2c1ad8610cc,0.0026703301110353123,2670330111035312.0,2.0,135,EXECUTED,400000000000000000000000,203420,4388,1,167,3,171,52802606607230076,470137382914603825985482,37670320604378722,470137473387531037594280,1669268111,16050926.0,16070636.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1e+25,3e-10
39,CompoundBravo,nb013.eth,0xb4dffa5b6f071000639b2c2d7e86ae37a032eb7d,FOR,2670327734366405.0,16053006,1669451771,0x005c74644cd82e3ef460e1379b5569b65a6832c2e4bffda168d6313e16b5e95c,0.002670327734366405,2670327734366405.0,2.0,135,EXECUTED,400000000000000000000000,203420,4388,1,167,3,171,52802606607230076,470137382914603825985482,37670320604378722,470137473387531037594280,1669268111,16050926.0,16070636.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1e+25,3e-10
40,CompoundBravo,nb345.eth,0xe59ccd3f4b177eb7682631567cf0a491cddd8829,FOR,2670322981038110.0,16053007,1669451783,0xa42a673c678e44e8c35d2b7ecf280f1471c98d0e711e66526e0d1dfc7c299e5a,0.002670322981038111,2670322981038110.0,2.0,135,EXECUTED,400000000000000000000000,203420,4388,1,167,3,171,52802606607230076,470137382914603825985482,37670320604378722,470137473387531037594280,1669268111,16050926.0,16070636.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1e+25,3e-10
41,CompoundBravo,nb567.eth,0x86f8cb3cf22479f8f188ddae748358d93119afca,FOR,2670325357700671.0,16053009,1669451807,0xed7b806061a7c1d1c32f593e1468a6e650548e1fb3a0af2e3d1e671f766bd5b0,0.002670325357700671,2670325357700671.0,1.0,135,EXECUTED,400000000000000000000000,203420,4388,1,167,3,171,52802606607230076,470137382914603825985482,37670320604378722,470137473387531037594280,1669268111,16050926.0,16070636.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1e+25,3e-10
42,CompoundBravo,nb996.eth,0xc2e829a40bf8349f1dc1a820e550312503187b45,ABSTAIN,2670320604378722.0,16053013,1669451855,0x2980774122dfe0258c2a2d890815f47be12b31038950525cd810492b3f4b7512,0.002670320604378722,2670320604378722.0,1.0,135,EXECUTED,400000000000000000000000,203420,4388,1,167,3,171,52802606607230076,470137382914603825985482,37670320604378722,470137473387531037594280,1669268111,16050926.0,16070636.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1e+25,3e-10
43,CompoundBravo,yy110.eth,0xf166bff8ec7dcbfbf56ac870049371684c23a2e0,FOR,1.5e+16,16053025,1669451999,0xd578a2abc4bc40d904aa9387b1d83880fa5400830759cafd57d7d748a57c7c52,0.015,1.5e+16,1.0,135,EXECUTED,400000000000000000000000,203420,4388,1,167,3,171,52802606607230076,470137382914603825985482,37670320604378722,470137473387531037594280,1669268111,16050926.0,16070636.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1e+25,1.5e-09
