Unnamed: 0,DAO Name,ENS,Voter Address,Voter Choice,Weight,block,Vote Time,Transaction Hash,Current Delegated Votes to Voter,Current Delegated Votes Raw to Voter,Voter Token Holders Represented,Proposal ID,Proposal State,Quorum Votes,Proposal Token Holders,Proposal Delegate Holders,Against Delegate Votes,For Delegate Votes,Abstain Delegate Votes,Total Delegate Votes,Against Weighted Votes,For Weighted Votes,Abstain Weighted Votes,Total Weighted Votes,Proposal Date Created,Proposal Date Start,Proposal Date End,Offchain?,Proposal Choices,DAO Token Supply,Voter Power
24,Gitcoin,chrisko.eth,0xe06f8d2321aaa559bfcfea9f6aa5ba0bdb8b857d,FOR,5.189102243784076e+18,16052465,1669445243,0x1efa4fa8262609fea46c0c3cad95eb29119d03de6e43c27321b2346498dff98b,19.907314068720247,1.9907314068720243e+19,1.0,41,ACTIVE,2500000000000000000000000,23965,6122,0,111,0,111,0,5603494788934465637293505,0,5603494788934465637293505,1669233071,16048030.0,16088350.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1e+26,5.19e-08
25,Gitcoin,chrisko.eth,0xe06f8d2321aaa559bfcfea9f6aa5ba0bdb8b857d,FOR,5.189102243784076e+18,16052469,1669445291,0x37a723d09bc2973c6209acd71bd98e2cca8fbe1dc74cf8d390a7feddb7225ff1,19.907314068720247,1.9907314068720243e+19,1.0,42,ACTIVE,2500000000000000000000000,23974,6125,1,118,0,119,13860407315054524875,6923944978621854519715519,0,6923958839029169574240394,1669272671,16051303.0,16091623.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1e+26,5.19e-08
26,Gitcoin,alicechung.eth,0x33dde5b4f0db040c1b006f383b59e207936c90e5,FOR,8.916253355546786e+18,16052490,1669445543,0x54c2e1b8fd33a7726832582b776b4bd3eb1e24f6e33610bd7106b9e8bd4bd483,14.821064982603641,1.482106498260364e+19,1.0,41,ACTIVE,2500000000000000000000000,23965,6122,0,111,0,111,0,5603494788934465637293505,0,5603494788934465637293505,1669233071,16048030.0,16088350.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1e+26,8.92e-08
27,Gitcoin,alicechung.eth,0x33dde5b4f0db040c1b006f383b59e207936c90e5,FOR,8.916253355546786e+18,16052492,1669445567,0xc61de4d7aee853c9ab522b6b4a236bd752c044c4d1d0210a2f43d8529fc60809,14.821064982603641,1.482106498260364e+19,1.0,42,ACTIVE,2500000000000000000000000,23974,6125,1,118,0,119,13860407315054524875,6923944978621854519715519,0,6923958839029169574240394,1669272671,16051303.0,16091623.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1e+26,8.92e-08
28,Gitcoin,user315.eth,0x04bbb7ea18ea570ae47d4489991645e4e49bbf37,FOR,1.4988997689859764e+19,16052642,1669447367,0x49c7b0aa7b4cbc3029a9659920c8a709966f1e0c679fb3e9d27871ce16e2cfd0,14.988997689859765,1.4988997689859764e+19,2.0,42,ACTIVE,2500000000000000000000000,23974,6125,1,118,0,119,13860407315054524875,6923944978621854519715519,0,6923958839029169574240394,1669272671,16051303.0,16091623.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1e+26,1.499e-07
29,Gitcoin,taiyaki.eth,0xd8dea87ddcc0c3c1464ded6102e4d3e829d0ae41,FOR,1.0962644910905316e+18,16052722,1669448327,0xadabad3136fd0fc2a1816b317efbd399fbe784738c27110bbeea2302f6ec58b2,1.0962644910905317,1.0962644910905316e+18,2.0,40,EXECUTED,2500000000000000000000000,23743,6102,11,155,0,166,1352012469392765044565746,2908994598819546884286874,0,4261007068212311928852620,1669002827,16028971.0,16069291.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1e+26,1.1e-08
30,Gitcoin,taiyaki.eth,0xd8dea87ddcc0c3c1464ded6102e4d3e829d0ae41,FOR,1.0962644910905316e+18,16052732,1669448447,0xb1d68623461956c96abbf5dcbe00d46910a6eb57500a0aacd05bfc0d7408af69,1.0962644910905317,1.0962644910905316e+18,2.0,41,ACTIVE,2500000000000000000000000,23965,6122,0,111,0,111,0,5603494788934465637293505,0,5603494788934465637293505,1669233071,16048030.0,16088350.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1e+26,1.1e-08
31,Gitcoin,wangzherongyaozhangdaxian.eth,0x619a82ea458505b0823d47ff9d347f1e7e2f2758,FOR,1.1e+19,16052788,1669449119,0xef8046f14d6eab3f717a0a2e4ec390564a5f409b94813a5943ca1b32f4840d70,11.0,1.1e+19,1.0,40,EXECUTED,2500000000000000000000000,23743,6102,11,155,0,166,1352012469392765044565746,2908994598819546884286874,0,4261007068212311928852620,1669002827,16028971.0,16069291.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1e+26,1.1e-07
32,Gitcoin,wangzherongyaozhangdaxian.eth,0x619a82ea458505b0823d47ff9d347f1e7e2f2758,FOR,1.1e+19,16052792,1669449167,0x730da7a928b3826516ffe2ca8f23f1bd4074b4627f51cc310db4f30bc19ff461,11.0,1.1e+19,1.0,41,ACTIVE,2500000000000000000000000,23965,6122,0,111,0,111,0,5603494788934465637293505,0,5603494788934465637293505,1669233071,16048030.0,16088350.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1e+26,1.1e-07
33,Gitcoin,wangzherongyaozhangdaxian.eth,0x619a82ea458505b0823d47ff9d347f1e7e2f2758,FOR,1.1e+19,16052797,1669449227,0x6951f874a7c35f47aea138a9c96d9389155ef724b95904125df34a613dc0a0e4,11.0,1.1e+19,1.0,42,ACTIVE,2500000000000000000000000,23974,6125,1,118,0,119,13860407315054524875,6923944978621854519715519,0,6923958839029169574240394,1669272671,16051303.0,16091623.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1e+26,1.1e-07
