Unnamed: 0,Unnamed: 0.1,DAO Name,ENS,Voter Address,Voter Choice,Weight,block,Vote Time,Transaction Hash,Current Delegated Votes to Voter,Current Delegated Votes Raw to Voter,Voter Token Holders Represented,Proposal ID,Proposal State,Quorum Votes,Proposal Token Holders,Proposal Delegate Holders,Against Delegate Votes,For Delegate Votes,Abstain Delegate Votes,Total Delegate Votes,Against Weighted Votes,For Weighted Votes,Abstain Weighted Votes,Total Weighted Votes,Proposal Date Created,Proposal Date Start,Proposal Date End,Offchain?,Proposal Choices,DAO Token Supply,Voter Power
296,296.0,AaveV2,,0x91df01e9856d077a04d51b18cf1ab2ec84789fac,FOR,3.451251078515962e+16,16056561,1669494707,0x18e002218f0af5236d5d630e036799a1b25c5fa2a3cbea83d2961e1486a80c4a,0.0,0.0,2.0,124,EXECUTED,320000000000000000000000,139103,125927,14,161,0,175,2046523066605471176,488031192746819839088891,0,488033239269886444560067,1669262927,16044555.0,16063755.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1.6e+25,2.2e-09
297,297.0,AaveV2,,0x91df01e9856d077a04d51b18cf1ab2ec84789fac,FOR,3.451251078515962e+16,16056577,1669494899,0x5183b5370826beee7761492c0e9fc1caee70697e7d20b41234fb70b0a89d20ee,0.0,0.0,2.0,125,EXECUTED,320000000000000000000000,139506,126325,23,138,0,161,1152513677520709566962,647906076857330371086088,0,649058590534851080653050,1669395119,16055505.0,16074705.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1.6e+25,2.2e-09
298,298.0,AaveV2,odovich.eth,0x32707a8329c1da69a7af1cc1824ab90662c877fa,FOR,1.0295334794213362e+18,16056625,1669495475,0x54a4ddf98f1e84f348d06be0ee1185f4e8387cb5d40b7634f0c953dd390e4486,0.02530691191246644,2.530691191246644e+16,1.0,124,EXECUTED,320000000000000000000000,139103,125927,14,161,0,175,2046523066605471176,488031192746819839088891,0,488033239269886444560067,1669262927,16044555.0,16063755.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1.6e+25,6.43e-08
299,299.0,AaveV2,odovich.eth,0x32707a8329c1da69a7af1cc1824ab90662c877fa,FOR,1.0295334794213362e+18,16056627,1669495499,0x19f28610021cc7ce5e2e6002080743798c27bea4dccf3fdf9070b720757f2570,0.02530691191246644,2.530691191246644e+16,1.0,125,EXECUTED,320000000000000000000000,139506,126325,23,138,0,161,1152513677520709566962,647906076857330371086088,0,649058590534851080653050,1669395119,16055505.0,16074705.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1.6e+25,6.43e-08
300,300.0,AaveV2,zkeco.eth,0x89d96cca92b3710e4b70dc9eed1e6d198f218978,FOR,4.266141704952005e+17,16056757,1669497059,0x933247fd398c470672361c4c10783d01c1521ce2e8f0864b24765edeeb98a3a1,0.0,0.0,0.0,125,EXECUTED,320000000000000000000000,139506,126325,23,138,0,161,1152513677520709566962,647906076857330371086088,0,649058590534851080653050,1669395119,16055505.0,16074705.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1.6e+25,2.67e-08
301,301.0,AaveV2,todamoon1.eth,0xe225a08dc654f80b551c515702f9db647d4eb754,FOR,2.8709657716e+17,16057017,1669500215,0x0a5c0bb09d629fdfd0b6494bd62a1468cd92bbe9e3eb8c05468b2994ffecd8a7,0.28709657716,2.8709657716e+17,0.0,124,EXECUTED,320000000000000000000000,139103,125927,14,161,0,175,2046523066605471176,488031192746819839088891,0,488033239269886444560067,1669262927,16044555.0,16063755.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1.6e+25,1.79e-08
302,302.0,AaveV2,todamoon1.eth,0xe225a08dc654f80b551c515702f9db647d4eb754,FOR,2.8709657716e+17,16057040,1669500491,0x3a4adba930a7dcdf2b0f77581e759b9483e4a5d03c99acb3f4a9a347c090404d,0.28709657716,2.8709657716e+17,0.0,125,EXECUTED,320000000000000000000000,139506,126325,23,138,0,161,1152513677520709566962,647906076857330371086088,0,649058590534851080653050,1669395119,16055505.0,16074705.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1.6e+25,1.79e-08
303,303.0,AaveV2,,0xd5f2de368439eed5527e88ea52a7fd44758aee99,FOR,1.8e+16,16057350,1669504235,0x0de14c2472f5f6b0b1250e531785e33b7c527569b3b92d5c9044b872e9ebc0bb,0.018000000000000002,1.8e+16,0.0,124,EXECUTED,320000000000000000000000,139103,125927,14,161,0,175,2046523066605471176,488031192746819839088891,0,488033239269886444560067,1669262927,16044555.0,16063755.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1.6e+25,1.1e-09
304,304.0,AaveV2,xx41319.eth,0x576dd2fd7eef85abc4c96917acc4f661e97b68e3,FOR,1.02e+17,16057815,1669509863,0xaa5027b6c5f7a36a9df48fac58f4da544517b28fd5b81f1392dfbea4dd84e01b,0.102,1.02e+17,1.0,125,EXECUTED,320000000000000000000000,139506,126325,23,138,0,161,1152513677520709566962,647906076857330371086088,0,649058590534851080653050,1669395119,16055505.0,16074705.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1.6e+25,6.4e-09
305,305.0,AaveV2,yitiaocheng.eth,0x1dda9f2e0855c734adabccace8b1ba4de6cc74b7,FOR,1.14e+17,16057861,1669510427,0x2176e32b645764b9d5c03463a0754654f4f59ac27d13f60b6fac185422c39408,0.114,1.14e+17,1.0,125,EXECUTED,320000000000000000000000,139506,126325,23,138,0,161,1152513677520709566962,647906076857330371086088,0,649058590534851080653050,1669395119,16055505.0,16074705.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1.6e+25,7.1e-09
306,306.0,AaveV2,,0x4448e7b9d3eecf395f71abe3b6895da73b2e1f66,FOR,4.8e+16,16057877,1669510619,0xa94b9ed815968a998ec7df05a1468042ab8339010185ef492158e2c2d68b6780,0.048,4.8e+16,0.0,125,EXECUTED,320000000000000000000000,139506,126325,23,138,0,161,1152513677520709566962,647906076857330371086088,0,649058590534851080653050,1669395119,16055505.0,16074705.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1.6e+25,3e-09
307,307.0,AaveV2,ririye.eth,0xf96ed9e2731e0c7e969955616e8852de795d4d96,FOR,1.2e+17,16057882,1669510679,0xd770046fcea10e9c7c4eec98a590c4db3575315cde3b0c5126d411e2c3e96a7f,0.12,1.2e+17,1.0,125,EXECUTED,320000000000000000000000,139506,126325,23,138,0,161,1152513677520709566962,647906076857330371086088,0,649058590534851080653050,1669395119,16055505.0,16074705.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1.6e+25,7.5e-09
308,308.0,AaveV2,madashuai.eth,0x4674ef1d701b4e693912b1ce06a3e74cd105a670,FOR,1.32e+17,16057886,1669510727,0x28edda99d8549990186a155a8643a277a32cbc24d7aa447715e54827adb54767,0.132,1.32e+17,1.0,125,EXECUTED,320000000000000000000000,139506,126325,23,138,0,161,1152513677520709566962,647906076857330371086088,0,649058590534851080653050,1669395119,16055505.0,16074705.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1.6e+25,8.2e-09
309,309.0,AaveV2,xj001.eth,0x4f27f6560032ae1f095ad81fbd308cdb6843ddc0,FOR,1.52e+17,16057891,1669510787,0xcc8ac0d47a2947396c48a8903bea4139a70a07442a69087f8e50cebc488fc5bc,0.152,1.52e+17,1.0,125,EXECUTED,320000000000000000000000,139506,126325,23,138,0,161,1152513677520709566962,647906076857330371086088,0,649058590534851080653050,1669395119,16055505.0,16074705.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1.6e+25,9.5e-09
310,310.0,AaveV2,yy81391.eth,0x5462589d13029905b3d7f47ff26b92553eec70dd,FOR,1.32e+17,16057923,1669511171,0x0e40d012e4a4e954674dcdd6c769dc3f08109abff4b5f1249d2c80c3918bc64f,0.132,1.32e+17,1.0,125,EXECUTED,320000000000000000000000,139506,126325,23,138,0,161,1152513677520709566962,647906076857330371086088,0,649058590534851080653050,1669395119,16055505.0,16074705.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1.6e+25,8.2e-09
311,311.0,AaveV2,fandebiao.eth,0x1447e979b70b5e7b1f56c382b433bb17ae3a2967,FOR,1.34e+17,16057928,1669511231,0x529c4342fd4ced4a7a135127b243bd19acf804b913b100e214525f681e54e02d,0.134,1.34e+17,1.0,125,EXECUTED,320000000000000000000000,139506,126325,23,138,0,161,1152513677520709566962,647906076857330371086088,0,649058590534851080653050,1669395119,16055505.0,16074705.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1.6e+25,8.4e-09
312,312.0,AaveV2,renaultalonso.eth,0xf21960cd7600274fbe2c1950f1ea38bed5834a49,FOR,1.22e+17,16057948,1669511483,0x966f888b2971bf56f1d2dec34ee6b2f7ecaf36735f64a74619a09f528a7530a0,0.122,1.22e+17,1.0,125,EXECUTED,320000000000000000000000,139506,126325,23,138,0,161,1152513677520709566962,647906076857330371086088,0,649058590534851080653050,1669395119,16055505.0,16074705.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1.6e+25,7.6e-09
313,313.0,AaveV2,swissfederer.eth,0x92953a17ef4940c43a5c31b637d04444946168db,FOR,1.42e+17,16057952,1669511531,0x1cccf5bbaf287a7e9ee6373384dd08fd9046365231df656570dff44d7022bdba,0.142,1.42e+17,1.0,125,EXECUTED,320000000000000000000000,139506,126325,23,138,0,161,1152513677520709566962,647906076857330371086088,0,649058590534851080653050,1669395119,16055505.0,16074705.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1.6e+25,8.9e-09
314,314.0,AaveV2,,0x8b060b57b8a1467c10d34c5d797d6447ebd0b97d,FOR,1.9483255565895667e+17,16058172,1669514183,0x5385e15ecfd85204f012f65d9815edec923c5e7345a777b733b9bfe4315c1af6,0.19483255565895669,1.9483255565895667e+17,0.0,125,EXECUTED,320000000000000000000000,139506,126325,23,138,0,161,1152513677520709566962,647906076857330371086088,0,649058590534851080653050,1669395119,16055505.0,16074705.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1.6e+25,1.22e-08
315,315.0,AaveV2,interestrateswap.eth,0x92a8e1ceba48f1e0df319b0a1b4fe4c700f48359,AGAINST,1.1e+17,16058188,1669514375,0xa4d0fd8f40ebbe4f194b3e80cb1adb65cfe3d19dfbf9afa43f11358220758011,0.11,1.1e+17,1.0,124,EXECUTED,320000000000000000000000,139103,125927,14,161,0,175,2046523066605471176,488031192746819839088891,0,488033239269886444560067,1669262927,16044555.0,16063755.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1.6e+25,6.9e-09
316,316.0,AaveV2,interestrateswap.eth,0x92a8e1ceba48f1e0df319b0a1b4fe4c700f48359,FOR,1.1e+17,16058203,1669514555,0xaaabf6cb7ec161fbe0170244504dcf7aefd5cfd7f52bd1498773992ad74b8c89,0.11,1.1e+17,1.0,125,EXECUTED,320000000000000000000000,139506,126325,23,138,0,161,1152513677520709566962,647906076857330371086088,0,649058590534851080653050,1669395119,16055505.0,16074705.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1.6e+25,6.9e-09
317,317.0,AaveV2,,0x32ab36bbce312f8978238f4e325ca9d708d356fa,FOR,1e+17,16058250,1669515119,0x37ca0fb3ad68fd87c01509751026c85acabca1d730ce4d221fbf1c1fc94b7aa8,0.1,1e+17,0.0,125,EXECUTED,320000000000000000000000,139506,126325,23,138,0,161,1152513677520709566962,647906076857330371086088,0,649058590534851080653050,1669395119,16055505.0,16074705.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1.6e+25,6.2e-09
318,318.0,AaveV2,nokui.eth,0xd2c63631d842e6e80713dd6e4197ddd66d179fcb,FOR,7.01128210885147e+16,16058278,1669515455,0x1917b154349642af5764139bad35f3f29b81fa17c014c6f6971bb474cfdcc93f,0.0701128210885147,7.01128210885147e+16,1.0,125,EXECUTED,320000000000000000000000,139506,126325,23,138,0,161,1152513677520709566962,647906076857330371086088,0,649058590534851080653050,1669395119,16055505.0,16074705.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1.6e+25,4.4e-09
319,319.0,AaveV2,,0x250349c1229769f7948647c93af756e0c7d6ddae,FOR,3.598848432797106e+16,16058405,1669516979,0xae71dd3fd6074cfdd68a081c181f5505d68622c3d33596eb0180993a60f3b04f,0.03598848432797106,3.598848432797106e+16,0.0,124,EXECUTED,320000000000000000000000,139103,125927,14,161,0,175,2046523066605471176,488031192746819839088891,0,488033239269886444560067,1669262927,16044555.0,16063755.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1.6e+25,2.2e-09
320,320.0,AaveV2,tycho88.eth,0xc04a24f885d9ea1396e836ea44f22299964f9a11,AGAINST,4.553951019800033e+17,16058443,1669517435,0x028cbfcc83e0d756f5b8cdc8e577ece5f59230c3927bff8394d3ae46f292c773,0.2984,2.984e+17,1.0,125,EXECUTED,320000000000000000000000,139506,126325,23,138,0,161,1152513677520709566962,647906076857330371086088,0,649058590534851080653050,1669395119,16055505.0,16074705.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1.6e+25,2.85e-08
321,321.0,AaveV2,tycho88.eth,0xc04a24f885d9ea1396e836ea44f22299964f9a11,AGAINST,4.553951019800033e+17,16058449,1669517507,0xb8aa9eb719a34302e554d3bd3d0081d481bc0d7ad8a8f1f596c1b4da3a1b8b06,0.2984,2.984e+17,1.0,124,EXECUTED,320000000000000000000000,139103,125927,14,161,0,175,2046523066605471176,488031192746819839088891,0,488033239269886444560067,1669262927,16044555.0,16063755.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1.6e+25,2.85e-08
322,322.0,AaveV2,,0xcdcb025293cfde1783a087aef748acf0fd33667e,FOR,5.5992088811837256e+16,16058647,1669519883,0x8ba74d23f7b3c836cc354fd83ce253f93215b59ba042971d4a9dca75497ffe19,0.05599208881183726,5.5992088811837256e+16,0.0,125,EXECUTED,320000000000000000000000,139506,126325,23,138,0,161,1152513677520709566962,647906076857330371086088,0,649058590534851080653050,1669395119,16055505.0,16074705.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1.6e+25,3.5e-09
323,323.0,AaveV2,lee666.eth,0x6e4cd1a58e0d1309da36f1ce1e456e5b93483175,FOR,1.1900065306827235e+17,16058714,1669520687,0xd337e947fdcd5bbeac72b4a4ac74d56e768f529e87448ccd5fafbf48e2910212,0.11900065306827234,1.1900065306827235e+17,1.0,125,EXECUTED,320000000000000000000000,139506,126325,23,138,0,161,1152513677520709566962,647906076857330371086088,0,649058590534851080653050,1669395119,16055505.0,16074705.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1.6e+25,7.4e-09
324,324.0,AaveV2,accn888.eth,0x0aedf4529fa7d23f49df72b94b028c51390451b6,FOR,5.515467e+16,16058862,1669522463,0x35b51d39505d9cb7043ea18cb12b6931bdb44b73df3daebc5b4eba715bf0a1ae,0.05515467,5.515467e+16,1.0,125,EXECUTED,320000000000000000000000,139506,126325,23,138,0,161,1152513677520709566962,647906076857330371086088,0,649058590534851080653050,1669395119,16055505.0,16074705.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1.6e+25,3.4e-09
325,325.0,AaveV2,,0x46067008110f9458dee6d4394d8df26a10dd5a6f,FOR,5e+17,16059084,1669525127,0x4cc1591946185c841b295d3d65378bc2e5c95ed0ee81d539cbe25816ddc7f6bb,0.5,5e+17,0.0,125,EXECUTED,320000000000000000000000,139506,126325,23,138,0,161,1152513677520709566962,647906076857330371086088,0,649058590534851080653050,1669395119,16055505.0,16074705.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1.6e+25,3.12e-08
326,326.0,AaveV2,,0x7d31b7d59520d86a2a2bbe4c4cf334ebc815c928,FOR,6.11e+17,16059095,1669525259,0x9164fa8b9816b872e8a69d71cbba75d4386bcccc0bc25dc2ad0d565c99ad022a,0.611,6.11e+17,0.0,124,EXECUTED,320000000000000000000000,139103,125927,14,161,0,175,2046523066605471176,488031192746819839088891,0,488033239269886444560067,1669262927,16044555.0,16063755.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1.6e+25,3.82e-08
327,327.0,AaveV2,deficreator.eth,0xf23ed2a02f49ad6b5a7f19eea279646572ebdb28,FOR,1.9231962867503907e+17,16059265,1669527323,0x58662436866c1fab9e3e5ac7b725b6e07d284626deebc7ebed37fde159da76f3,0.19231962867503907,1.9231962867503907e+17,0.0,125,EXECUTED,320000000000000000000000,139506,126325,23,138,0,161,1152513677520709566962,647906076857330371086088,0,649058590534851080653050,1669395119,16055505.0,16074705.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1.6e+25,1.2e-08
328,328.0,AaveV2,,0x8a396e924dfbe96c3b74932f1787442c21a3cfbb,FOR,2e+16,16059334,1669528151,0x527517cdae43696db8cc96a1bfafaf827649b8f9664ff5ea6e7badfbf4611be0,0.02,2e+16,1.0,124,EXECUTED,320000000000000000000000,139103,125927,14,161,0,175,2046523066605471176,488031192746819839088891,0,488033239269886444560067,1669262927,16044555.0,16063755.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1.6e+25,1.2e-09
329,329.0,AaveV2,,0xaed022de6b503b5d2aa15d8d9fe6a00a8bb43d76,FOR,1.751962663443778e+17,16059474,1669529831,0x245d927bcb84433954097b5bd192724e8755773d23f4539ac261e875bfbed85e,0.1751962663443778,1.751962663443778e+17,0.0,124,EXECUTED,320000000000000000000000,139103,125927,14,161,0,175,2046523066605471176,488031192746819839088891,0,488033239269886444560067,1669262927,16044555.0,16063755.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1.6e+25,1.09e-08
330,330.0,AaveV2,,0xe94e955aaf45eb72823577a179f04c46b8ed2098,FOR,1e+17,16059609,1669531451,0xbd0acb37169ab850e03187e40484d960f9df7c68572ea3bdead0eb9710cc5701,0.0,0.0,0.0,125,EXECUTED,320000000000000000000000,139506,126325,23,138,0,161,1152513677520709566962,647906076857330371086088,0,649058590534851080653050,1669395119,16055505.0,16074705.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1.6e+25,6.2e-09
331,331.0,AaveV2,casea.eth,0x7d55507f7d96b373706c0131fffbc4ffdcb3b6f6,FOR,1.4842947357769133e+17,16059649,1669531931,0xed8fe288ff8a08f3bc41afdaf8b05488af1ecdabe69621732a711b56ced5fe4c,0.14842947357769132,1.4842947357769133e+17,1.0,125,EXECUTED,320000000000000000000000,139506,126325,23,138,0,161,1152513677520709566962,647906076857330371086088,0,649058590534851080653050,1669395119,16055505.0,16074705.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1.6e+25,9.3e-09
332,332.0,AaveV2,,0x8a2812d249bc1d569cf622288ebc876ac23dc561,FOR,7061953825696751.0,16059711,1669532675,0x006b3202dbb8c7fb3917b6233cca8e3fcee9d6b179725ff730a6587b42e47c71,0.007061953825696752,7061953825696751.0,0.0,125,EXECUTED,320000000000000000000000,139506,126325,23,138,0,161,1152513677520709566962,647906076857330371086088,0,649058590534851080653050,1669395119,16055505.0,16074705.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1.6e+25,4e-10
333,333.0,AaveV2,,0x8a2812d249bc1d569cf622288ebc876ac23dc561,FOR,7061953825696751.0,16059719,1669532771,0xfc0414b25d03137cc1d04fa4d6dd22ac631fd792e4ec8f2727428db45d5087a0,0.007061953825696752,7061953825696751.0,0.0,124,EXECUTED,320000000000000000000000,139103,125927,14,161,0,175,2046523066605471176,488031192746819839088891,0,488033239269886444560067,1669262927,16044555.0,16063755.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1.6e+25,4e-10
334,334.0,AaveV2,,0x5111721d36bff9ab0582459eae97217c70cb2d73,FOR,4142279771171935.0,16059724,1669532831,0x36f5a0def3d1813e4b32a0c6ed53fc765338a9c007fce9d3348c22539eb9ceb5,0.004142279771171935,4142279771171935.0,0.0,124,EXECUTED,320000000000000000000000,139103,125927,14,161,0,175,2046523066605471176,488031192746819839088891,0,488033239269886444560067,1669262927,16044555.0,16063755.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1.6e+25,3e-10
335,335.0,AaveV2,,0xbe0a0846bf2057b901bb1e3e577147a2be8663d8,FOR,5934224423375719.0,16059728,1669532879,0x02853a9ea9097d66e0153627c832843f4cd992f83e22743f1e1360d7ce1b95b4,0.005934224423375719,5934224423375719.0,0.0,124,EXECUTED,320000000000000000000000,139103,125927,14,161,0,175,2046523066605471176,488031192746819839088891,0,488033239269886444560067,1669262927,16044555.0,16063755.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1.6e+25,4e-10
336,336.0,AaveV2,,0x02ee10097f3a6ce3541738f8ce731985f4ada579,FOR,1.21835118357716e+16,16059763,1669533299,0xb344b3e3de0a8a24b34affb688bd303e478ff031461a2f8fcdf15371a784453d,0.0121835118357716,1.21835118357716e+16,0.0,124,EXECUTED,320000000000000000000000,139103,125927,14,161,0,175,2046523066605471176,488031192746819839088891,0,488033239269886444560067,1669262927,16044555.0,16063755.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1.6e+25,8e-10
337,337.0,AaveV2,,0xf3a338df40e26b83df1344bb77fcaece41d5c710,FOR,2.1807097370046483e+17,16059788,1669533599,0xd1d414ffb736785baa6fd29986edf6e9abe01780e993d61d7f9b42e127748a44,0.21807097370046485,2.1807097370046483e+17,0.0,124,EXECUTED,320000000000000000000000,139103,125927,14,161,0,175,2046523066605471176,488031192746819839088891,0,488033239269886444560067,1669262927,16044555.0,16063755.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1.6e+25,1.36e-08
338,338.0,AaveV2,appledeveloper.eth,0x8c155a38df395fc6c913e1eed4463c03055ffbca,FOR,2e+17,16059836,1669534175,0x73e5ea012f80defb7beec32b4c12e1459900bd7fa9fc3d6e399b0e9613263cc8,0.1,1e+17,3.0,125,EXECUTED,320000000000000000000000,139506,126325,23,138,0,161,1152513677520709566962,647906076857330371086088,0,649058590534851080653050,1669395119,16055505.0,16074705.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1.6e+25,1.25e-08
339,339.0,AaveV2,,0x30ef74477638f62d8f7bcb167039384b4170bb7e,FOR,1.2000106432806918e+17,16059938,1669535399,0xca7f756639fd3a9d1b6c3e6138df503235510778fd9bb681222d4c1207411aa3,0.1200010643280692,1.2000106432806918e+17,2.0,125,EXECUTED,320000000000000000000000,139506,126325,23,138,0,161,1152513677520709566962,647906076857330371086088,0,649058590534851080653050,1669395119,16055505.0,16074705.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1.6e+25,7.5e-09
340,340.0,AaveV2,breadwallet.eth,0x3f8e1e1b8dbc1fd730b5af7a390c92b08f1134be,FOR,2.038095008025596e+17,16059939,1669535411,0x132bea0b050b21455a72260eb931b7c19ddab41f82b72d3ab99f36406a3f0e30,0.2038095008025596,2.038095008025596e+17,1.0,125,EXECUTED,320000000000000000000000,139506,126325,23,138,0,161,1152513677520709566962,647906076857330371086088,0,649058590534851080653050,1669395119,16055505.0,16074705.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1.6e+25,1.27e-08
341,341.0,AaveV2,,0x25375ff578bc0f660844a6bb6c1bcba850cbddec,FOR,2.001232957133921e+17,16059939,1669535411,0x45a394ff38ad29a65a1a6756dfdb94b8ee90379ce3736a56f842f367fd04e598,0.2001232957133921,2.001232957133921e+17,0.0,125,EXECUTED,320000000000000000000000,139506,126325,23,138,0,161,1152513677520709566962,647906076857330371086088,0,649058590534851080653050,1669395119,16055505.0,16074705.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1.6e+25,1.25e-08
342,342.0,AaveV2,drwbog.eth,0xd512e0aeea0228a35253ece18e40192e434c61fd,FOR,1.6446415685838013e+17,16059960,1669535663,0x2e701952f8ef7eba887518e5205b980bbb32f47c5fa652c95ffeee9f0b3843a8,0.16446415685838012,1.6446415685838013e+17,1.0,125,EXECUTED,320000000000000000000000,139506,126325,23,138,0,161,1152513677520709566962,647906076857330371086088,0,649058590534851080653050,1669395119,16055505.0,16074705.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1.6e+25,1.03e-08
343,343.0,AaveV2,kazimkabul.eth,0x0064f043786e8c597d6565fcbf4f0989bdd0f9a3,FOR,1.995e+18,16059981,1669535915,0x9476e40001e2e5417d80507df6a92bb72f3dcd289315815598564b2dbfc21dc4,1.995,1.995e+18,1.0,124,EXECUTED,320000000000000000000000,139103,125927,14,161,0,175,2046523066605471176,488031192746819839088891,0,488033239269886444560067,1669262927,16044555.0,16063755.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1.6e+25,1.247e-07
344,344.0,AaveV2,okexwallet.eth,0x7d2eb46dc0cca85a7948c777f8024d638bd76f47,FOR,2.0533577290602144e+17,16059992,1669536047,0x714927c8df1093ceebb19db020092923b6a8ff082d23dc52abdcc7e78d63b4c7,0.20533577290602145,2.0533577290602144e+17,1.0,125,EXECUTED,320000000000000000000000,139506,126325,23,138,0,161,1152513677520709566962,647906076857330371086088,0,649058590534851080653050,1669395119,16055505.0,16074705.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1.6e+25,1.28e-08
345,345.0,AaveV2,wechatwallet.eth,0xa466f61eb4150e765179a85fd91a2e0362b094ee,FOR,1e+17,16060004,1669536191,0x62d2fba114cea23b0d600b12264aabfe55fd6e4b113884ea9e16936c99c36615,0.1,1e+17,1.0,125,EXECUTED,320000000000000000000000,139506,126325,23,138,0,161,1152513677520709566962,647906076857330371086088,0,649058590534851080653050,1669395119,16055505.0,16074705.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1.6e+25,6.2e-09
346,346.0,AaveV2,,0x98be0fc855e9d72d3e89de37d0ca6c2e7f4ad2c5,FOR,2.09453236270458e+17,16060066,1669536947,0x625fc883b9a91dff30fbca0d1c701b154b605c50a7c06fd9a9e73a048d354ff3,0.209453236270458,2.09453236270458e+17,1.0,125,EXECUTED,320000000000000000000000,139506,126325,23,138,0,161,1152513677520709566962,647906076857330371086088,0,649058590534851080653050,1669395119,16055505.0,16074705.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1.6e+25,1.31e-08
347,347.0,AaveV2,pythonweb3.eth,0xd41cd94fba987fd46d51ab2104a4707822666666,FOR,2.58e+17,16060074,1669537043,0xebdb31bb8cefa718fc92f906b029c4e593c011541344266c46b8524c98d0b16f,0.008,8000000000000000.0,2.0,125,EXECUTED,320000000000000000000000,139506,126325,23,138,0,161,1152513677520709566962,647906076857330371086088,0,649058590534851080653050,1669395119,16055505.0,16074705.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1.6e+25,1.61e-08
348,348.0,AaveV2,cgxuanyu2056.eth,0x4ee809d0e7b4ab90474c515329e1409f16ed9a26,FOR,3.052354860044653e+17,16060130,1669537715,0xc524c71969639594ed3bfde465c340468adf06b28ef576ecabe54ff1c2b31916,0.3052354860044653,3.052354860044653e+17,0.0,125,EXECUTED,320000000000000000000000,139506,126325,23,138,0,161,1152513677520709566962,647906076857330371086088,0,649058590534851080653050,1669395119,16055505.0,16074705.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1.6e+25,1.91e-08
349,349.0,AaveV2,mayzk.eth,0xa1403a5806e4e3ef8bcec00b9755e0c8374b7447,FOR,1e+17,16060136,1669537787,0x4048692988175e65468acf39ff1b56ceb47157b7ee84b204ec6d76c50c02cc6e,0.1,1e+17,0.0,124,EXECUTED,320000000000000000000000,139103,125927,14,161,0,175,2046523066605471176,488031192746819839088891,0,488033239269886444560067,1669262927,16044555.0,16063755.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1.6e+25,6.2e-09
