,id,totalTokenSupply,currentTokenHolders,totalTokenHolders,currentDelegates,totalDelegates,delegatedVotesRaw,delegatedVotes,proposals,proposalsQueued,proposalsExecuted,proposalsCanceled
0,OZGovernor,1000000000000000000000000000,13934,31545,3917,7769,23986846773125463540601532,23986846.773125463540601532,2,0,1,0
