,id,totalTokenSupply,currentTokenHolders,totalTokenHolders,currentDelegates,totalDelegates,delegatedVotesRaw,delegatedVotes,proposals,proposalsQueued,proposalsExecuted,proposalsCanceled
0,GovernorAlphaBravo,13000000000000000000000000,3771,12091,58,138,3222678535262371989514302,3222678.535262371989514302,10,0,9,0
