,id,totalTokenSupply,currentTokenHolders,totalTokenHolders,currentDelegates,totalDelegates,delegatedVotesRaw,delegatedVotes,proposals,proposalsQueued,proposalsExecuted,proposalsCanceled
0,GovernorAlphaBravo,99998580000000000000000000,6246,19609,73,176,13110511146162775719093466,13110511.146162775719093466,11,0,7,2
