,id,totalTokenSupply,currentTokenHolders,totalTokenHolders,currentDelegates,totalDelegates,delegatedVotesRaw,delegatedVotes,proposals,proposalsQueued,proposalsExecuted,proposalsCanceled
0,AaveGovernanceV2,1000000000000000000000000000,30633,92377,30079,4,1000000000000000000000000000,1000000000,10,0,8,1
