id,totalTokenSupply,currentTokenHolders,totalTokenHolders,currentDelegates,totalDelegates,totalDelegations,delegatedVotesRaw,delegatedVotes,proposals,proposalsQueued,proposalsExecuted,proposalsCanceled
CompoundGovernor,10000000000000000000000000,197926,579690,3824,8508,11325,2866624186902801696806099,2866624.186902801696806099,42,0,36,2
