Voter Choice,weight,Voter Reason,block,blockTime,Transaction Hash,Voter Address,Proposal ID,DAO Name,Offchain?,Proposal Choices,state,quorumVotes,tokenHoldersAtStart,delegatesAtStart,againstDelegateVotes,forDelegateVotes,abstainDelegateVotes,totalDelegateVotes,againstWeightedVotes,forWeightedVotes,abstainWeightedVotes,totalWeightedVotes,Proposal Date Created,Proposal Date Start,Proposal Date End,Proposal Author,DAO Token Supply,Voting Power
FOR,1.138293101678192e+25,,15597033.0,1663948019.0,0x78f718a56411d82f4100abbba3f3bcde739d14fb3f4834b851d5e23651ac9523,0x17768cfd6030e2b65eb5086e34a512fde5dc1f1f,31573133325086370485941408987903241792476530080367682792717902589911048779919,ousd,0.0,"['FOR', 'AGAINST', 'ABSTAIN']",EXECUTED,1977923877096360349883664694,1276,30,0,2,0,2,0,8252359972144077812894572872,0,8252359972144077812894572872,1663947947,1663947959,1664156231,0x17768cfd6030e2b65eb5086e34a512fde5dc1f1f,1.2662002771846499e+28,0.0008989834564000769
FOR,1.138293101678192e+25,,15833890.0,1666807091.0,0xecb4a2c41741ce9ed4590908b9393e8e749162f1c4d9d8c27e3ccb7adf4f7c99,0x17768cfd6030e2b65eb5086e34a512fde5dc1f1f,57214519223402764338248425256473605535848888640762898039672186269524517300949,ousd,0.0,"['FOR', 'AGAINST', 'ABSTAIN']",EXECUTED,2521187853236198442923302137,1395,59,0,5,0,5,0,8256603173472360098042231178,0,8256603173472360098042231178,1666805975,1666805987,1667014643,0x17768cfd6030e2b65eb5086e34a512fde5dc1f1f,1.2662002771846499e+28,0.0008989834564000769
FOR,2.394635808894797e+24,,15837901.0,1666855475.0,0x209b3e10fed41dac450f129a15d333b00bf1df8fe1f2d51db50a0677be016283,0x5e687f547d26732a3f1213e1c31432c3ef6810bc,57214519223402764338248425256473605535848888640762898039672186269524517300949,ousd,0.0,"['FOR', 'AGAINST', 'ABSTAIN']",EXECUTED,2521187853236198442923302137,1395,59,0,5,0,5,0,8256603173472360098042231178,0,8256603173472360098042231178,1666805975,1666805987,1667014643,0x17768cfd6030e2b65eb5086e34a512fde5dc1f1f,1.2662002771846499e+28,0.0001891198297807344
FOR,1.7553904279945008e+24,,15848481.0,1666983251.0,0xcdcb8a74458df9913b68f18391fa3454281f12f666e9bd93daa76904b623f537,0xb2dc1016076947241293a6f7ed99c70517708e54,57214519223402764338248425256473605535848888640762898039672186269524517300949,ousd,0.0,"['FOR', 'AGAINST', 'ABSTAIN']",EXECUTED,2521187853236198442923302137,1395,59,0,5,0,5,0,8256603173472360098042231178,0,8256603173472360098042231178,1666805975,1666805987,1667014643,0x17768cfd6030e2b65eb5086e34a512fde5dc1f1f,1.2662002771846499e+28,0.00013863450037284366
FOR,8.240977041127296e+27,,15837911.0,1666855595.0,0x052cc449914b49cd664f51403b22f67841d0774a7ae46b44b86f3f7eefc44506,0xbe2ab3d3d8f6a32b96414ebbd865dbd276d3d899,57214519223402764338248425256473605535848888640762898039672186269524517300949,ousd,0.0,"['FOR', 'AGAINST', 'ABSTAIN']",EXECUTED,2521187853236198442923302137,1395,59,0,5,0,5,0,8256603173472360098042231178,0,8256603173472360098042231178,1666805975,1666805987,1667014643,0x17768cfd6030e2b65eb5086e34a512fde5dc1f1f,1.2662002771846499e+28,0.6508430924885602
FOR,9.317509139298753e+22,,15840340.0,1666884923.0,0x378b2885040bdd5c20bb145a6dc6baebc0a03285cd7d5d218e534b34c5a52ed8,0xf1834809adc841407017b587411734d809a82c06,57214519223402764338248425256473605535848888640762898039672186269524517300949,ousd,0.0,"['FOR', 'AGAINST', 'ABSTAIN']",EXECUTED,2521187853236198442923302137,1395,59,0,5,0,5,0,8256603173472360098042231178,0,8256603173472360098042231178,1666805975,1666805987,1667014643,0x17768cfd6030e2b65eb5086e34a512fde5dc1f1f,1.2662002771846499e+28,7.358637734636968e-06
AGAINST,8.240977041127296e+27,,15600008.0,1663983839.0,0xc70901d3bb7e004477114fac33715117b47940c23af9760c33f1f597e8be9682,0xbe2ab3d3d8f6a32b96414ebbd865dbd276d3d899,27223485172709239421250066660633757638909085499958240932813622876136169584270,ousd,0.0,"['FOR', 'AGAINST', 'ABSTAIN']",ACTIVE,1977923877096360349883664694,1278,31,1,0,0,1,8240977041127295892625000000,0,0,8240977041127295892625000000,1663946939,1663946951,1664155211,0x17768cfd6030e2b65eb5086e34a512fde5dc1f1f,1.2662002771846499e+28,0.6508430924885602
,,,,,,,114444731337062385273418326896164563106525224075062194788877537435301730254931,ousd,,,PENDING,1977923877096360349883664694,0,0,0,0,0,0,0,0,0,0,1663947167,1663947179,1664155439,0x17768cfd6030e2b65eb5086e34a512fde5dc1f1f,1.2662002771846499e+28,
,,,,,,,53980213092349896996295803812719804409663860838874549025842928538639056797995,ousd,,,PENDING,1977923877096360349883664694,0,0,0,0,0,0,0,0,0,0,1663946891,1663946903,1664155163,0x17768cfd6030e2b65eb5086e34a512fde5dc1f1f,1.2662002771846499e+28,
