Voter Choice,weight,Voter Reason,block,blockTime,Transaction Hash,Voter Address,Proposal ID,DAO Name,Offchain?,Proposal Choices,state,quorumVotes,tokenHoldersAtStart,delegatesAtStart,againstDelegateVotes,forDelegateVotes,abstainDelegateVotes,totalDelegateVotes,againstWeightedVotes,forWeightedVotes,abstainWeightedVotes,totalWeightedVotes,Proposal Date Created,Proposal Date Start,Proposal Date End,Proposal Author,DAO Token Supply,Voting Power
FOR,5.408338768535006e+22,,13613484,1636886215,0x13edf76091cae2a1e73378cc2d5d2608e3f67b16950c1eb81d832b34b65ef042,0x097c39e5e576a8706404cd0d81e05b522f5bcaff,3,cryptex,0,"['FOR', 'AGAINST', 'ABSTAIN']",ACTIVE,400000000000000000000000,825,12,0,3,0,3,0,166787445851995836161788,0,166787445851995836161788,1636823372,1636823399,1637059734,0xa70b638b70154edfcbb8dbbbd04900f328f32c35,1e+25,0.005408338768535005
FOR,5.7166193403067965e+22,,13611906,1636864555,0xdd3113ded8a377e2a3db7f94142cb5069c67741fccb6ac08e88bcc42c9b04f53,0x767d222a509d107522e50161ca17ffcf0e5aa3de,3,cryptex,0,"['FOR', 'AGAINST', 'ABSTAIN']",ACTIVE,400000000000000000000000,825,12,0,3,0,3,0,166787445851995836161788,0,166787445851995836161788,1636823372,1636823399,1637059734,0xa70b638b70154edfcbb8dbbbd04900f328f32c35,1e+25,0.005716619340306796
FOR,1.905823943027989e+23,,13998071,1642088838,0x09061f6e4aa7e4f51df5464b4401efe3650482ca91a378e5f26e7cb96bcf5b67,0x097c39e5e576a8706404cd0d81e05b522f5bcaff,4,cryptex,0,"['FOR', 'AGAINST', 'ABSTAIN']",EXECUTED,400000000000000000000000,789,12,0,5,0,5,0,425613941732959329814524,0,425613941732959329814524,1642034545,1642034570,1642266670,0xa70b638b70154edfcbb8dbbbd04900f328f32c35,1e+25,0.019058239430279886
FOR,1.0384371663971835e+23,,14001658,1642136607,0xb58056d04469110b5f4eb3eb66ae42e58f8dfb954f099879aed2e4c63230196d,0x564bca365d62bcc22db53d032f8dbd35439c9206,4,cryptex,0,"['FOR', 'AGAINST', 'ABSTAIN']",EXECUTED,400000000000000000000000,789,12,0,5,0,5,0,425613941732959329814524,0,425613941732959329814524,1642034545,1642034570,1642266670,0xa70b638b70154edfcbb8dbbbd04900f328f32c35,1e+25,0.010384371663971834
FOR,4.48126985535874e+22,,13999842,1642112749,0xb819b9bc3f4ba231d68091554b883ec49f0836521b84907f185e15c4db6743ab,0x767d222a509d107522e50161ca17ffcf0e5aa3de,4,cryptex,0,"['FOR', 'AGAINST', 'ABSTAIN']",EXECUTED,400000000000000000000000,789,12,0,5,0,5,0,425613941732959329814524,0,425613941732959329814524,1642034545,1642034570,1642266670,0xa70b638b70154edfcbb8dbbbd04900f328f32c35,1e+25,0.004481269855358739
FOR,7.388991955855251e+22,,14000975,1642128005,0x954a6891f1f734e64ca650ba26b860d54730789c6a33caff7d01404d42c54457,0x9b6812bf787b814cd2aa13d319a371eac5dff49b,4,cryptex,0,"['FOR', 'AGAINST', 'ABSTAIN']",EXECUTED,400000000000000000000000,789,12,0,5,0,5,0,425613941732959329814524,0,425613941732959329814524,1642034545,1642034570,1642266670,0xa70b638b70154edfcbb8dbbbd04900f328f32c35,1e+25,0.00738899195585525
FOR,1.2485212678302198e+22,,14002449,1642147216,0xa6e09c6cefffcc8e64959d697ad2aa1bb9efd99179210f1596ea94dd2321be56,0xa36bab9f9e2392c00a2251caf382f5559c00f4de,4,cryptex,0,"['FOR', 'AGAINST', 'ABSTAIN']",EXECUTED,400000000000000000000000,789,12,0,5,0,5,0,425613941732959329814524,0,425613941732959329814524,1642034545,1642034570,1642266670,0xa70b638b70154edfcbb8dbbbd04900f328f32c35,1e+25,0.0012485212678302196
FOR,1.66397169153305e+23,,14073836,1643101356,0x954ee1e0fd907f0c0bd115e595ad7ad0404901964bc8071ccba50c7f84801a23,0x097c39e5e576a8706404cd0d81e05b522f5bcaff,5,cryptex,0,"['FOR', 'AGAINST', 'ABSTAIN']",EXECUTED,400000000000000000000000,812,11,0,5,0,5,0,442857844575084195726759,0,442857844575084195726759,1643075773,1643075802,1643307022,0xa70b638b70154edfcbb8dbbbd04900f328f32c35,1e+25,0.016639716915330498
FOR,9.13639903634277e+22,,14076917,1643142724,0xcae870ef4320a0c2fc860ce0fdb94740077299d633d7f66938987f6cbbe66a01,0x564bca365d62bcc22db53d032f8dbd35439c9206,5,cryptex,0,"['FOR', 'AGAINST', 'ABSTAIN']",EXECUTED,400000000000000000000000,812,11,0,5,0,5,0,442857844575084195726759,0,442857844575084195726759,1643075773,1643075802,1643307022,0xa70b638b70154edfcbb8dbbbd04900f328f32c35,1e+25,0.009136399036342769
FOR,3.4545637499248235e+22,,14077264,1643147125,0xb47024bfd77dc52cd021b756201aca9283f7770723754f2e656842981cb877c4,0x767d222a509d107522e50161ca17ffcf0e5aa3de,5,cryptex,0,"['FOR', 'AGAINST', 'ABSTAIN']",EXECUTED,400000000000000000000000,812,11,0,5,0,5,0,442857844575084195726759,0,442857844575084195726759,1643075773,1643075802,1643307022,0xa70b638b70154edfcbb8dbbbd04900f328f32c35,1e+25,0.003454563749924823
