,id,delegatedVotesRaw,tokenHoldersRepresentedAmount,tokenHoldersRepresented,numberVotes,proposals
0,0x423dd109146cac89af10cabdf34a0a1c843ed12e,13467459918153286332918211,2,[{'id': '0x423dd109146cac89af10cabdf34a0a1c843ed12e'}],4,[]
1,0x4a1d30de2b9865b60793bc59fc97a7e4006550b4,100000000000000000000000,2,[{'id': '0x8498eab53e03e3143d77b2303edbdac6c9041d33'}],3,"[{'id': '3752319873439768351417051291497243421250048334050077601901689823936311706492'}, {'id': '59641027499450681186368011047979941248238309216542435287492280757588382136629'}, {'id': '62970245865982204092823282118354335940005067690502375560505435760326306892151'}, {'id': '67621663445707572914223022257684424770944016286342136046038713436398879709586'}, {'id': '76515339192436662451939651194698639712831985414532650877919192103313626711944'}, {'id': '90240932925572501399495542878795634021851280106637724604593882419611940719319'}, {'id': '93022684150159074125678303578919779638229937046863883601906649520845717660577'}]"
2,0x58993cfa67cd6151ec3d806ae93a7ed365db2f88,231405200000000000000000,2,[{'id': '0x58993cfa67cd6151ec3d806ae93a7ed365db2f88'}],0,[]
3,0x609fb8f19b28a76f12557a235c3e88f621267c36,136981246829020801623541,3,[{'id': '0x609fb8f19b28a76f12557a235c3e88f621267c36'}],0,[]
4,0x7125412fc011d74c26e3ca768ab6224643702313,274170256130802891933028,2,[{'id': '0x7125412fc011d74c26e3ca768ab6224643702313'}],4,[]
5,0x7e026a0c061382b0f5935a90bc7324ab0a5a3acc,2283138200000000000000000,2,[{'id': '0x7e026a0c061382b0f5935a90bc7324ab0a5a3acc'}],0,[]
6,0x8e2a89ff2f45ed7f8c8506f846200d671e2f176f,3178870429586117464068429,3,"[{'id': '0x8e2a89ff2f45ed7f8c8506f846200d671e2f176f'}, {'id': '0xc2ceb827dea49f7b19b85b503ce45c38c9720ab8'}]",3,[]
