,Date,Rate/total,Rate/circulating,Total tokens
0,20220101-20220131,0.06401794769162118,0.4508877405779872,6401794.769162118
1,20220131-20220302,0.05156328947138563,0.36316776661624683,5156328.947138563
2,20220302-20220401,0.06246259957912432,0.43993319702351247,6246259.957912432
3,20220401-20220501,,,
4,20220501-20220531,0.04918167467710936,0.346393706337228,4918167.467710936
5,20220531-20220630,0.036674876282001855,0.25830650152087475,3667487.6282001855
6,20220630-20220730,0.046087992119245,0.32460444896677404,4608799.2119245
