,Date,Rate/total,Rate/circulating,Total tokens
0,20220101-20220131,0.012824788203974069,0.0650317847347677,128247.88203974068
1,20220131-20220302,0.013831681777737663,0.07013752879060516,138316.81777737662
2,20220302-20220401,0.020892491967744186,0.10594140180796005,208924.91967744185
3,20220401-20220501,0.024078083890476068,0.12209486375033503,240780.8389047607
4,20220501-20220531,0.010037754992802852,0.05089932960530431,100377.54992802851
5,20220531-20220630,0.018736167767176577,0.095007138489192,187361.67767176576
