,Date,Rate/total,Rate/circulating,Total tokens
0,20220101-20220131,0.09317585301837271,0.09317585301837271,35.5
1,20220131-20220302,0.09133858267716535,0.09133858267716535,34.8
2,20220302-20220401,0.14698162729658792,0.14698162729658792,56.0
3,20220401-20220501,0.13564781675017895,0.13564781675017895,51.68181818181818
4,20220501-20220531,0.15207657866296123,0.15207657866296123,57.94117647058823
5,20220531-20220630,0.18503937007874016,0.18503937007874016,70.5
6,20220630-20220730,0.22722159730033745,0.22722159730033745,86.57142857142857
