,id,delegatedVotesRaw,tokenHoldersRepresentedAmount,tokenHoldersRepresented,numberVotes,proposals
0,0x01974549c9b9a30d47c548a16b120b1caa7b586c,47060,2,"[{'id': '0x01974549c9b9a30d47c548a16b120b1caa7b586c'}, {'id': '0x9601adb9f4b8a7bc91edbc3a565e9e898bebe1b4'}]",0,[]
1,0x0231941abbc3dd9ced1f3279dcf862ff5c233c4b,439051488485497923607,2,"[{'id': '0x0231941abbc3dd9ced1f3279dcf862ff5c233c4b'}, {'id': '0xae786e1f9b0ab70a34ed1a3e87db33ae3af030f0'}]",0,[]
2,0x03894d4ac41dd6c4c2f524ed4417c90fa46972c6,1320912154988871766,2,[{'id': '0x03894d4ac41dd6c4c2f524ed4417c90fa46972c6'}],0,[]
3,0x0408d2522d4a121f12bbf6967e8abf31112396eb,2887394177414520553866,2,"[{'id': '0x0408d2522d4a121f12bbf6967e8abf31112396eb'}, {'id': '0x5ba751cd8d8901f5c003d9452264fba5a0d73bea'}]",0,[]
4,0x06427ae8972e78bd5bf3706eb98919188d55738f,882381755831453964638,5,"[{'id': '0x06427ae8972e78bd5bf3706eb98919188d55738f'}, {'id': '0x33bfc29c38210bc50025cc09a915183b0d1cf296'}, {'id': '0x6a341e131f2a11c253e33096c4f92c9e135725e5'}, {'id': '0x85f131af9666d8cd8fe8fa900a8cb456e9e24361'}, {'id': '0x900d1719363e97176cbe2274cc4483245ad3270e'}]",0,[]
5,0x06d233de10fc5b7948b29aba6b3bfce839efd87e,134636728022158446667895,240,"[{'id': '0x00ad6669e800c4e8e3061f1168a5ab2421e68d31'}, {'id': '0x00b591bc2b682a0b30dd72bac9406bfa13e5d3cd'}, {'id': '0x00db854ed1366f73d28dd89a85c9e481ddd85328'}, {'id': '0x01dd0a2589d97c3b1328304a3fb9323b304704a3'}, {'id': '0x0499f5ccc4c4262d4ac5361e43e9fed2d19f5565'}, {'id': '0x04a6b09c4708f4c94670cc52b15b3dddb6c7d04c'}, {'id': '0x06aa5e77cf3bec21129ddbf29b531ed742a4109c'}, {'id': '0x070ae2385dedc927f821e75434e881ca5fd549fb'}, {'id': '0x0766569cbc0ed6291551589f66e0d0b2da3881de'}, {'id': '0x0c9b7a460609b1016f276f86a39ce0501788dca1'}, {'id': '0x0cb5d3dc004b0c9e14d13ed9cc94c2fd219223cb'}, {'id': '0x0d8969db749fa22c8107ff3871e30b2da246984c'}, {'id': '0x0f46540678c7e6d2ef983b382cc07fa815ab148c'}, {'id': '0x13928f482a3483cd5ffade46a98797561230805a'}, {'id': '0x152e198b6cca273ae91f2c3068aafd41afadd05b'}, {'id': '0x16af50fc999032b3bc32b6bc1abe138b924b1b0c'}, {'id': '0x1702f2d0df7c99011a690461c34e51bd81cbab48'}, {'id': '0x18555eec7c90067ef130dbc727276b2d757604e6'}, {'id': '0x1886d029b8cfcbf6cbe82f34654df2102d29a83d'}, {'id': '0x18960d2d4fbbeeb49af6faa481e1c5b17ea0ca3f'}, {'id': '0x1a6a15bf5e616332e742990f34298d2c513a3631'}, {'id': '0x1a9050f98dc9f9dd8526f5bab3c1d56ed3e7dc87'}, {'id': '0x1b027485ee2ba9b2e9b43689435188b1a1556a1c'}, {'id': '0x1b56eb67f280add7cfe89727aca1134274443a39'}, {'id': '0x1cc88b4d07cf67b604ba83eecc8b2c03509bbe82'}, {'id': '0x1d0e7d9c3851deaa4ea9bb157915ef4e47c2d3bc'}, {'id': '0x1d5c7904ece494e1c65b3a475f3010b10f3aa8a8'}, {'id': '0x216d97f2820f25588a2b45d4fe5ea3908a518971'}, {'id': '0x219649c6d7e7095434c4e8e058b4bc6d1c4d49a2'}, {'id': '0x2507487cfcdb7501856909432b14b6db4c512da3'}, {'id': '0x269dcccd98fb521482d1f7d4a74702847c4c3843'}, {'id': '0x299c3cb6f804c5694c82ef0aea3de75ad2f6cbdf'}, {'id': '0x2c38b9c869ebcd03b1f8fd5162ab069cadb44dfe'}, {'id': '0x2eff1def3299e0a96c37406e6c4f0261ec29b805'}, {'id': '0x3099b721288ad6edb7368b5d6e301f60dfef0459'}, {'id': '0x31ece47e8eed2594865e54e8903bcbaa508494eb'}, {'id': '0x323647031d357f77bc6a393ea4e66af6f1a9353c'}, {'id': '0x32e9a9d06999a600061d34cb9df05d94fa3f74a8'}, {'id': '0x33de82ec8be7ad0b4f51f0c656339b51d4e2fd6a'}, {'id': '0x34f1a23caf2ba6d14c07f6774ee0808cbc520459'}, {'id': '0x37f6232c1ff7c6ee200acac5eaa1a3124ef73b3d'}, {'id': '0x38061555e1ea3c70d14c3a770d021ff363fda54d'}, {'id': '0x38345a0054377e802265ccd8d6bff95c09c505e8'}, {'id': '0x39fb6f9398e034e5fe58442147726d9ad4106f2a'}, {'id': '0x3c0e0842368ccb8340c14bd89db673ffdef77caa'}, {'id': '0x3c6137504c38215fea30605b3e364a23c1d3e14f'}, {'id': '0x3dd437fac172b1e56954bc52cccce04b98a66cfd'}, {'id': '0x3e0c89dc904dfe4bdc135cc0534af47f6c3bfde4'}, {'id': '0x3ea00813a6d32b6cd4b8f1b29c825a38e7a7606a'}, {'id': '0x3fa01cefb3db1fe99687b2bcc45b773f163ec3fc'}, {'id': '0x3ffac873886c8984651e6a70f1dbc5575a08d689'}, {'id': '0x40189d5545ab15821a5d5cfa1365a2667e992222'}, {'id': '0x41282ae07b5ea475d980a34d08f37695e02b454d'}, {'id': '0x4269ddaa08d8eaa035300535b470c9d9f3c99515'}, {'id': '0x4271eb0d4ddcc6856ad0d9eb987257ca2ac5278c'}, {'id': '0x4316a6773728dff25374aa9f2c03421aca015af0'}, {'id': '0x436bb9e1f02c9ca7164afb5753c03c071430216d'}, {'id': '0x43ab8128ed061996cd3ed816aae284607d22e684'}, {'id': '0x4405bd33792d43088b998052637f92b36879a666'}, {'id': '0x45dc9608a9ecfa6639d88824d7ae89e58c91b37f'}, {'id': '0x4682f0ccc7bd7cd668bc319fce8497a6b35277e3'}, {'id': '0x46c0a29d668f730425a9da8a5a161c860fbeda16'}, {'id': '0x46ee7bea049cd2d728fa8267be826c6953362af7'}, {'id': '0x4718e39351c975cfe59ec3d8bd9f3ebf6526d696'}, {'id': '0x4839600e1e3d57c933bd1d116a4d4ccae9f2a509'}, {'id': '0x48800e7c2da2a4d417039fe39de46139520eeb46'}, {'id': '0x4902b20bb3b8e7776cbcdcb6e3397e7f6b4e449e'}, {'id': '0x49bc2e5322bb90a4306874645a523d9e5ea65f81'}, {'id': '0x49e2a70d202bc22c6e573fd172b3b44242e293e1'}, {'id': '0x4bd762927207ece81647e2926a202444d435fe42'}, {'id': '0x4d3869e2451d28bb4f03aeda60322eaf01e912db'}, {'id': '0x4d5bb3a55f9d5d83700c20543c3a75c2213d6e68'}, {'id': '0x4dfb4e25ede5a1d5052a530e0cf4378cb1168af2'}, {'id': '0x50e2a5a78095dd58ef02b4b29220b3ec0761a883'}, {'id': '0x5272bda17e1cbafbed8f5b49b395619ac2a68f39'}, {'id': '0x52e0f7339c1bed710dbd4d84e78f791ebe2df6b9'}, {'id': '0x53fed1eb683745352886a363cc0b6e3415824ec8'}, {'id': '0x54ec5f746f4087afe8474f0ab01e41447568dac6'}, {'id': '0x5584162657788769914eafb14bc0e3dc57dbe812'}, {'id': '0x58095df3bffe2bf04d1d9758ebfcf9d07c279a31'}, {'id': '0x591d6a45fc96f6b3884e7322db32302d40673a31'}, {'id': '0x5988407538f7b708aaeb0479505e37968d17779d'}, {'id': '0x5c44589aa9020bb9c0c7d83221256a019152232e'}, {'id': '0x5cb656d7605d9924c085fc859585f3ff2f7ad08f'}, {'id': '0x5d258ae1c803c9ee80c068f0e27b534b5d063b4f'}, {'id': '0x5e34562d0099fb3b0aba3eb53e188a58997a9b9a'}, {'id': '0x5ed2028d2905b143fe67844babd12db6edeba2e3'}, {'id': '0x61ff15db4ff75b180cdc3351f71fcc288606366f'}, {'id': '0x6373eaf73e9b7453659614f96bc7bfe2ea9cc5a7'}, {'id': '0x637ac1aa703cd906e832ec1309a2a85259587e97'}, {'id': '0x643430283b19fa5bd70a1138b495c2b43523cdd5'}, {'id': '0x69d7bec89472c439b3544b5e04f50479b23febbf'}, {'id': '0x6a34a86d9822b326cf298527da45a5576386df59'}, {'id': '0x6bc953ce287bb9d6d9a5d93dc0c4985be12207d9'}, {'id': '0x6c5e0d693668d37031688d4f945707063dd5024e'}, {'id': '0x6c66d938cf612b1fe34df8c583899ae9b957019d'}, {'id': '0x6de8015881bf14c904dd5afcdfa1ab6856710242'}, {'id': '0x71913330f21fd7746a7ef69e09bc2b83c40b2345'}, {'id': '0x71dfb5ccb021a353e4a7d4240ed3dd57980d8f43'}, {'id': '0x73c7b21a3cf2c50a1797a489ce0a1f976dce6f68'}]",0,[]
6,0x0736d49738f2eed8abf86cf51c532b0cb65bf077,6278125451381547807792,8,"[{'id': '0x0736d49738f2eed8abf86cf51c532b0cb65bf077'}, {'id': '0x1c27e64fa7d25d34ccc93916f47c62fd816dc42a'}, {'id': '0x6d8445f6f86ec1f80caa133a8d1eadccaf0c06c3'}, {'id': '0x7b4defea380d66e354a7c3d77a1a1e403d0c40d0'}, {'id': '0x85674a840d4d31213be1bd9b7658fd6374fed307'}, {'id': '0x92c9a639f5cbc4ae32a0e060d83ba4e491f98d8b'}, {'id': '0xb3fb01c33b1b0eb7fe011fdaad3f11957f4fa993'}, {'id': '0xc746c447e4aafb5a007645df3da5292d3f490d8e'}]",0,[]
7,0x078ad2aa3b4527e4996d087906b2a3da51bba122,1968122228971340452922,2,"[{'id': '0x078ad2aa3b4527e4996d087906b2a3da51bba122'}, {'id': '0x2353f80f5a3edd7a864bb7dc2962c01e288520cf'}]",0,[]
8,0x08f49b73e8b4f222fba2b7ba2ddfbd1cd38666b7,1013924484569335182029,2,"[{'id': '0x08f49b73e8b4f222fba2b7ba2ddfbd1cd38666b7'}, {'id': '0x7aff1baa3c1b82f49191f14de679d7f8bf5be34c'}]",0,[]
9,0x099f8498348792abe502ec12f6163254dbbe321e,96246274630084781001444,198,"[{'id': '0x000aba3fffb94d769c3aa1b3eacdc237de18802e'}, {'id': '0x000cd27f10dffac73201258eaa3925c0452051a0'}, {'id': '0x00f00fa5ba62e19615bbf759b7155de7ba96f27b'}, {'id': '0x01a4bd2216885025bbf003d73818e534679e7e04'}, {'id': '0x0221c3cdb3dc4ffddb0564227d205b7f0cbac1cf'}, {'id': '0x0294bfa47499913aa45301fe3163325cd6ed490a'}, {'id': '0x03c71ab47ad0263f57f274e1094a50b74c10f934'}, {'id': '0x05a449ab36ce8d096c0bd0028ea2ae5a42fe4efd'}, {'id': '0x072fb0558bb2d787470b7a87bd7698173a1778b2'}, {'id': '0x0832a75f38da0bacde52375215cddfe931015f89'}, {'id': '0x099f8498348792abe502ec12f6163254dbbe321e'}, {'id': '0x0ac4dd0d43a587b5f44afd3c4e47ce49a5713292'}, {'id': '0x0b38c4b5c80b3e509592be22f058f585cab88282'}, {'id': '0x0f89661937657c72da616694265388dfa9502913'}, {'id': '0x13377d5660a99407ea95598c95d7a3a19aa47c5e'}, {'id': '0x14b35e5ab507562feb602d1dd1e96634ed0810de'}, {'id': '0x1705e638170d376a28ff063b2e3c06885764d760'}, {'id': '0x188de5ae9cb31df4d5a047e3e7185c00bd621aea'}, {'id': '0x18fee29c8c8e74c19a254825c0a65f55bef951a8'}, {'id': '0x1a5f1e992b553d3a3cb869b7e7b517b3287909ed'}, {'id': '0x1bf16770584c89dd9d3f7d0c1c7a16c6cc20de02'}, {'id': '0x1c60c647b2a02d32468ed3fe11c06e2033dda59c'}, {'id': '0x1d6388d6d8b110249bb40e4ae2def1796b400ff3'}, {'id': '0x1e18a49172c96a24908c2b176cf37274b26b387d'}, {'id': '0x1eb013461dda8463ad27727c32348e7342afa9bf'}, {'id': '0x21cc6b36fa5bf6897e44e6b2a4de341e63de984a'}, {'id': '0x233ec1b7b599adad93c90c3fdf951a129746c14d'}, {'id': '0x25bc7cac7761cc704a1120a618b44d2e76dd07df'}, {'id': '0x290c315c94cbb71d8f47ce4b82423a25d4b2691c'}, {'id': '0x292b78a5ad6214971c0ec79cb9d7eb3cf20957fb'}, {'id': '0x2a71f00702c989118414dde70e2522c4b01a5acd'}, {'id': '0x2aac6549552c9f9e4202b2c29b948f56db674b17'}, {'id': '0x2b02a522eccc2494f5c2efbc56dba4eace5ba7ff'}, {'id': '0x2b1c66f6d779b6da734d67255be2c54db2e18977'}, {'id': '0x2d5eab4bfafa13d17a6f62531e10cbfe7a5d7ac6'}, {'id': '0x310cb8e87ae277133e6d5c17670bbd60ffa19e35'}, {'id': '0x31c7a7c2f4c3687b53e8797059213fe0915e6572'}, {'id': '0x3413d17d1a9028c7aceec620bde79708840c1dd1'}, {'id': '0x34c0fd5f1dc4929549ad414026fc68060549f9c8'}, {'id': '0x3596b0a61bdbf2295860a5cce953d9970d3b6e38'}, {'id': '0x361a11d39a63d80a0714246982c4dcf7459241be'}, {'id': '0x362f020fd4420c317e7a0722994ba8bc3380d0e8'}, {'id': '0x3a9469b49c96bf2e6af2ae74143ad94b93bc3dd6'}, {'id': '0x3b1ceed88f9ab5c43eb1294a79faa720b88e97d0'}, {'id': '0x3b96f28e3b45a19fa3e89232d0680e54872d3d58'}, {'id': '0x41104d00ed6076e26830512476d1f1e06378438c'}, {'id': '0x4240268a3ad66fab234e124c31c9cecc8b457e82'}, {'id': '0x4984c50b771792b45fa0707fa64bf39983140e99'}, {'id': '0x4a948b383b43622b58a9de20255732e629fc7f96'}, {'id': '0x4aace1a0bbdb290e71b2e3ee6491c74be4d4f5c2'}, {'id': '0x4e36e298808813a0a4b6ae3a97a945e62912327e'}, {'id': '0x4e81276e61db7fddd1001ebd6ecbfa28e06a2136'}, {'id': '0x4ed3f023a5c28babcf6bb2251b2d6f76a2f827e0'}, {'id': '0x5123521b9524fc347619ca5cc65cc67040d98c79'}, {'id': '0x51c18bf08a88c68d7b9cd30fa155f5ce0e0e4fb8'}, {'id': '0x55ef96bd356ffce421e12dcca303071752526b37'}, {'id': '0x5669b5e18bb8159f3124bb452dc409efa1219f16'}, {'id': '0x56729b3ece444f2e0a7a733d4c7f56d69cc0df0e'}, {'id': '0x587089844cff5c9a33126884f9610b93dac1a23c'}, {'id': '0x5bb1a830ded8c15d3652eeada505468ad3ec3699'}, {'id': '0x5c5a92841cfd99e150257734b28e6d0ee3f1a723'}, {'id': '0x5e199814f74b452245ef20657d8d5d8cbe820c0c'}, {'id': '0x5e983efc1e622dba446fe7a48f64dbee4662551c'}, {'id': '0x5f2a0476538112b3ca2b7964a55396d3c8f87a56'}, {'id': '0x60dcc8491b97178571a01cf51a35a37e5898e3c8'}, {'id': '0x632f7f3da8e705631f83d3fceaed8edc4e809d31'}, {'id': '0x6461f575da2371bb16210e936de5ee1cfb28f10d'}, {'id': '0x6711fbc3405b47f97e759716e1dea1e1cc4a111f'}, {'id': '0x676f8498cea894049a23bc0302acbb0d0aaad1f5'}, {'id': '0x67e99aeb88e9917bda210d1a78d7b80ff9171906'}, {'id': '0x696f637a5a5f9cc9795d9c597287571f3333e14f'}, {'id': '0x69d62b87d953009308ad4a1f538102e27ab78df5'}, {'id': '0x6a9d38ae74edbc70f642507b5eb370a4be73e6b0'}, {'id': '0x6ab53794466383ca012dddc228d981dcbf40e3a6'}, {'id': '0x725a961f7fd05ae6742e968230d8fffe99b7ec67'}, {'id': '0x765a16ca391a6b9249cfa65bf2d14c38722198e3'}, {'id': '0x77f0b88e7401dff6ddbdc5246b7be08781ce2226'}, {'id': '0x7817c57fdd423e86177f7d3a179717884e67eac5'}, {'id': '0x789cf83d8c8a485611828fd4b8f9d544c82edbb4'}, {'id': '0x7955e9d429d26460e4dac3668dcad4db2b5ac14f'}, {'id': '0x79826d134789ba2a740d70e78e2cbd4bf0b278d9'}, {'id': '0x7be8f838e56cd11cf54fae4c280f670509aac8c0'}, {'id': '0x7cacff8e900bb7ffda51c892bad15a95d8103607'}, {'id': '0x7d0e237f9c240b2512ed9a22a2ebf1f534672055'}, {'id': '0x7dfd1d2021c68e5b7a1ae41e12bb93a76c6e67e4'}, {'id': '0x7eb0f4d92f3039e2dd9dac890e44deafd3aa919e'}, {'id': '0x7fb66e87ed5c7ffa70da344531b9d97097db342e'}, {'id': '0x7fd6d2761eab2317be33285ac1095b11a1bf886a'}, {'id': '0x7ff4f8fe1dbbba8dc27103359bf96e97a4d44114'}, {'id': '0x8160730f2a1626f4c88535f2734fe8b0745efdbf'}, {'id': '0x818c4df073ec43b80fd6e3bdd451382a390d0466'}, {'id': '0x81dd7bae6a923652464fa6d4ca0391a1bd85824a'}, {'id': '0x82a1d70894b5a4df75b3d5f07b683f7e9b5a5194'}, {'id': '0x8469ce294a3b9d2771d47d96563827dd653abd03'}, {'id': '0x854058553df87ef1be2c1d8f24eea8af52a81ff1'}, {'id': '0x861ed394881ee7c81781ce5b7cb59b45677ac73d'}, {'id': '0x8633be9e9a5c7c39e9dc9d7ffef0979ce1026e71'}, {'id': '0x868490398931ffead3c38d6d9af71f4f06d3f4f6'}, {'id': '0x86cd9feda6ebbf607a56ddbb0ca6eb38035f087f'}, {'id': '0x8a0f9b2396603a882ff9b422199e7677150ffd33'}]",0,[]
