choice,weight,voter.id
FOR,0,0x25ad2667b19e866109c1a93102b816730a6aec3f
FOR,5084371328724123648,0x264cd18f0572da20152cab327800c1a854f61f66
FOR,0,0x26d04699e336c04ed8d95c9483a1c73c60c8169e
FOR,5909154940882837504,0x26fd86bc1a2e0b174f55c15184e731984e424ec0
FOR,5207675285531123712,0x27806099295c0b77eebaefc6479100732d3ecf8b
FOR,1261551648743931904,0x27b0fc6c4a5a0cf213a570097279a5bde61214d2
FOR,10524226128764796928,0x29a5fd6598bb9fb462d8d129e8b37c8b1f03515e
FOR,3190944934161295670153,0x29a82e07b96c405ac99a8023f767d2971546de70
FOR,392462114343519453184,0x2a23cdfb9dbc0c068fea278d8952bf2c5a8d30d1
FOR,0,0x2a9339fb76f6020fd6ca46119e5c0ea95630e001
FOR,5751199232416563200,0x2aa78e16ca499325211d6b21341739fa41afbb28
FOR,5818460375143440384,0x2b82d34269a5c664d6db43b4fba854093a8220d5
FOR,208579142721142514723566,0x2b888954421b424c5d3d9ce9bb67c9bd47537d12
FOR,0,0x2babe76345d7eb15f6a1c0cddba04d8ee44491d5
FOR,5911934468459233280,0x2c1999e5f068096e89fefdad4f02a2a28ca7a4d2
FOR,0,0x2cacc378a6f35fb71f0da766fa690029c19c01a6
FOR,5675153788370051072,0x2ccc8db02e237c06cf60c0ce1247bbbc5881152b
FOR,0,0x2d8d1e3174b581a70e4fdedca1f10560e8dd744c
FOR,0,0x2de7cd65a12da97a76851e2e2878328185eff51b
FOR,5313544649619406848,0x2e1bb323bd98b398b4a4935e207dbcff956cbfd9
FOR,0,0x2ede0ccebfb3bf307dafc57ff700183391620a69
FOR,5982065723709292544,0x2f545b1ca236226cbb99d9c5804def40df699ecf
FOR,0,0x2f78331668877229cbd74ae1d83ae2bc3a0b92f4
FOR,5225656979738427392,0x2fa21d4321f4b2ee9b06240260675c0b7779e6af
FOR,0,0x301b1d29d164db632c30aead9354c3cb48d6f71d
FOR,1104275955054981506048,0x30c7f4f7504d6366916f669cd8e731ed4df6c702
FOR,0,0x30eea6d5e72cbe7b816602a50da78e959adefd47
FOR,0,0x005f62cc4cef39d29841937914e923454b31e50d
FOR,1200000000000000000,0x0120447fca0cbfcf4feebd3c0d5ae74e03adb4aa
FOR,1480862900000000000,0x0250c36303ad8e56d48e90e884983121a9c826be
FOR,1300000000000000000,0x02709fc703b1ccabeffacb73afbb84f1b1d3eada
FOR,10000000000000000,0x03154b9e76b3e6eb27357ccfd638f9ac9085e8b3
FOR,1200000000000000000,0x04815bd54d6711f4b7e322a650a8b9095f2ba205
FOR,10000000000000000,0x0586cc847c82397c443992facdc8cae0dba46956
FOR,10000000000000000,0x068db2a4655158bc61e6147c0015bd2c63b4cf08
FOR,3000000000000000140,0x06c4865ab16c9c760622f19a313a2e637e2e66a2
FOR,0,0x0813e1b0a5b1d0d67ceac68696591f5aecc613c7
FOR,100000000000000000,0x08e0f0d1b8bfd20c60a622e4a17fb345508b4e4f
FOR,0,0x08e990b5f526775a870994476eb97c423fb95e5b
FOR,0,0x08fecb006f7edce664edf7b21f61f5efc4d7acf9
FOR,76213010000000000,0x09f9c362b852b7d6fafaad5d1cbf72d852c063fb
FOR,1200000000000000000,0x0a2c8c8f97e087a5b2bbf9c85df17ca7ff1fbf0c
FOR,0,0x0b81083c5f308886c9dd88441d54b0299d545de6
FOR,1200000000000000000,0x0c33ca2f4cd0d1caa09a452392d3dfa816378658
FOR,0,0x0d9f7a14edc702f77f56e597847f5777d6ec889f
FOR,1080000000000000000,0x0f6f4af413baffa1414841bbce810dda68cf609d
FOR,0,0x1094e2baa49104d1925f8fec5940a37cee6303ec
FOR,1200000000000000000,0x11c5bdf24786f02d1ddc7406475253b092be624e
FOR,1300000000000000000,0x1282a05046138aa4020864b85485b7dce58e54bd
FOR,1200000000000000000,0x13789c957af7c2f21b554a8398a2b29bf58dafe8
FOR,10000000000000000,0x13ac0d7bb293163922ca296a0c3fb1b236c815f0
FOR,0,0x13b0d33acce3826405a524e95ef176efe38576e8
FOR,1098029745704402841,0x14fd9303bf2386b47c6ad72631fed472a43214c6
FOR,826741906491740160,0x155546c165ab3300c46686cc895ad31df3cc6096
FOR,855563288250511360,0x15d04e818d6ec37a8572383be0f414645f382471
FOR,0,0x164a26a4d959154d03cafb012eccbbe205cbdc36
FOR,0,0x16df32d3d2d6c63cd6f1b97e87536bfbf7113794
FOR,2170000000000000000000,0x179a862703a4adfb29896552df9e307980d19285
FOR,500000000000000000,0x19eade6e4e5cf16fe0b15e47c39ab565fb8e734e
FOR,2125923542810292291299,0x1d5460f896521ad685ea4c3f2c679ec0b6806359
FOR,1200000000000000000,0x1dc38fed99ec6da19f7901ceb9bd53e7e84f0ab9
FOR,1100000000000000000,0x1f2e3a00e1476e47c9c82736473058b190fc9bfa
FOR,1200000000000000000,0x1f75209d149a4730342b12289b414aa1e9dc42d8
FOR,1200000000000000000,0x224d864fc83fb288bd00b8ea76bd2d3e2e9a9cb4
FOR,125000000000000000000,0x23c4111d6f85de542dd8ad911c7c3cc66e98faa7
FOR,1006000000000000000,0x247bcac51c514d28e683d6811ab57c71b5395127
FOR,0,0x273166e9bd62bdd953397bbdf065e16d56d727b3
FOR,1000000000000000000,0x27b96c5808e1f6ce132d69b029dff69ff5b71973
FOR,0,0x2835600819dc2633611d600c488a52c6af4908f2
FOR,1124630162559422464,0x28888b5b8e4080b1faaabcbc07b638c9603a73a6
FOR,1030000000000000000,0x28b80f763a03280f38354dd919b8ca604610a1e1
FOR,1507480238183958058,0x2908790cec0da7786c8e954162d753a07a98b344
FOR,6908371805896075736457,0x29a82e07b96c405ac99a8023f767d2971546de70
FOR,1070000000000000000,0x2a2290a90ac0e541d12a560f59f5d11eb4170c89
FOR,100000000000000000,0x2a8f0b04458f18dd8ae883e669c4962756ddfd36
FOR,1011100000000000000,0x2ad369f25161506526bc10c72ebeca2bc8c4fa0d
FOR,0,0x2b28eac28d19cc94e1bc6ea997dbfe890b384c95
FOR,1200000000000000000,0x2b5f4aa77c695d769cf703c117703657dc89aaac
FOR,188308911714823101615501,0x2b888954421b424c5d3d9ce9bb67c9bd47537d12
FOR,1718704650000000000,0x2b98be26901e7cc74282c95be7ef73891ad109ff
FOR,0,0x2c6141c6c7aaf27dd1be50bfdf5409f0ca986ee2
FOR,1100000000000000000,0x2ea3081bc1d01ed257b9bb93b05bc18e2846e1af
FOR,1000000000000000000,0x3016a4a41d1ba5c82ae6d1217742467c9b3c5900
FOR,0,0x301b3410f3c3fedf8f90ad465964a45861b1773e
FOR,0,0x303bdf32d4ca78e82c617cc0cd94c0b0b118564e
FOR,1200000000000000000,0x3138b46c07b90524a8658660647f90396aa71431
FOR,0,0x3310a7bbb3c3cea890abc5eca79122f48d3513c3
FOR,14762911884667665986482,0x3335cc8bda40fb5a5f8db1d0011dec98728d81e1
FOR,1200000000000000000,0x34748a6d7a89e73fbb3eee52be91787f29078754
FOR,1100000000000000000,0x35ea9e124843e33ed71fe6029bd8df5d5e066730
AGAINST,100000000000000000,0x3617f9e9d601483cba5239aaf5a3912edf752d0b
FOR,1010000000000000000,0x38a05492029ef8cd1fe9e1193bbed1d3eef2f31a
FOR,131838835103698619857685,0x399e0ae23663f27181ebb4e66ec504b3aab25541
FOR,1100000000000000000,0x39a8b4e223db211eb239d1e89392c65c432e4a33
FOR,1000000000000000000,0x3adfcfe5d6322fd621eafdd1a5ac2fd670f0b72b
FOR,118622506824152187198618,0x3b3525f60eeea4a1ef554df5425912c2a532875d
FOR,1022000000000000000,0x3b7139715935682c3fc6e4bbd449ba549d3f9946
FOR,0,0x3d5e234b544c57e79b7f624e544b90aa974b79c9
FOR,0,0x3f8515525f48e415eb3ab0305ae3ffb130f277a4
FOR,1200000000000000000,0x3fab6eebdd4d1646d621c86040d7330b75483203
FOR,1004509365669330944,0x4131826eafdcb7dcd855fae9098ec693165f157d
FOR,10000000000000000,0x413fd6b18910e516da68d3292ab9b2dd3a87971d
FOR,0,0x42c4c10473106bf40aa8a68eb84e2d9eb63e745d
FOR,1100000000000000000,0x4321e05088b798f5151e0cbdecffdff7a8fb8db6
FOR,0,0x44cceaedf4cdf32b96464cf3c18c9361633a7c1f
FOR,0,0x469eda50b4295dd9357766763f44d097a080ca6a
FOR,434680949177797168,0x485b0c5e93947010f9fda2ba50de23fcefd58f29
FOR,13690130109598995597032,0x48a63097e1ac123b1f5a8bbffafa4afa8192fab0
FOR,1300000000000000000,0x49302d19021846b5026c98c2b039ca4463d854a5
FOR,10000000000000000,0x4a1d9e3b1a543601a7550d9490cb41936265f715
FOR,100000000000000000000,0x4b131a5b4c42cb703f360377beb262262821ca66
FOR,0,0x4cb780fd3286f2d10199b61423d1c804bd2a5d2b
FOR,700373858522054656,0x4d477f1aabcfc2fc3fc9b802e861c013e0123ad9
FOR,1080074900000000000,0x4e9558632e418ccd4f5b946f9132e04c369462d6
FOR,2645978128205967802231,0x521aacb43d89e1b8ffd64d9ef76b0a1074dedaf8
FOR,1100000000000000000,0x52290d92cf7469fa3da2830fe2db4f76ac7832c1
FOR,200000000000000000,0x52407a233ac443e2c43b1cb08aa9f7c50d23708f
FOR,2129924867980813797,0x529408a6962bae6ca5328874d633738116b89b05
FOR,109056280312313543800871,0x534631bcf33bdb069fb20a93d2fdb9e4d4dd42cf
FOR,134002686894488287774177,0x54becc7560a7be76d72ed76a1f5fee6c5a2a7ab6
FOR,0,0x556cd8524475d675447bc4fde924d614d15ec724
FOR,0,0x564367c229ac8606ba8ae4fb15c9e0e66305380e
FOR,1100000000000000000,0x5644e013f76763d3442d9c091330fd3bd7b59d8c
FOR,0,0x574486bf183f048228b22f5c58a874e42ff13d01
FOR,0,0x58e3cc2a0bd6c4007da69b4f00e45480231d1dc1
FOR,0,0x59eb900fa275e20c7b8099b55a91775a795e9c88
FOR,0,0x5b060d8c21b60d6904052be0dc6c2eb1888de74c
FOR,10000970751726304972224,0x000000dcf1190af44f7149b85299f18ce7221024
FOR,198874793537406992384,0x018f865bb0d0d0c9bd6940d2287d976a62da0748
FOR,10000000000000000,0x03154b9e76b3e6eb27357ccfd638f9ac9085e8b3
FOR,10000000000000000,0x0586cc847c82397c443992facdc8cae0dba46956
FOR,0,0x0586fcc2d0d400596ff326f30debaa3a79e33c25
FOR,10000000000000000,0x068db2a4655158bc61e6147c0015bd2c63b4cf08
FOR,3000000000000000140,0x06c4865ab16c9c760622f19a313a2e637e2e66a2
FOR,6625024870000000000,0x0c9e25f360807da04549a69baec94c9fda1d41a7
FOR,0,0x0e4cb981aa087847ef0c9f0c0989d884a86d04c3
FOR,57796886631273226240,0x0eeb15cada5996ae022d72ef5a1cf3f6a4f3a017
FOR,10080000000000000000,0x0f6f4af413baffa1414841bbce810dda68cf609d
FOR,1100000000000000000,0x110ef3690d553584073016287f3406955430c8ab
FOR,10000000000000000,0x13ac0d7bb293163922ca296a0c3fb1b236c815f0
FOR,1294307940000000000,0x177821cbe97b3eb0a20de1fd534bc7160cbcd76e
FOR,0,0x1ba1ff69f03d38af7ef40e3afdc53ad073eb4642
FOR,120601117014746415104,0x1ccb144b700ec726d37db38c617e154de6d9c0d0
FOR,339506306204245967872,0x1d5460f896521ad685ea4c3f2c679ec0b6806359
FOR,1100000000000000000,0x2069fb2721738b4c38e5d916ca9a9e3a5a35a62d
FOR,250000000000000000000,0x23c4111d6f85de542dd8ad911c7c3cc66e98faa7
FOR,10006000000000000000,0x247bcac51c514d28e683d6811ab57c71b5395127
FOR,5084371328724123648,0x264cd18f0572da20152cab327800c1a854f61f66
FOR,2945983672299521719036,0x29a82e07b96c405ac99a8023f767d2971546de70
FOR,10011100000000000000,0x2ad369f25161506526bc10c72ebeca2bc8c4fa0d
FOR,213686036186993178806522,0x2b888954421b424c5d3d9ce9bb67c9bd47537d12
FOR,1104275955054981506048,0x30c7f4f7504d6366916f669cd8e731ed4df6c702
FOR,17297139469708661068862,0x3335cc8bda40fb5a5f8db1d0011dec98728d81e1
FOR,100000000000000000,0x371ea1e8fcb52083a2a6ee8bb44bb5540939fb82
FOR,10010000000000000000,0x38a05492029ef8cd1fe9e1193bbed1d3eef2f31a
FOR,137338696892533405172684,0x399e0ae23663f27181ebb4e66ec504b3aab25541
FOR,0,0x3aa6605d87f611e43ad0a64740d6bef9b80fcd2c
FOR,109773534955790532815858,0x3b3525f60eeea4a1ef554df5425912c2a532875d
FOR,6496061762339021824,0x3b59e42d9f33906ff58813f9bb8be58b185d22f2
FOR,10022000000000000000,0x3b7139715935682c3fc6e4bbd449ba549d3f9946
FOR,1100000000000000000,0x3c807af9ab4b6be4b0740bfe464dc0df2a8e519b
FOR,10004509365669330944,0x4131826eafdcb7dcd855fae9098ec693165f157d
FOR,10000000000000000,0x413fd6b18910e516da68d3292ab9b2dd3a87971d
FOR,8264141513577364347129,0x48a63097e1ac123b1f5a8bbffafa4afa8192fab0
FOR,58247002587802729769850,0x48dbb9b7b562acf3c38e53deaff4686e24c3d85d
FOR,10000000000000000,0x4a1d9e3b1a543601a7550d9490cb41936265f715
FOR,0,0x4d246e41d7131ff60cd533c13bd2aafce7ab1265
FOR,700373858522054656,0x4d477f1aabcfc2fc3fc9b802e861c013e0123ad9
FOR,56298618636204443704002,0x534631bcf33bdb069fb20a93d2fdb9e4d4dd42cf
FOR,10008000000000000000,0x5d65c31d7a8236f2f65ed5f9688e16a4feca1e0f
FOR,10088800000000000000,0x6162800427ec914856f033a3d865936085d2073b
FOR,10005000000000000000,0x6ad33463e5fd3a1fb6980eb8c631c0a1f05207f3
FOR,10000000000000000,0x6bf3b32c6cd3d657f602347666244377793282e3
FOR,1100000000000000000,0x6de8b641b9b2b22f272d65106f0c471b612091c8
FOR,1837000000000000000,0x72b2cb558bf17f9e5aa40754a4e26ec480c07554
FOR,10007000000000000000,0x733d0b4d7e2b0068493522782bde55d57d56f77d
FOR,1100000000000000000,0x7343847fad3912bb7081d477b2e15c8f8c69f28a
FOR,177675143195374234887884,0x7a3d05c70581bd345fe117c06e45f9669205384f
FOR,101880346499505476953,0x7bc4d94c7bf180800b90af45d6b00aeb2cb687b5
FOR,10018800000000000000,0x7e3d51d1b82b9d60705223c639f0f87dd4a79026
FOR,212002649669570592532594,0x809fa673fe2ab515faa168259cb14e2bedebf68e
FOR,10008000000000000000,0x81ad80992ef7fb3e6282bb360d12ed71ae07d145
FOR,50031105969133584384,0x82eb45562f991329ed2867f43fc60f0ba52c3dab
FOR,164704742477979051542703,0x839395e20bbb182fa440d08f850e6c7a8f6f0780
FOR,437405032763849596928,0x83c9440dc34da00c47a0d4dc2b598d7bdb1b53f7
FOR,0,0x86505baa2ffac3444fbb9a53c6c75833d088c6c6
FOR,1554722807875131567764,0x86c62a0dd8690fa2ba6e3e3d9a18d021dbd2565a
FOR,63091834290926619855062,0x8b3347fd0b8c3a619d1f1fdc90caf4f335c03742
FOR,22542805660471966262951,0x8d07d225a769b7af3a923481e1fdf49180e6a265
FOR,2305828393678586232832,0x8f5906963ae276e1631efa8ff1a9cae6499ec5e3
FOR,20000000000000000000,0x910c60c049d833a7fd2f5bda310bbea1c5fa3598
FOR,649680921690977370112,0x95d9bed31423eb7d5b68511e0352eae39a3cdd20
FOR,1100000000000000000,0x9830037d21c8651ed1958ee414f42ea0a6a50475
FOR,347328933335113061034518,0x983110309620d911731ac0932219af06091b6744
FOR,10001000000000000000,0x9e3b0d4afe15c442174ca62081d0dd6b4c565ca8
FOR,431560312612987281408,0x9f12efbfbf0960c63ccbc2a2b11f919bbd80713c
FOR,1250000000000000000,0xa38f82506c3ab79816d625ad286574133fc6f4e9
FOR,10004000000000000000,0xa68be0da0bc8ede1e8e85029244072083a808428
FOR,6696962780398464333634,0xaa01dec5307cf17f20881a3286dcaa062578cea7
FOR,15360075900000000000,0xab06e86d240a5f515ea6d16c3530c6596f8bb774
FOR,151978775964393164800,0xb55c20a9883b2866486d345d754e73290cf444ce
FOR,240291045806988415669448,0xb8c2c29ee19d8307cb7255e1cd9cbde883a267d5
FOR,261926578828342474736508,0xbdb41bff7e828e2dc2d15eb67257455db818f1dc
FOR,4207431907307841231412,0xc43473fa66237e9af3b2d886ee1205b81b14b2c8
FOR,1517626795396809572352,0xc4dc1d6b0b226d982d99a8d948c0bc408e2fc543
FOR,10008000000000000000,0xc9c67f49d8261d41795f288cb92fff5ae3e6ecd9
FOR,49214695999276955648,0xcb30571e2f305584fc8b49b61ebc455343a82926
FOR,10000000000000000,0xcdd05bae4c5ba7dc483d092903aaf3036e91efdf
FOR,856019153999895443631,0xcef0b1bbec22edc3d07eac2f5f1053359a96a5e2
FOR,0,0xcf61ebd3613684a53e48ee85d8fbc80c5156c479
FOR,0,0xcfc36d000ef5f72d212bbeb6c847a9a78d9b169b
FOR,1100000000000000000,0xd06acbe86bb06c731e4892d14243450c7c3bdd97
FOR,257618560009198043136,0xd0c590877dd06d4f702af0805bde5091825a5e61
FOR,47984098300245443942174,0xd1324ada7e026211d0cacd90cae5777e340de948
FOR,32905513835188692110196,0xd5d171a9aa125af13216c3213b5a9fc793fccf2c
FOR,1100000000000000000,0xd67516c09c4fcb8289806a7f1602508a0d435df8
FOR,1000000000000000000,0xd83a5a8852049ca286f234b594d7f2b022565fc5
FOR,50125047123596468224,0xda165beb500b58ee5dd07303e3d1fb7029afbb84
FOR,9893979400000000000,0xda6eb172f3d7ed38a9a97ee11309515e29c062a6
FOR,983087952004229888143,0xdd999be32f28064952f4f00c37fd1d66fe21ee87
FOR,100000000000000000,0xe04a9418cffe0f43fd42527bd3cfc05593eac052
FOR,10702319627489508799012,0xe11da9560b51f8918295edc5ab9c0a90e9ada20b
FOR,10829774670817394688,0xe40987f8ca51d3f72947400a7459e66db2715bc1
FOR,10219028002868969472,0xe7cf8fce5e83e07e56e2ebfeb7651f459c47217b
FOR,1154883042705149749,0xe84fec3f6418a154c742a5217eb496590ac22766
FOR,1000000000000000000,0xeaa19171c4ff0bc2a6379aa1ea8fc2eec869688b
FOR,587008044568936448,0xeac7824c2f633c53d2acfab0c8e483789b7e10e7
FOR,0,0x06436dbca7d59a31237aadbf131effd0d09ecaa7
FOR,3000000000000000140,0x06c4865ab16c9c760622f19a313a2e637e2e66a2
FOR,0,0x1018142957a9509f0f0f69c1d380a369ace15db3
FOR,0,0x14ee86c92e85bef3f7b19a7516f451305778cc13
FOR,0,0x173498eaec990a7d1f46e9fdb9bcab60a087448c
FOR,1701000000000000000000,0x179a862703a4adfb29896552df9e307980d19285
FOR,429623013711905753052,0x1d5460f896521ad685ea4c3f2c679ec0b6806359
FOR,0,0x1d921dff757610fbdb0073479e12c0a07d382677
FOR,120166910659475170,0x1e5af7b64cecd78f0141450e942f19b1935c495e
FOR,3982665062,0x202a27c4316aa72d587a5a4fb2c4cb2ee4bacbc8
FOR,0,0x227fd2fd881cc6c99dfccc0fb40f2b1dc2f3f36e
FOR,125000000000000000000,0x23c4111d6f85de542dd8ad911c7c3cc66e98faa7
FOR,0,0x2658520dced50615af67acc9477732fc46b2020e
FOR,5864669973106417664,0x2943ea8b50ba884a253286870b34279450bba4e1
FOR,7201658990875221349769,0x29a82e07b96c405ac99a8023f767d2971546de70
FOR,185411466490375140839399,0x2b888954421b424c5d3d9ce9bb67c9bd47537d12
FOR,1718704650000000000,0x2b98be26901e7cc74282c95be7ef73891ad109ff
FOR,1104275955054981506048,0x30c7f4f7504d6366916f669cd8e731ed4df6c702
FOR,0,0x33169a551ac808554acfec5f4a3e5ec37413f036
FOR,1000000000000000000,0x33b146a2cf561205ce523472a39e3b78420a37d0
FOR,0,0x39936278f0d3ccfe59daf1675bbc5b685724df25
FOR,124389641430319913539716,0x399e0ae23663f27181ebb4e66ec504b3aab25541
FOR,118516779236860074683179,0x3b3525f60eeea4a1ef554df5425912c2a532875d
FOR,562230866,0x3cbd286771c6abe25cb903caff30302123583402
FOR,82919437,0x3f9693d17af8f695e31582e096e5c1fd00b0f18f
FOR,7701933941,0x400e3ab48b2ccd2420ec04ba0ee9c94bb54a0b1c
FOR,0,0x41d5e108afa0abc074e4979839d994ad69df2d33
FOR,73236366987456609008,0x4254c53fc3b3b38df025ea30bcae410e11bb95b6
FOR,8679692115,0x43e7506bba86ad42d50ac3684d474a34907a35cb
FOR,1246817,0x43fd6f1865ba39e68624dbc1664320664df927f6
FOR,23801459583733961973906,0x48a63097e1ac123b1f5a8bbffafa4afa8192fab0
FOR,0,0x48b576c87e788a762d6f95a456f2a39113b46950
FOR,0,0x4c1b6eb9dd6452e8d39fc15f138105515a2f1c27
FOR,700373858522054656,0x4d477f1aabcfc2fc3fc9b802e861c013e0123ad9
FOR,1658786280615017,0x4dc2d4eb7bdbe04b9d70922a079ee1b8ed0306d6
FOR,165319823435721539584,0x4ec6bea134099b42f1cc9542aa26c98c0dfee264
FOR,2680390315449957940030,0x521aacb43d89e1b8ffd64d9ef76b0a1074dedaf8
FOR,109031705110850286968483,0x534631bcf33bdb069fb20a93d2fdb9e4d4dd42cf
FOR,128635178317377621910645,0x54becc7560a7be76d72ed76a1f5fee6c5a2a7ab6
FOR,0,0x580cc183aa705af2c07b367cb329b795fab1369b
FOR,5372431152695545480895,0x59ec0edb51ab373c94e1f93fa3cdaaa94aae582b
FOR,211930390218320488606031,0x5bfcb4be4d7b43437d5a0c57e908c048a4418390
FOR,991350449623,0x602005d6f9a7edf320c3ffb2c0b05e3e02f1f714
FOR,0,0x677fd0fe722947def85048627cc77243c40ea57c
FOR,0,0x67f3779712535f0ff7a4b7d10083d18a6187335b
FOR,0,0x6dbc1de925ed37d76bf6b00f4c0615f29aae790b
FOR,28013536429643885737830,0x6e0d9c6dd8a08509bb625caa35dc61a991406f62
FOR,2231710413,0x7400d4adca1971eafa4fd7e06e86b1dd657a2acf
FOR,0,0x753d8558a96b0ef4e92750c67908d73244f178b9
FOR,0,0x756ff41bbc6d9017a4831dcc96cc79df45d4cbf7
FOR,1023956339811933461504,0x75cac0ceb8a39ddb4942a83ad2aafaf0c2a3e13f
FOR,13809102816929498240,0x767a60f295aedd958932088f9cd6a4951d8739b6
