DAO Name,ENS,Voter Address,Voter Choice,Weight,block,Vote Time,Transaction Hash,Current Delegated Votes to Voter,Current Delegated Votes Raw to Voter,Voter Token Holders Represented,Proposal ID,Proposal State,Quorum Votes,Proposal Token Holders,Proposal Delegate Holders,Against Delegate Votes,For Delegate Votes,Abstain Delegate Votes,Total Delegate Votes,Against Weighted Votes,For Weighted Votes,Abstain Weighted Votes,Total Weighted Votes,Proposal Date Created,Proposal Date Start,Proposal Date End,Offchain?,Proposal Choices,DAO Token Supply,Voter Power
Cryptex,dnkta.eth,0x097c39e5e576a8706404cd0d81e05b522f5bcaff,FOR,5.408338768535006e+22,13613484,1636886215,0x13edf76091cae2a1e73378cc2d5d2608e3f67b16950c1eb81d832b34b65ef042,164084.4646124815,1.6408446461248148e+23,1,3,ACTIVE,400000000000000000000000,825,12,0,3,0,3,0,166787445851995836161788,0,166787445851995836161788,1636823372,13608893,13626173,0,"['FOR', 'AGAINST', 'ABSTAIN']",1e+25,0.0054083388
Cryptex,dnkta.eth,0x097c39e5e576a8706404cd0d81e05b522f5bcaff,FOR,1.66397169153305e+23,14073836,1643101356,0x954ee1e0fd907f0c0bd115e595ad7ad0404901964bc8071ccba50c7f84801a23,164084.4646124815,1.6408446461248148e+23,1,5,EXECUTED,400000000000000000000000,812,11,0,5,0,5,0,442857844575084195726759,0,442857844575084195726759,1643075773,14071959,14089239,0,"['FOR', 'AGAINST', 'ABSTAIN']",1e+25,0.0166397169
Cryptex,dnkta.eth,0x097c39e5e576a8706404cd0d81e05b522f5bcaff,FOR,1.961811631177184e+23,14761803,1652368755,0x660dc5e746462a1eed90874c0c2570200483091b53dfba6cd475215882af95a4,164084.4646124815,1.6408446461248148e+23,1,6,EXECUTED,400000000000000000000000,1085,13,0,7,0,7,0,642087937914213412852145,0,642087937914213412852145,1652315205,14758008,14775288,0,"['FOR', 'AGAINST', 'ABSTAIN']",1e+25,0.0196181163
Cryptex,dnkta.eth,0x097c39e5e576a8706404cd0d81e05b522f5bcaff,FOR,1.6043488893577133e+23,14957926,1655152036,0x106860dd2529143f3cf137ba0d5fd2c63c1f61b312defc0207a20690006d5c30,164084.4646124815,1.6408446461248148e+23,1,7,EXECUTED,400000000000000000000000,1160,13,0,7,0,7,0,662150989273597643781733,0,662150989273597643781733,1655143384,14957347,14974627,0,"['FOR', 'AGAINST', 'ABSTAIN']",1e+25,0.0160434889
Cryptex,dnkta.eth,0x097c39e5e576a8706404cd0d81e05b522f5bcaff,FOR,1.4749655343727696e+23,15187812,1658431341,0xbce68d68d31911036d0ab4ffdee94fa75b8c6d8de01ca151b7010fde2a0644a9,164084.4646124815,1.6408446461248148e+23,1,8,EXECUTED,400000000000000000000000,1248,13,0,6,0,6,0,452137064160435629294712,0,452137064160435629294712,1658415140,15186550,15203830,0,"['FOR', 'AGAINST', 'ABSTAIN']",1e+25,0.0147496553
Cryptex,just-vibes.eth,0x3c57f6239cf0202436e253170a6e69d54731ad12,FOR,0.0,14966417,1655279629,0x58b17661fef3e303d40119173f180b24f27c27a350cf708f8904e82fbaa78709,0.0,0.0,0,7,EXECUTED,400000000000000000000000,1160,13,0,7,0,7,0,662150989273597643781733,0,662150989273597643781733,1655143384,14957347,14974627,0,"['FOR', 'AGAINST', 'ABSTAIN']",1e+25,0.0
Cryptex,just-vibes.eth,0x3c57f6239cf0202436e253170a6e69d54731ad12,FOR,0.0,15193443,1658506842,0xa7834e24e7003217ae64c8dc02fad5d3310982f60c2b27e151fc162db9e86dc5,0.0,0.0,0,8,EXECUTED,400000000000000000000000,1248,13,0,6,0,6,0,452137064160435629294712,0,452137064160435629294712,1658415140,15186550,15203830,0,"['FOR', 'AGAINST', 'ABSTAIN']",1e+25,0.0
Cryptex,brajon.eth,0x564bca365d62bcc22db53d032f8dbd35439c9206,FOR,5.5537864763577815e+22,13617056,1636934357,0xbe447006a77ca3d92a98a8865f72c18a7de1351a6970de010dd1b590f0e87a23,155767.60336616778,1.5576760336616772e+23,2,3,ACTIVE,400000000000000000000000,825,12,0,3,0,3,0,166787445851995836161788,0,166787445851995836161788,1636823372,13608893,13626173,0,"['FOR', 'AGAINST', 'ABSTAIN']",1e+25,0.0055537865
Cryptex,brajon.eth,0x564bca365d62bcc22db53d032f8dbd35439c9206,FOR,1.0384371663971835e+23,14001658,1642136607,0xb58056d04469110b5f4eb3eb66ae42e58f8dfb954f099879aed2e4c63230196d,155767.60336616778,1.5576760336616772e+23,2,4,EXECUTED,400000000000000000000000,789,12,0,5,0,5,0,425613941732959329814524,0,425613941732959329814524,1642034545,13994022,14011302,0,"['FOR', 'AGAINST', 'ABSTAIN']",1e+25,0.0103843717
Cryptex,brajon.eth,0x564bca365d62bcc22db53d032f8dbd35439c9206,FOR,9.13639903634277e+22,14076917,1643142724,0xcae870ef4320a0c2fc860ce0fdb94740077299d633d7f66938987f6cbbe66a01,155767.60336616778,1.5576760336616772e+23,2,5,EXECUTED,400000000000000000000000,812,11,0,5,0,5,0,442857844575084195726759,0,442857844575084195726759,1643075773,14071959,14089239,0,"['FOR', 'AGAINST', 'ABSTAIN']",1e+25,0.009136399
