,id,totalTokenSupply,currentTokenHolders,totalTokenHolders,currentDelegates,totalDelegates,delegatedVotesRaw,delegatedVotes,proposals,proposalsQueued,proposalsExecuted,proposalsCanceled
0,GovernorAlphaBravo,13000000000000000000000000,3765,12078,58,138,3232944406486403225180988,3232944.406486403225180988,10,0,8,0
