id,description,proposer.id,state,tokenHoldersAtStart,delegatesAtStart,againstDelegateVotes,forDelegateVotes,abstainDelegateVotes,totalDelegateVotes,againstWeightedVotes,forWeightedVotes,abstainWeightedVotes,totalWeightedVotes,creationBlock,votes.0.choice,votes.0.weight,votes.0.voter.id,votes.1.choice,votes.1.weight,votes.1.voter.id,votes.2.choice,votes.2.weight,votes.2.voter.id,votes.3.choice,votes.3.weight,votes.3.voter.id,votes.4.choice,votes.4.weight,votes.4.voter.id,votes.5.choice,votes.5.weight,votes.5.voter.id,votes.6.choice,votes.6.weight,votes.6.voter.id,votes.7.choice,votes.7.weight,votes.7.voter.id,votes.8.choice,votes.8.weight,votes.8.voter.id,votes.9.choice,votes.9.weight,votes.9.voter.id,votes.10.choice,votes.10.weight,votes.10.voter.id,votes.11.choice,votes.11.weight,votes.11.voter.id,votes.12.choice,votes.12.weight,votes.12.voter.id,votes.13.choice,votes.13.weight,votes.13.voter.id,votes.14.choice,votes.14.weight,votes.14.voter.id,votes.15.choice,votes.15.weight,votes.15.voter.id,votes.16.choice,votes.16.weight,votes.16.voter.id,votes.17.choice,votes.17.weight,votes.17.voter.id,votes.18.choice,votes.18.weight,votes.18.voter.id,votes.19.choice,votes.19.weight,votes.19.voter.id,votes.20.choice,votes.20.weight,votes.20.voter.id,votes.21.choice,votes.21.weight,votes.21.voter.id,votes.22.choice,votes.22.weight,votes.22.voter.id,votes.23.choice,votes.23.weight,votes.23.voter.id,startBlock,endBlock,votes.24.choice,votes.24.weight,votes.24.voter.id,votes.25.choice,votes.25.weight,votes.25.voter.id,votes.26.choice,votes.26.weight,votes.26.voter.id,votes.27.choice,votes.27.weight,votes.27.voter.id,votes.28.choice,votes.28.weight,votes.28.voter.id,votes.29.choice,votes.29.weight,votes.29.voter.id,votes.30.choice,votes.30.weight,votes.30.voter.id,votes.31.choice,votes.31.weight,votes.31.voter.id,votes.32.choice,votes.32.weight,votes.32.voter.id,votes.33.choice,votes.33.weight,votes.33.voter.id,votes.34.choice,votes.34.weight,votes.34.voter.id,votes.35.choice,votes.35.weight,votes.35.voter.id,votes.36.choice,votes.36.weight,votes.36.voter.id,votes.37.choice,votes.37.weight,votes.37.voter.id,votes.38.choice,votes.38.weight,votes.38.voter.id,votes.39.choice,votes.39.weight,votes.39.voter.id,votes.40.choice,votes.40.weight,votes.40.voter.id,votes.41.choice,votes.41.weight,votes.41.voter.id,votes.42.choice,votes.42.weight,votes.42.voter.id,votes.43.choice,votes.43.weight,votes.43.voter.id,votes.44.choice,votes.44.weight,votes.44.voter.id,votes.45.choice,votes.45.weight,votes.45.voter.id,votes.46.choice,votes.46.weight,votes.46.voter.id,votes.47.choice,votes.47.weight,votes.47.voter.id,votes.48.choice,votes.48.weight,votes.48.voter.id,votes.49.choice,votes.49.weight,votes.49.voter.id,votes.50.choice,votes.50.weight,votes.50.voter.id,votes.51.choice,votes.51.weight,votes.51.voter.id,votes.52.choice,votes.52.weight,votes.52.voter.id,votes.53.choice,votes.53.weight,votes.53.voter.id,votes.54.choice,votes.54.weight,votes.54.voter.id,votes.55.choice,votes.55.weight,votes.55.voter.id,votes.56.choice,votes.56.weight,votes.56.voter.id,votes.57.choice,votes.57.weight,votes.57.voter.id,votes.58.choice,votes.58.weight,votes.58.voter.id,votes.59.choice,votes.59.weight,votes.59.voter.id,votes.60.choice,votes.60.weight,votes.60.voter.id,votes.61.choice,votes.61.weight,votes.61.voter.id,votes.62.choice,votes.62.weight,votes.62.voter.id,votes.63.choice,votes.63.weight,votes.63.voter.id,votes.64.choice,votes.64.weight,votes.64.voter.id,votes.65.choice,votes.65.weight,votes.65.voter.id,votes.66.choice,votes.66.weight,votes.66.voter.id,votes.67.choice,votes.67.weight,votes.67.voter.id,votes.68.choice,votes.68.weight,votes.68.voter.id,votes.69.choice,votes.69.weight,votes.69.voter.id,votes.70.choice,votes.70.weight,votes.70.voter.id,votes.71.choice,votes.71.weight,votes.71.voter.id,votes.72.choice,votes.72.weight,votes.72.voter.id,votes.73.choice,votes.73.weight,votes.73.voter.id,votes.74.choice,votes.74.weight,votes.74.voter.id,votes.75.choice,votes.75.weight,votes.75.voter.id,votes.76.choice,votes.76.weight,votes.76.voter.id,votes.77.choice,votes.77.weight,votes.77.voter.id,votes.78.choice,votes.78.weight,votes.78.voter.id,votes.79.choice,votes.79.weight,votes.79.voter.id,votes.80.choice,votes.80.weight,votes.80.voter.id,votes.81.choice,votes.81.weight,votes.81.voter.id,votes.82.choice,votes.82.weight,votes.82.voter.id,votes.83.choice,votes.83.weight,votes.83.voter.id,votes.84.choice,votes.84.weight,votes.84.voter.id,votes.85.choice,votes.85.weight,votes.85.voter.id,votes.86.choice,votes.86.weight,votes.86.voter.id,votes.87.choice,votes.87.weight,votes.87.voter.id,votes.88.choice,votes.88.weight,votes.88.voter.id,votes.89.choice,votes.89.weight,votes.89.voter.id,votes.90.choice,votes.90.weight,votes.90.voter.id,votes.91.choice,votes.91.weight,votes.91.voter.id,votes.92.choice,votes.92.weight,votes.92.voter.id,votes.93.choice,votes.93.weight,votes.93.voter.id,votes.94.choice,votes.94.weight,votes.94.voter.id,votes.95.choice,votes.95.weight,votes.95.voter.id,votes.96.choice,votes.96.weight,votes.96.voter.id,votes.97.choice,votes.97.weight,votes.97.voter.id,votes.98.choice,votes.98.weight,votes.98.voter.id,votes.99.choice,votes.99.weight,votes.99.voter.id
1,"# Add USDT Support
In a September 2019 vote, users were given an opportunity to select which assets they favored adding to Compound; Maker and Tether (USDT) led the poll.

This proposal adds [Tether](https://etherscan.io/token/0xdac17f958d2ee523a2206206994597c13d831ec7) as a supported asset, with no collateral factor or reserve factor, and updates the Compound price feed to conservatively peg Tether to $1. By using a peg, weakness in the underlying asset won’t change collateral requirements for users borrowing Tether.

The initial [interest rate model](https://etherscan.io/address/0x6bc8fe27d0c7207733656595e73c0d5cf7afae36) for Tether is a jump-rate model which ranges from 2% at 0% utilization, to 20% at 90% utilization, then jumps to 40% at 100% utilization.

cUSDT is an upgradable cToken contract that has been modified to accommodate potential transfer fees in the underlying token. The cToken contract has been [reviewed by OpenZeppelin and the Compound team](https://compound.finance/security).",0x8169522c2c57883e8ef80c498aab7820da539806,EXECUTED,58,34,6,18,0,24,85580730000000000000000,797981280000000000000000,0,883562010000000000000000,9951904,FOR,1000000000000000000,0x181fc4a2b228c0e0f996b736f0310cf9b2e34b56,FOR,50000000000000000000000,0x1d29756e8f7b091ce6c11a35980de79c7eda5d1f,FOR,25000000000000000000000,0x2fd6181541bebe30d17cf3a5d9f40ebcecbdba43,FOR,22500000000000000000000,0x54a37d93e57c5da659f508069cf65a381b61e189,FOR,9763590000000000000000,0x582cd2fb9b6f228acf4edf8f6c608ddace41d468,FOR,25000000000000000000000,0x6626593c237f530d15ae9980a95ef938ac15c35c,FOR,13018130000000000000000,0x7f89077b122afaaf6ab50aa12e9cb46bb9a058c4,FOR,101000000000000000000000,0x8169522c2c57883e8ef80c498aab7820da539806,AGAINST,12500000000000000000000,0x8703028934b24b47496ad84afd635ea7938487be,FOR,4742880000000000000000,0x8fe1a0b56c62f79a7bd8b45fe08b0e03c4af572d,FOR,15000000000000000000000,0x98ea2d8438f70ce876c2db26fc494cfed10b4cd7,FOR,13018130000000000000000,0xa0dc2f2f6fd98d9c7254f929db233f149741c432,AGAINST,25000000000000000000000,0xaf7eaf66b5f1fa23158784fb4c17dba90727afad,FOR,24107640000000000000000,0xb0325dbe7fa891436e83a094f9f12848c78e449b,AGAINST,10000000000000000000000,0xbbd13ca6aace2a8eccbde88bc7849c3c6e4e172e,FOR,25000000000000000000000,0xbe1f4dc51e89cf3f72cc4039bb0104eb96f85733,AGAINST,10000000000000000000000,0xcfae402f6ced5a476554235b5026c005c85c135a,FOR,24107640000000000000000,0xd6811412e31fbc07c26ec4c1f56f8f67e0e47d6e,FOR,5000000000000000000000,0xe3c9ece23316b6b06142fa0ca915f02c323c6b21,FOR,100010000000000000000000,0xe5a52921901c58971ba60725651dc28bde98beb9,FOR,15000000000000000000000,0xe5b5cf0e5d044c3e984b910dbc89b19186d24b03,AGAINST,18080730000000000000000,0xe6b254ff4c7f7b2ab945f9b605098db94da9bcff,FOR,325712270000000000000000,0xed409c9ff60f3020abf9012bcd45fc294f5608ff,AGAINST,10000000000000000000000,0xfdaae0c5a7a56c8265b9f86cf8cd934a494e3733,9951905,9969185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"# Adjusting COMP distribution speed to match Ethereum network block time and increasing higher-risk assets Reserve Factor
Compound distribution system expects 15 second block time on the Ethereum network, while in reality, this is 13.1~ second average https://etherscan.io/chart/blocktime

* Current speed 0.5 COMP / block
* Proposed speed 0.44 COMP / block

This will decrease the current 3,297~ / day distributed COMP to the expected level 2,880~ COMP / day.


#### Reserve factor for BAT, REP, and ZRX

* Proposed Reserve Factor 50%

This is an extreme situation caused by the COMP distribution. Currently, these assets are preferred for those who farming COMP,
these carry high liquidation risk against the protocol; therefore increasing their Reserve Factor is needed to ensure the protocol safety.
[discussion about this.](https://compound.comradery.io/post/1762)

[Forum](https://compound.comradery.io/post/1763)",0x54a37d93e57c5da659f508069cf65a381b61e189,EXECUTED,4878,360,16,98,0,114,189177119825655828252983,1198438471539330353029194,0,1387615591364986181282177,10318493,FOR,71052147784018193,0x01a45f7fbf7453092e49b6db137568f9cfab8ead,FOR,27531738333607036,0x02f155680d19f53f96d81d9e5b5a500f9bf6e3d0,FOR,1445672263344331982,0x03f061f6357195dbb545820a6cd9a2ed2b087618,FOR,323876753481274799991,0x083578693315741b46295cc38f7ff219e1e3693c,AGAINST,659628882566003,0x08439047b3c1b1c6fc9a6c62a1daa191a19e79dd,FOR,13904999056212444,0x0c4cfa4acb56e4b28bd8881c7d08be55f431534f,FOR,11113899227282751233,0x0e29f3582b78f3f5f5cb5f49d017a714b574c535,AGAINST,5227540337113965029,0x10aa95a9a64b4a72af7f26ea92c737d99d0d5da8,FOR,1027497194710842924,0x17e5a662b373673475c51b6db9d79bd291dce573,FOR,33776455368877707,0x1aea7d104203da58e0f55176e3a026b0ba9f22f3,FOR,1007152598393710,0x1b883e3c8828a48fa8808b5139f90e678bd477a5,FOR,50000031972215228691895,0x1d29756e8f7b091ce6c11a35980de79c7eda5d1f,AGAINST,1250009629431508722,0x1e099ee2c144bd75cec2ee7c79b40f373ba086ff,FOR,1506681689337838795,0x20718bcd0e16d2caff38f87b157fd1b0d92cc488,FOR,108816141415058447451,0x26a22514d3ac0b05e2f4f04df96ef302ba434cbe,FOR,10298615618129610,0x2848b9f2d4faebaa4838c41071684c70688b455d,FOR,1610172797292464749,0x2f7a9223ca8ccfa212ff200e4928ffca30786d16,FOR,50011931824243227699,0x2fa213b3cf6effc6963e2600342fadeba28247b8,FOR,25037886905968357473570,0x2fd6181541bebe30d17cf3a5d9f40ebcecbdba43,FOR,2099835371674111,0x340ce28fa7fe0e208f31d4d00aaa188fcc881c6d,FOR,394307262258063,0x3611f1066e44271519fa7044cf87eb81f58e99f9,FOR,9080636787438538190,0x371d5ca9cc0a3fd3ddccd027e176464f82f80f1e,FOR,667195116118356054,0x3a1fa3e0814f73ec278d59f383069b44b03d39b8,FOR,1019693597485412745,0x4065149108a615930114bb511818fc0909aa9269,10318494,10335774,FOR,410365449745586,0x42ec791d92ffda99a0411616bb602b3e3bd2bd35,AGAINST,293785895123430036,0x43a37b93b5930a978f325c426d38233bc464cb5a,FOR,3027415543132729607,0x4654f56a64301b9b582f843f97332d96ead11ff8,FOR,137216902089739395,0x478fa4c971a077038b4fc5c172c3af5552224ccc,AGAINST,74826857843954308,0x49be5edd7c80a755a76768a6921bfe3cb8c739b3,FOR,2000337836232512317,0x4c3dc1ef9ddfb67fbb910ee839513cfcf3e3ecbc,AGAINST,2014106256524340352,0x4c41ad07e4762b86eae2f3fc14b95d5c8d800bad,FOR,46977614577098237,0x51818f70e1ebe21a54d1b1cec3cb3828639b5604,AGAINST,21382071006916236903,0x5472367e0bc0f3ccc8d63be92aefdec51bf4f3ae,FOR,100005377796430190494610,0x54a37d93e57c5da659f508069cf65a381b61e189,FOR,24935698785013290192,0x54edfd3033818f47110bda4d4f6b8958b7a316c2,FOR,10162883847795987497414,0x5b97680e165b4dbf5c45f4ff4241e85f418c66c2,FOR,1039399489926539,0x5fa6e0e05800093f90d371086aaad3cbba362c2a,AGAINST,5578425024406468114,0x60c71825a5962aeb1752beeb6ec1f55d67225af2,FOR,25099180997310018,0x63bb064c229636678f8e11165084373c2f49dff5,FOR,2169500000000000000,0x64ddae291eaff1c56d986c8343fb1bd405b61ee4,AGAINST,40000005376436213527700,0x6626593c237f530d15ae9980a95ef938ac15c35c,FOR,46493133072546846,0x680c668ead0c3a5662143b69ef7de688a1d9d9ea,FOR,1432326607984168,0x68272302905258bc4947f01ce06f3677e50c3b4b,FOR,110107275459147879,0x6e76e57d18eb7f60f9f74202addf296ff8d4b894,FOR,15043015541872142,0x6ed611581f047be8188c9eb085df6022265885ec,FOR,296605912100322274,0x72df072b91b570ce27d873497fc7bf11068bb8c2,FOR,313491135231306712,0x75a767802353282641c53718b7f0e9445b2787f0,FOR,9063968778918101,0x7906ebbea51ba731ab6fe6d64a204f435d82ce16,FOR,5589707699179866,0x7c9932eed5aa0604ff417b2372b0aa76c5971bd3,FOR,66301793064605,0x7cfa9d20623354638840e87c0f307782850252d5,FOR,100021489588644005101485,0x7e4a8391c728fed9069b2962699ab416628b19fa,FOR,23188577147137569638,0x7f843d2df640b5f986b9c14c405a1728f8084d0b,FOR,3087055198055589,0x8014a798ca117e4c44047f5c6cc617bc54296284,FOR,5129393483449729134,0x80f5fc0bdb33aa0f6572e06cdc726095c15b6204,FOR,499363768767268,0x829d0f51a409a1fe36042fda26b4acbd8c2dae3f,FOR,12020317896530427159,0x8692636d5bd1e3c9bfa7e78c9271efd40ff4168d,FOR,12500000000000000000000,0x8703028934b24b47496ad84afd635ea7938487be,FOR,30158660000000000000000,0x879d430d8eba1de4cf1bad4e20da5e559c030f11,FOR,9814405258820602832,0x8893c97f2a19c8dc8ded1487e7e1b991d2f8d2ce,FOR,17500000000000000000000,0x8e97201ad6ad1dbaea6d23d86540fda033932bff,FOR,4742880000000000000000,0x8fe1a0b56c62f79a7bd8b45fe08b0e03c4af572d,FOR,2500004073474822245,0x9073b943c749b85e83390c18cd45df85dcd2e9cc,FOR,11611000531469476506,0x947ef1158de67d99976eff6c22e37695a632b647,FOR,72591547486681338,0x952c822ac44ac3cbb0573d0dc3cca4ea5f5b07d6,AGAINST,3755760298352224357,0x959112b5a6261447080a8bfa78e9505576b9f85e,FOR,5432064229555,0x98dca2b9cd7d5ae63f87e36809a352140873ba9d,FOR,89965684313919424,0x9a560c3cebb3a8c0f28efcc43f4d12e942f4eed7,FOR,28970907245080053,0x9b80df270e17c30c343dac70e7347adf02c9447d,FOR,1081985279267368480,0xa0bf5b240634918c70d4ec9384dbd0111ef40b42,FOR,15527094872013784147,0xa1758d337343856036858ac32216d7c72be580cc,AGAINST,111081335926117580434187,0xa1b61405791170833070c0ea61ed28728a840241,FOR,2256977030422989,0xa21f503f6f66e9bbb2ab16100208f20427a2b61e,FOR,17365457530990833,0xa2d43087afab1527d1aba63e172c0b785bc0459d,FOR,3254530000000000000000,0xa5dcec366b04a127d0f4efee183346f25434d648,FOR,40177629258391760919,0xa83c572c8072f3b11562f08b89d4f3077682acdb,AGAINST,10000000000000000000000,0xa8c6f6e2dfbdededd157a5363d38d7d074d83985,FOR,106841625295517156605923,0xac5720d6ee2d7872b88914c9c5fa9bf38e72faf6,FOR,5135768218080758068,0xaf7d21d40e688eb4eb791943e46d35a14edca471,FOR,24111097346555314080486,0xb0325dbe7fa891436e83a094f9f12848c78e449b,FOR,720185662694237263,0xb3a2e95ad1a062ae4716e1568d8f80d2228461bc,AGAINST,598001203494918,0xb59b9eb003f10b1f6a69d7af551575f2fa1c3b2a,AGAINST,5267580314885155201,0xb61c85f9ce87c89c012e06fcdb501ed229a3776f,FOR,5000000000000000000000,0xb8a61ce672971ed30af21c923e2d86ac3e2e6406,FOR,219809496326915745,0xbd5e357678591a035fd719f361d3872dbb83a551,FOR,206366493653729,0xbd84f79296e794dbf9737bafafffbb8a9e052c54,FOR,5003010662525054692439,0xc3aae58ab81663872dd36d73613eb295b167f546,FOR,1011762937976902087,0xc6edc5d411d09e38f413b5db9a11749e24636ff0,FOR,80730000000000000000,0xcd7f7429621c4c705f0a530d4cd0baf48c6d61c3,FOR,1318626144486616,0xced2f0dcb70757339f7072a3ffa08a4a73497435,FOR,10001012631611502634897,0xcfae402f6ced5a476554235b5026c005c85c135a,AGAINST,28000000000000000000000,0xd061ba96195923e49e619bc1c758568fe47a1fb1,FOR,26295696265292493,0xd19604efb40ece1efd6df5de6d3892112b51e99a,FOR,1789219143023458,0xd279b5263dce6dcfab8d7aac5f605ba738416d3c,FOR,403449153465110345,0xd289986c25ae3f4644949e25bc369e9d8e0caead,FOR,142247687116589447,0xd43f3716cbb9386352880a9bd52f7f07ac01752b,FOR,1809631763067159,0xd5b5459e3509bd48a1f37a6e1c482e60b70707b9,FOR,1371901924123963241,0xd6b5d1dcba706a85e061994db66ad7bbb3932c36,FOR,4209440889443412,0xd9629b59cb9db49c04074ac8b1765095696e25e3,FOR,7375102746281958421,0xdc1e5e4b8adacb60dc1726a66885cb3343eb654d,FOR,174492434060477728622,0xdc52ff28fda77c9cea31c8206685fcd6553b8b35
11,"# COMP Distribution Patch
This proposal implements a new Comptroller contract, patching the [refreshCompSpeeds](https://compound.finance/docs/comptroller#refresh-comp-speeds) function.

It modifies the allocation of COMP across markets, by removing the borrowing interest rate as a weighting mechanism. Each market is allocated COMP relative to borrowing demand; the allocation is then split equally between suppliers and borrowers.

The function has also been updated to require an external account (not a smart contract), reducing the risk of griefing.

This patch has been [discussed](https://compound.comradery.io/post/1769) and [developed in the open](https://github.com/compound-finance/compound-protocol/pull/29), reviewed by members of the community, and tested on Ethereum’s Kovan and Ropsten testnets. Given the limited scope of changes, *it has not been reviewed by professional auditors*.",0x8169522c2c57883e8ef80c498aab7820da539806,EXECUTED,7702,544,4,111,0,115,1336940941763063553,771804523194685485368761,0,771805860135627248432314,10351501,FOR,87806041384244020,0x04661d1e0a5c6d8436ca58de116d524a66eeeede,FOR,659628882566003,0x08439047b3c1b1c6fc9a6c62a1daa191a19e79dd,FOR,13904999056212444,0x0c4cfa4acb56e4b28bd8881c7d08be55f431534f,FOR,11154983663406810,0x17e5a662b373673475c51b6db9d79bd291dce573,FOR,1176875994274161831,0x1b883e3c8828a48fa8808b5139f90e678bd477a5,FOR,50001021227487002409818,0x1d29756e8f7b091ce6c11a35980de79c7eda5d1f,FOR,8369054777395973108,0x1f2dae739843041fe2a81b20f3ef9a2a6ba8ea7c,FOR,1017363643290989679,0x1f374f5baca9d3b24a32f779a5cdd8dc0cff3890,FOR,371150695178707010,0x1fcfd25b25ccead63665cf867f4f7cba3e75de64,FOR,108516141415058447451,0x26a22514d3ac0b05e2f4f04df96ef302ba434cbe,FOR,73808659165690990,0x282173335ae1f328b34eb9acadc052e59e70a89f,FOR,130069220130413208,0x2a4e6c78f12333481a6d932ba526eb56bd64f008,FOR,673886179582267656,0x2ad9ea1e677949a536a270cec812d6e868c88108,FOR,1000000000000000000,0x2c123fc5c27888571cd525e8ae9b0c5ff848386d,FOR,25029021193820711887125,0x2fd6181541bebe30d17cf3a5d9f40ebcecbdba43,FOR,7000000000000000,0x3070f20f86fda706ac380f5060d256028a46ec29,FOR,7633369334631349,0x33a195fb55671fc2205764955393108645ebba38,FOR,29707810794191545,0x33c533d80f0490e24c01afef25c0a057c74afd87,FOR,2099835371674111,0x340ce28fa7fe0e208f31d4d00aaa188fcc881c6d,AGAINST,6819204082906255,0x3567d985e127d2d0152fde001a63c604d7e18086,FOR,906827134656536232,0x3584ca77ba08bd8b3fe4762e60eb284e37696829,FOR,9080636787438538190,0x371d5ca9cc0a3fd3ddccd027e176464f82f80f1e,FOR,1019693597485412745,0x4065149108a615930114bb511818fc0909aa9269,FOR,2652441260123006,0x477f2acf9eb7f26db3ecbf3a667cffdc94ab3878,10351502,10368782,FOR,494124915034202549,0x491996c986da54409ec2fb49b9d945d1f3b4aa3b,FOR,185551241845235311,0x494daab63fc1cc24d23ef7f7386da26d421d9176,FOR,2641110293744177,0x4c0653e2d6d711c5b82724865f501f3f5c2aa684,FOR,339221790240966616,0x4e8ffddb1403cf5306c6c7b31dc72ef5f44bc4f5,FOR,31749160000000000000000,0x50495480cce225c8476e90466d8615a9e6a5e004,FOR,2288385208732443,0x5396c1218738aee74d1bca512d72b618f97bc8c1,FOR,100008258532804162866080,0x54a37d93e57c5da659f508069cf65a381b61e189,FOR,11813644970417101,0x574af08241fb55a1ad2f3819763725372fb0e251,FOR,3404713630051286333,0x5b0c4f26f3a3a34243fda6fb92394da8e6d83540,FOR,100040069199457176210035,0x5b97680e165b4dbf5c45f4ff4241e85f418c66c2,FOR,61027432975473545102859,0x5d8908afee1df9f7f0830105f8be828f97ce9e68,FOR,1067169072412023997973,0x61617f93fd933aab1a6121b10c40209e847c7866,FOR,1215262749113861748,0x61b73e44541f140e029fb3ccf0726d59f36cd1e0,FOR,25099180997310018,0x63bb064c229636678f8e11165084373c2f49dff5,FOR,5554695311261268591,0x67f3961d25922673a74f70f7f1a39485e84d9d8e,FOR,8295990877519053,0x68272302905258bc4947f01ce06f3677e50c3b4b,FOR,25368774226099313,0x6a7cb078f0f0d70bd348300ad6a6a735ca8c96f1,FOR,3942300275991228,0x6a9f943ba43a4ea32250049afdd4e5197ffdd4d6,FOR,1593611233792981,0x7290adc65be9e9d78b45d4b81adcac381fbbeb2f,FOR,78686419599495660,0x7a0e841abc23fc519190f756eab2a7e5f1245679,FOR,5440554976937852723,0x7de05261d0b952a19de6a9ffc4f77bab447aa044,FOR,100005375894047054765415,0x7e4a8391c728fed9069b2962699ab416628b19fa,FOR,22159349493062148031,0x7f843d2df640b5f986b9c14c405a1728f8084d0b,AGAINST,19278046038672258,0x80696eedb2f995b1d0e1652cfd9f61948eaac575,FOR,5000000000000000000,0x8590e7b7501f50c1fd7778d589afc428228e4e0e,FOR,12020317896530427159,0x8692636d5bd1e3c9bfa7e78c9271efd40ff4168d,FOR,5053643589844690,0x86b8d6aa4492b78e7d6af531fd3ff7c5511135b9,FOR,12637271257711147080,0x87887cf0e37d937f989ab76b99e4f4682da044c4,FOR,36223960000000000,0x882e11f884e9d221706db9a36ba4856292b26d87,FOR,7768016371650724465,0x897eeb48349f0d52522767bb6f01c7ed32cfc2dc,FOR,2360505294472111,0x8a0f3ab2d1bc577f0a0147e9a57e0987adaeac66,FOR,6880141159655007,0x8c712083981d25d308fb0a8c5357c0948d7ab882,FOR,100000000000000000,0x8d07d225a769b7af3a923481e1fdf49180e6a265,FOR,180826456250338483,0x8d2965307f6501879f048c7c7e1d9e138c65915b,FOR,17500000000000000000000,0x8e97201ad6ad1dbaea6d23d86540fda033932bff,FOR,60228605929650212,0x8e9a785039ed7069e59f8a6ee02f8b9ffd8bbe18,FOR,4742880000000000000000,0x8fe1a0b56c62f79a7bd8b45fe08b0e03c4af572d,FOR,1121000000000000000,0x905d489bc7ead985d451983b44514c843eb576c5,FOR,82091842650363368,0x92a0b2c089733bef43ac367d2ce7783526aea590,FOR,72591547486681338,0x952c822ac44ac3cbb0573d0dc3cca4ea5f5b07d6,FOR,1006163285213798552051,0x9695cfaa368718dd6790a6f57b633d83f565893e,FOR,15002248892078099968205,0x98ea2d8438f70ce876c2db26fc494cfed10b4cd7,FOR,41140998515745007075,0x9af999595a08210fcaa705f0491a800551f73388,FOR,9899099575770072,0x9b80df270e17c30c343dac70e7347adf02c9447d,FOR,4697418538351076377,0x9f8d7a657b8d307dc22c5900b20024e6f422a147,FOR,111086167042671373228725,0xa1b61405791170833070c0ea61ed28728a840241,FOR,4089049431103220,0xa2a107112b1a3d337b12a8d00e6ed586c06d097d,FOR,1434396520000000000,0xa656d64d67507a933036ebd8924f9336e004c544,FOR,1064815791726889349,0xa73eb264ff493c0f869c6a482846eefd46d06c0b,FOR,10000000000000000000000,0xa8c6f6e2dfbdededd157a5363d38d7d074d83985,FOR,18809473225262384,0xa931dde3414c671baaced46196e2cf4676afa48a,FOR,18006707431180,0xaa08b8ccf6b99f18da9ea48f70582e52de27bd33,FOR,12960811876336379183,0xabe4e8e73dff98fe44b8b668e523afe3393c5fcd,FOR,4197550119115245229,0xac23c98989b2c36eb0e2bf38a9e3285db4eaccfe,FOR,1011187307173993079,0xae6dcd07fac9d7cccc98509120c1071048cdd8a1,FOR,42778553316801268,0xaf7d21d40e688eb4eb791943e46d35a14edca471,FOR,1207637477109993801,0xaf9ea4042d76a5fb702728d77e9d8989a06c61d8,AGAINST,551749348847695659,0xafc336851c8ad1a4dce35644e7cffca9be60f1c0,FOR,183164464768873456,0xb28039c993f89ff46b01fb8ccb2d71bb3699d799,FOR,718755240361083070,0xb3a2e95ad1a062ae4716e1568d8f80d2228461bc,FOR,5000000000000000000000,0xb8a61ce672971ed30af21c923e2d86ac3e2e6406,FOR,239750356919289886,0xbd5e357678591a035fd719f361d3872dbb83a551,FOR,768556934940513,0xbd84f79296e794dbf9737bafafffbb8a9e052c54,FOR,2299884690731271,0xbe31f6a8576a61dc9ea87af72f505071edece1c0,FOR,5001150710093675853894,0xc3aae58ab81663872dd36d73613eb295b167f546,FOR,1047065577976902087,0xc6edc5d411d09e38f413b5db9a11749e24636ff0,FOR,620021650000000000,0xc893e1a9eae0da377084f4b8f96a39ab60640aaf,FOR,12391300000000000,0xcc15c915773cd78d08ef671c0cf71b4bbbef8d33,FOR,331816718548117458,0xcecf57f4d784934a0c69fdce5ea31b9e6e2f234d,FOR,8461933349620443,0xced2f0dcb70757339f7072a3ffa08a4a73497435,FOR,10211005721867730309370,0xcfae402f6ced5a476554235b5026c005c85c135a,FOR,28000000000000000000000,0xd061ba96195923e49e619bc1c758568fe47a1fb1,FOR,1809631763067159,0xd5b5459e3509bd48a1f37a6e1c482e60b70707b9,FOR,1371901924123963241,0xd6b5d1dcba706a85e061994db66ad7bbb3932c36,FOR,100181340000000000,0xd6cb09384c7e2768f04fd043541aada441cf0b2d,FOR,11224082876930987,0xe09568554ba1820af4cf5dbacbc4db1575167452
