id,totalTokenSupply,currentTokenHolders,totalTokenHolders,currentDelegates,totalDelegates,totalDelegations,delegatedVotesRaw,delegatedVotes,proposals,proposalsQueued,proposalsExecuted,proposalsCanceled
CompoundGovernor,1000000000000000000000000000,329409,1104798,14248,20174,24403,221666117865259044609622979,221666117.865259044609622979,4,0,2,1
