id,delegatedVotesRaw,delegatedVotes,tokenHoldersRepresentedAmount,tokenHoldersRepresented,votes,numberVotes,proposals
0x0d4ddea3849c54e16c85cb4354943dc876e05552,1000000007912648149,1.000000007912648149,1,[{'id': '0x0d4ddea3849c54e16c85cb4354943dc876e05552'}],"[{'id': '0x0d4ddea3849c54e16c85cb4354943dc876e05552-41', 'choice': 'FOR', 'weight': '28219277551755546', 'proposal': {'id': '41'}}]",1,[]
0x0d4f28610f7e2929f642c8da48213ab6e65b5e53,0,0,1,[{'id': '0x0d4f28610f7e2929f642c8da48213ab6e65b5e53'}],[],0,[]
0x0d5926184e886db1a736d88f0fb257be3f99ebd5,0,0,1,[{'id': '0x0d5926184e886db1a736d88f0fb257be3f99ebd5'}],"[{'id': '0x0d5926184e886db1a736d88f0fb257be3f99ebd5-17', 'choice': 'FOR', 'weight': '114832529611293633', 'proposal': {'id': '17'}}, {'id': '0x0d5926184e886db1a736d88f0fb257be3f99ebd5-21', 'choice': 'AGAINST', 'weight': '550017069685733213', 'proposal': {'id': '21'}}, {'id': '0x0d5926184e886db1a736d88f0fb257be3f99ebd5-32', 'choice': 'FOR', 'weight': '5238828308076168299', 'proposal': {'id': '32'}}]",3,[]
0x0d66ad3876bf3c618192f189a5930879a82b8dd7,0,0,1,[{'id': '0x0d66ad3876bf3c618192f189a5930879a82b8dd7'}],[],0,[]
0x0d703ccd7debd7f6f4b0ffb29d2d710d19b09025,0,0,0,[],[],0,[]
0x0d796962d08069c3837ca9e6fe3cdca2a6e386d8,0,0,1,[{'id': '0x0d796962d08069c3837ca9e6fe3cdca2a6e386d8'}],[],0,[]
0x0d8207b238c6f79d61d0367ffdf1293ae42bbda3,0,0,1,[{'id': '0x0d8207b238c6f79d61d0367ffdf1293ae42bbda3'}],[],0,[]
0x0d86064c8a0949b7ffc59c82d7ad49c993487e42,0,0,1,[{'id': '0x0d86064c8a0949b7ffc59c82d7ad49c993487e42'}],[],0,[]
0x0d8806faac4dee9d403c652ff8e0567eb7da9044,290133883384588,0.000290133883384588,1,[{'id': '0x0d8806faac4dee9d403c652ff8e0567eb7da9044'}],[],0,[]
0x0d903d998dd28fa8524a5b29a2dcffd88536672a,103394539210135,0.000103394539210135,1,[{'id': '0x0d903d998dd28fa8524a5b29a2dcffd88536672a'}],[],0,[]
0x0d996171e7883a286ef720030935f72d0bac8219,0,0,1,[{'id': '0x0d996171e7883a286ef720030935f72d0bac8219'}],[],0,[]
