id,totalTokenSupply,currentTokenHolders,totalTokenHolders,currentDelegates,totalDelegates,delegatedVotesRaw,delegatedVotes,proposals,proposalsQueued,proposalsExecuted,proposalsCanceled
OZGovernor,12662002771846498402215792266,1398,1409,70,73,8715567000065920006919255907,8715567000.065920006919255907,5,0,2,0
