,id,noun.id,previousDelegate.id,newDelegate.id
38,0x0607e8f8432905f0f3cbdcab5deecc86e54720c1679f5f30b5b2f9da8e2e1773_60,60,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,0xe26d78c6bff297bbc2da3f80fea9a42028a4260f
39,0x0607e8f8432905f0f3cbdcab5deecc86e54720c1679f5f30b5b2f9da8e2e1773_70,70,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,0x6223bc5fd16a19bcfae2281dde47861cfe1023ee
40,0x0607e8f8432905f0f3cbdcab5deecc86e54720c1679f5f30b5b2f9da8e2e1773_80,80,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,0xb1c41c71d36cedea7ddcd5f8d5c5c32ba8f3cbfc
41,0x0607e8f8432905f0f3cbdcab5deecc86e54720c1679f5f30b5b2f9da8e2e1773_90,90,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,0xb1c41c71d36cedea7ddcd5f8d5c5c32ba8f3cbfc
42,0x0629cbef18f49563d109620689f96552bab22fff4c5cecda2e83a98a2f873354_334,334,0x830bd73e4184cef73443c15111a1df14e495c706,0xf6b6f07862a02c85628b3a9688beae07fea9c863
43,0x0629cbef18f49563d109620689f96552bab22fff4c5cecda2e83a98a2f873354_335,335,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x830bd73e4184cef73443c15111a1df14e495c706
44,0x064f00297c3a251522a3a65cb433479d7abeeb6ef7f8442c886e90f43da22ccc_187,187,0x830bd73e4184cef73443c15111a1df14e495c706,0xbdf82063aed5b3765e9443dd0b252a09197b586a
45,0x064f00297c3a251522a3a65cb433479d7abeeb6ef7f8442c886e90f43da22ccc_188,188,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x830bd73e4184cef73443c15111a1df14e495c706
46,0x06a54063d43b6a272de48d7ff2fc430f7410d775bda4f7ff25f17587fcf9a7a4_328,328,0x830bd73e4184cef73443c15111a1df14e495c706,0x2de14db256db2597fe3c8eed46ef5b20ba390823
47,0x06a54063d43b6a272de48d7ff2fc430f7410d775bda4f7ff25f17587fcf9a7a4_329,329,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x830bd73e4184cef73443c15111a1df14e495c706
48,0x06f86da9b5332fc19bed3c1b6eae36d0b0531f761377c8a5bed7e2fc7d61fd06_79,79,0xea9e9ae3bd4a7f771eec5193c0498f90fe2d53e3,0x565b93a15d38acd79c120b15432d21e21ed274d6
49,0x070ea8ec51fff2856bbb0c959912e6c435f3fa8018dd833351305f75794c2f1e_14,14,0x724e646de1efa428c98e282396e7f6d73f76c508,0x1254958bd5073c6b238e516298f0c48f6f60a78e
50,0x07101b0daf9265d89e28231ff942b906336fa441c032c2536b01cb6879b7728f_263,263,0x4754b7e3dede42d71d6c92978f25f306176ec7e9,0xd862bedfb3c49b7d5e71638ff96f1bed6ffc134c
51,0x0715fb2a5343bcb559acd150e703a4da7aedb900015275cef194a3858a742ffd_166,166,0x830bd73e4184cef73443c15111a1df14e495c706,0x696ed7b26f4b019ceec78dc8b9140ad64a6f354b
52,0x0715fb2a5343bcb559acd150e703a4da7aedb900015275cef194a3858a742ffd_167,167,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x830bd73e4184cef73443c15111a1df14e495c706
53,0x07e776adc6f0dae87915f882728bc2ab0e10a8e302a69a8217632995634e4777_325,325,0x830bd73e4184cef73443c15111a1df14e495c706,0x920d5e8a6d314cd59eb5d9faf526fa7b24e127fa
54,0x07e776adc6f0dae87915f882728bc2ab0e10a8e302a69a8217632995634e4777_326,326,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x830bd73e4184cef73443c15111a1df14e495c706
55,0x08355920a9db0c43f49e9f367e852cadd52f22ebcd0c859cfd34d1770f5a0d28_3,3,0x830bd73e4184cef73443c15111a1df14e495c706,0xeb1c22baacafac7836f20f684c946228401ff01c
56,0x08355920a9db0c43f49e9f367e852cadd52f22ebcd0c859cfd34d1770f5a0d28_4,4,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x830bd73e4184cef73443c15111a1df14e495c706
57,0x0847f1be3290fb7c064c593cb1291174fa505cf4b6175d39a1fd6f8bb4747986_255,255,0x830bd73e4184cef73443c15111a1df14e495c706,0x6b6ae848f555f70944bc99d736fe29fcaecf8b23
58,0x0847f1be3290fb7c064c593cb1291174fa505cf4b6175d39a1fd6f8bb4747986_256,256,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x830bd73e4184cef73443c15111a1df14e495c706
59,0x08d21e57e251e249a5c934d6ea9138a0b8d1c4d20b2e1dd16ef777cb7836bac5_298,298,0x4754b7e3dede42d71d6c92978f25f306176ec7e9,0xc3598d91844b061195136600ad243b077cc164e2
60,0x0936612b3e0e1e970b51b9d5d6dc79048f3ed541a888c0c82e367ad7a7243549_311,311,0xcc2688350d29623e2a0844cc8885f9050f0f6ed5,0x5c6e1b0e60d4a1493ca8dd9bbf7a31d65eeec094
61,0x0a320f7f06df1d294fa641fb83f9a8ebeb7003a2f6ea18976e84ccbf35e4cee2_65,65,0x830bd73e4184cef73443c15111a1df14e495c706,0xa4c8d9e4ec5f2831701a81389465498b83f9457d
62,0x0a320f7f06df1d294fa641fb83f9a8ebeb7003a2f6ea18976e84ccbf35e4cee2_66,66,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x830bd73e4184cef73443c15111a1df14e495c706
63,0x0ac39cb6986e0a3ab4668027c5e16127915c68c9d92576af696b666bc93595d5_24,24,0x180e0db5c0c3204520a96c6d77c94402b5001241,0x008c84421da5527f462886cec43d2717b686a7e4
64,0x0aef82db4dddc8ddb0f57cace0a35eab12bc0d0782564f75fb9428734da6affc_262,262,0x830bd73e4184cef73443c15111a1df14e495c706,0xf77b133b0260e3fd7c2ad4eac36ee8828e0560d3
65,0x0aef82db4dddc8ddb0f57cace0a35eab12bc0d0782564f75fb9428734da6affc_263,263,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x830bd73e4184cef73443c15111a1df14e495c706
66,0x0af3d94ceba335d656a7a02506f9ab48661afdbc442cd8222f957273f510eaf8_55,55,0x830bd73e4184cef73443c15111a1df14e495c706,0x9cb8c1463471ee4d8dd6887035f4835a1745e92a
67,0x0af3d94ceba335d656a7a02506f9ab48661afdbc442cd8222f957273f510eaf8_56,56,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x830bd73e4184cef73443c15111a1df14e495c706
68,0x0af9c6b99974d95d18376567c8fb472b287235e188beabf37486a50d4b1410e1_232,232,0x7feabf26185d54629a067ee237041e703e6a242f,0xcc2688350d29623e2a0844cc8885f9050f0f6ed5
69,0x0bdc500344e5021f5a5d370bdd194271083101813db1bce2af06d471cb8082b7_132,132,0x4d544c95f86ab807e25c7c5ecd0ccfccdea9e51f,0x5382859146010ac16e142b6708f8e178e77f66bc
70,0x0be01d4141bd732fa9ae1b8d88a0994331c6b36f5e30ea7586e641b5bb729941_5,5,0x830bd73e4184cef73443c15111a1df14e495c706,0xf0ccf93438aebc3065cef29e013fc5f4835c4780
71,0x0be01d4141bd732fa9ae1b8d88a0994331c6b36f5e30ea7586e641b5bb729941_6,6,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x830bd73e4184cef73443c15111a1df14e495c706
72,0x0bf6fd72ad1712f8c0ba004033f81cfd3d9ae9acf492c2244d5919fc1bd372a3_121,121,0x830bd73e4184cef73443c15111a1df14e495c706,0xeac1c57ea577e480e8a59db6eb05d41ea0716e8b
73,0x0bf6fd72ad1712f8c0ba004033f81cfd3d9ae9acf492c2244d5919fc1bd372a3_122,122,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x830bd73e4184cef73443c15111a1df14e495c706
74,0x0c3628c150c00daba70a365d4992cf49fde62ca0b35f683bdcbef0971becc866_134,134,0xe7fc2c5bf4199ea58252583c1c4cbf7227f6019e,0x979135450371c24fdd3cbc5904298a92b372f6c8
75,0x0c3b5cde94892b18f93299515fae8209eef3827564aec8cec947e0976ad16110_102,102,0xedad6b7434acd68ed2814ef961d2164029adb316,0x4680cb63563472cac10236c07d288580d8d7b52a
76,0x0ce4df3d08c0030ec636cab911a1363c8d1596661cb1e457b5c8b6e173e08e82_118,118,0x82af962bfe177b2b25056174f45fd37432e07546,0x8ba68cfe71550efc8988d81d040473709b7f9218
77,0x0d35ba888f5f154e850f873e2a5f0900aa94ecaa6241b46f6830a4c7df880c66_117,117,0x830bd73e4184cef73443c15111a1df14e495c706,0x83fcfe8ba2fece9578f0bbafed4ebf5e915045b9
78,0x0d35ba888f5f154e850f873e2a5f0900aa94ecaa6241b46f6830a4c7df880c66_118,118,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x830bd73e4184cef73443c15111a1df14e495c706
79,0x0d8fa30965538a4ff2f19f7169ecc7f1bb3c66c009fff8adaa4a633c4afd0ae0_123,123,0x830bd73e4184cef73443c15111a1df14e495c706,0x5382859146010ac16e142b6708f8e178e77f66bc
80,0x0d8fa30965538a4ff2f19f7169ecc7f1bb3c66c009fff8adaa4a633c4afd0ae0_124,124,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x830bd73e4184cef73443c15111a1df14e495c706
81,0x0db11f25216da740fca85f3acbd28def4ea8825d21eddfdb4d0d6b3a0f8bff54_180,180,0x60fbb352de07c208279a171fd31676b7e27c5f1c,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5
82,0x0dc68567df5052e5788b1a755799b7b96196634fb2e06ea97a642fffdf803fbd_164,164,0x830bd73e4184cef73443c15111a1df14e495c706,0xc3bb8481be69bbacd14ed278ea219eb0f19748ac
83,0x0dc68567df5052e5788b1a755799b7b96196634fb2e06ea97a642fffdf803fbd_165,165,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x830bd73e4184cef73443c15111a1df14e495c706
84,0x0e46c5b173f2e1f6bb3ede220a20d68e911d3efa298999971bb891d6421e3193_303,303,0x64e9cd118aa8d45c20efeeefd68679372f5e48dc,0x0d54e5297c0126d4edd7bc7bbefac7bee4b8d0fa
85,0x0e5098f32caa198d5f53d231d5d2712c65fbbc55051cbfaf6f4a3d83bd2ba60b_19,19,0x830bd73e4184cef73443c15111a1df14e495c706,0xed345b69b68086d2dfca17fc87e0e8909b858dd3
86,0x0e5098f32caa198d5f53d231d5d2712c65fbbc55051cbfaf6f4a3d83bd2ba60b_20,20,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5
87,0x0e5098f32caa198d5f53d231d5d2712c65fbbc55051cbfaf6f4a3d83bd2ba60b_21,21,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x830bd73e4184cef73443c15111a1df14e495c706
88,0x0e54494201776ba4d48775aec1bd47aadaeb73e6aae677d73a08813d1aba2e4c_208,208,0x6d40c2da94c6522e361904383c37c605f39b8e73,0x696ed7b26f4b019ceec78dc8b9140ad64a6f354b
89,0x0e770394185a74f2495f76f0d6bb03310112babd7a80ec69729a252f9d8deab2_235,235,0x830bd73e4184cef73443c15111a1df14e495c706,0x8e71c9644898665a91e4db3dee8bdde97b3c71bc
90,0x0e770394185a74f2495f76f0d6bb03310112babd7a80ec69729a252f9d8deab2_236,236,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x830bd73e4184cef73443c15111a1df14e495c706
91,0x0e82037e19adb7f5bda6deba7ad9da152bec9d55cfff60de7022181a3aee1943_369,369,0x830bd73e4184cef73443c15111a1df14e495c706,0x5c4fe960950ba0e09a72869c3d51fe70f07580e0
92,0x0e82037e19adb7f5bda6deba7ad9da152bec9d55cfff60de7022181a3aee1943_370,370,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5
93,0x0e82037e19adb7f5bda6deba7ad9da152bec9d55cfff60de7022181a3aee1943_371,371,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x830bd73e4184cef73443c15111a1df14e495c706
94,0x0ebfbdb86f7a7aaa617525f6f2f50aa029f0ae2fe5b76c7c55e8e5d594741ecd_248,248,0x830bd73e4184cef73443c15111a1df14e495c706,0x5ca6a2e5f53a48616d4ead87ff6034fc032d4722
95,0x0ebfbdb86f7a7aaa617525f6f2f50aa029f0ae2fe5b76c7c55e8e5d594741ecd_249,249,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x830bd73e4184cef73443c15111a1df14e495c706
96,0x0ecab924e5e0a7f2bc14a0ef92b97a19e4809f3464c3140e2cb8cbd4f8b5f4e6_94,94,0x42f3f76ba5202d7a4c48fd428b5613c657689bcc,0xe8d3839f5b634dbceb5422b5bbc116bf578071cd
97,0x0ecc250915d52b524b053729ca0813afe02e0dfe99841eb33cfe59e89458d4b8_100,100,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5
98,0x0ecc250915d52b524b053729ca0813afe02e0dfe99841eb33cfe59e89458d4b8_101,101,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x830bd73e4184cef73443c15111a1df14e495c706
99,0x0ecc250915d52b524b053729ca0813afe02e0dfe99841eb33cfe59e89458d4b8_99,99,0x830bd73e4184cef73443c15111a1df14e495c706,0x43a330dec81bbd5e21f41c6b8354e54d481efc93
100,0x0f0051a2039baf1efef15ae62d9a5df5ec8874c4ab53f719e7ea468c246b49f8_81,81,0xeac1c57ea577e480e8a59db6eb05d41ea0716e8b,0x58c5886ff71a053d8722aff86edae0fdc00cf0a0
101,0x0f0f203f978e349a4a4693a1ea3999fa8e4e0d89bea5c695827a6bcd955c75e6_31,31,0x830bd73e4184cef73443c15111a1df14e495c706,0xb6c5b1a489606028da263eda28063186f96fa921
102,0x0f0f203f978e349a4a4693a1ea3999fa8e4e0d89bea5c695827a6bcd955c75e6_32,32,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x830bd73e4184cef73443c15111a1df14e495c706
103,0x0f5999c55404258a313b58fa8961768473c54d509e396d3bceb10102d0de6050_298,298,0x830bd73e4184cef73443c15111a1df14e495c706,0x4754b7e3dede42d71d6c92978f25f306176ec7e9
104,0x0f5999c55404258a313b58fa8961768473c54d509e396d3bceb10102d0de6050_299,299,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x830bd73e4184cef73443c15111a1df14e495c706
105,0x0fb6291246a5dc54cb004f32591416f2a03c37d543aec09e5e1e3a6fed3906a2_231,231,0xd3e2e76e4ab0322614fe7aaa3be0b04bed83d0d0,0xd44e9b676e74ae45c0a39150be771eb189bb2337
106,0x0fbebe899cf91b053c3ca5fcd26300477f5d1bf7da743c993e3c6fda1b761068_79,79,0x830bd73e4184cef73443c15111a1df14e495c706,0xea9e9ae3bd4a7f771eec5193c0498f90fe2d53e3
107,0x0fbebe899cf91b053c3ca5fcd26300477f5d1bf7da743c993e3c6fda1b761068_80,80,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5
108,0x0fbebe899cf91b053c3ca5fcd26300477f5d1bf7da743c993e3c6fda1b761068_81,81,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x830bd73e4184cef73443c15111a1df14e495c706
109,0x11275ba91b806866cd758d7afcc30174de3dad779c2d812935e84ce357b5e8ea_386,386,0x830bd73e4184cef73443c15111a1df14e495c706,0x7d81478ad18ad375e53de6f74f3122f6be3499ca
110,0x11275ba91b806866cd758d7afcc30174de3dad779c2d812935e84ce357b5e8ea_387,387,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x830bd73e4184cef73443c15111a1df14e495c706
111,0x1169076d8237a1ab0f7f2c5bda4041c901dcad5b85ad595277ecf53cc67d5390_16,16,0x48e3e06520ff208746b8555076f7af3e71af1a4f,0x008c84421da5527f462886cec43d2717b686a7e4
112,0x1169a65769572eccf69b2d081b7061e21fad867a9ecee2ae2c3f34bf810c6488_153,153,0x4754b7e3dede42d71d6c92978f25f306176ec7e9,0xf6e1e441c5113e9a76f84efa6c98f54a036668ce
113,0x119957b926cd7dfd708eff313e4808101dce1706d1d1160dee1d3371869fbf43_184,184,0xacba5e568bef10b2c160b48617348c79c070da37,0x4c0a466df0628fe8699051b3ac6506653191cc21
114,0x11b425b022e44671860fe6c56cee9ef42789cff72dab91b2b6ed2ffba20348bd_108,108,0x14dfdd3613054ddb14af2fa51c8a75e17dade764,0x7d544a853dbcd39a53315e7002f4951a6d2f080d
115,0x11b6234cd02c95f67bad524cc3e04ec785df0795f1f314dd00db53532b38c2b8_22,22,0xbb34b41d5615c44e2cae4f80a447feb02b636b66,0x93757e12bfb1c0d4d2e319b621e27cb499bd35be
116,0x134f026c73a7940b231f126bc2e6338664412eee4a08c12c859c57df40792905_40,40,0x8869e7b48e33c5f1fffb0f15f6084c7b438d6371,0xa555d1ee16780b2d414ed97f4f169c0740099615
117,0x1410fdc312402a597361f5843cb171b659a93075eddb26a5ac382943f48933a8_184,184,0x020ca66c30bec2c4fe3861a94e4db4a498a35872,0x4754b7e3dede42d71d6c92978f25f306176ec7e9
118,0x14292770d0867c9d78234a11a7d5afe558dab4acf7269eb600674a034c54c350_11,11,0xd6ba6f10c981cc8c6c8244ec7d7dc5bd81865333,0xaa26f57cafcf46ff37a190c4a74984ce80af8d3d
119,0x1489f80687ab6c4a73cd0adcbc99b7e0898ec19fe4beee9b3b1327296129fc22_235,235,0x6461f575da2371bb16210e936de5ee1cfb28f10d,0xd5f279ff9eb21c6d40c8f345a66f2751c4eea1fb
120,0x148f957187e753e095be422a03a1b86605857ad15ed99f62c33cdb71476281c9_293,293,0xbf28421a82186bf50f496ab937c3368b55adbf19,0x4d466e0022180b99fc9c7b53bf8efc8b46597e8a
121,0x14d113835310e0c56fe10d2fb0395b93d24d30ffbf1453010f290613e241f7a6_241,241,0x830bd73e4184cef73443c15111a1df14e495c706,0x717a578e4a157ea52ee989be75f15957f294d1a9
122,0x14d113835310e0c56fe10d2fb0395b93d24d30ffbf1453010f290613e241f7a6_242,242,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x830bd73e4184cef73443c15111a1df14e495c706
123,0x151419c2dc5cf7394bc247522fa16a05222c94a6b48b8964d6a1b2a5d5346df0_215,215,0xc1b19635abfd6c454c0b074383503c3fe561aee1,0xd2628fb21499c690f5015af5df410a6fc72df72f
124,0x159890df41b47ca6c4a24598556a3097f14520fbdcc9ea6493f959c85026a4c2_87,87,0xa96e4bb2ad4233822d8b64c511a7359d4bc55617,0xf39efbeb06d11e7a88bcdd4f9ab6f05617eb762b
125,0x1654125f2d0352db1a402c04d0c6db98e2fab826f56a2f9bd7c3871d53621406_84,84,0x830bd73e4184cef73443c15111a1df14e495c706,0x1e267dc94135ce1bcbc0d840510daf5ae6f34c44
126,0x1654125f2d0352db1a402c04d0c6db98e2fab826f56a2f9bd7c3871d53621406_85,85,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x830bd73e4184cef73443c15111a1df14e495c706
127,0x16770e6be15681bf818ba77d21c296813e58099452922ada06c4d2e6da13c2e7_239,239,0x830bd73e4184cef73443c15111a1df14e495c706,0x696ed7b26f4b019ceec78dc8b9140ad64a6f354b
128,0x16770e6be15681bf818ba77d21c296813e58099452922ada06c4d2e6da13c2e7_240,240,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5
