,Date,Rate/total,Rate/circulating,Total tokens
0,20220101-20220131,0.06314400103842309,0.08821585591190134,631440.0103842309
1,20220131-20220302,0.09173884888307486,0.12816452776992301,917388.4888307486
2,20220302-20220401,0.05914521290032116,0.08262931542647395,591452.1290032116
3,20220401-20220501,0.07132012722220561,0.09963838152771075,713201.2722220562
4,20220501-20220531,0.07136864442742415,0.0997061628959234,713686.4442742415
5,20220531-20220630,0.04842499427004785,0.06765254413418893,484249.94270047854
6,20220630-20220730,0.07710056590819464,0.1077139918445245,771005.6590819464
