_id,_timestamp,_transactionHash,_sender,_type,_locked,_wad,id,timestamp,approvals,casted,castedWith,lifted,liftedWith
ADD-ARRAY-0x51a7a5591261cc4096df82b01764eae01f2b494f53e82dbd8d73aac008ede898-54,1571199259,0x51a7a5591261cc4096df82b01764eae01f2b494f53e82dbd8d73aac008ede898,0x5b524bc70f7e3a064da7b914ad5dd4571686bc53,AddAction,37.2895,,0x043c52c8ff76c088646c8d2630eddf1a8e33ba4c,1570812065,0.0352,1571331629,40564.21793419529623093,1571331588,40564.21793419529623093
ADD-ARRAY-0x546ba6ca4e5ed066927ff7b6a2bbe452b8c038d491fac49cb376d91e74fa2613-23,1571180785,0x546ba6ca4e5ed066927ff7b6a2bbe452b8c038d491fac49cb376d91e74fa2613,0xfdcd6e562912fd4bd899b733944509da12419977,AddAction,0.05,,0x043c52c8ff76c088646c8d2630eddf1a8e33ba4c,1570812065,0.0352,1571331629,40564.21793419529623093,1571331588,40564.21793419529623093
ADD-ARRAY-0x565898ae36f551d9a3711dbcc086a1de1f75780f3b084037986e96304ec29d19-188,1571222436,0x565898ae36f551d9a3711dbcc086a1de1f75780f3b084037986e96304ec29d19,0x762beed7bd861db73e8bf3228f4f288e279a9e2a,AddAction,1.0948,,0x043c52c8ff76c088646c8d2630eddf1a8e33ba4c,1570812065,0.0352,1571331629,40564.21793419529623093,1571331588,40564.21793419529623093
ADD-ARRAY-0x5898103d81d7ffc3125d7ce989383e93719acd92bdbb8dabd3a99d0543dfe50e-57,1571041657,0x5898103d81d7ffc3125d7ce989383e93719acd92bdbb8dabd3a99d0543dfe50e,0x34e15635a4de3d82da31a4baeb7b9d465017dc63,AddAction,4.0119,,0x043c52c8ff76c088646c8d2630eddf1a8e33ba4c,1570812065,0.0352,1571331629,40564.21793419529623093,1571331588,40564.21793419529623093
ADD-ARRAY-0x5c37711ffedd25ca4a1452e21703888af903cf2b15153c6ba76351067502208b-96,1571160677,0x5c37711ffedd25ca4a1452e21703888af903cf2b15153c6ba76351067502208b,0x5ea7ea516720a8f59c9d245e2e98bca0b6df7441,AddAction,1,,0x043c52c8ff76c088646c8d2630eddf1a8e33ba4c,1570812065,0.0352,1571331629,40564.21793419529623093,1571331588,40564.21793419529623093
ADD-ARRAY-0x611c0b95379df6de44c992c4aea495b8330816a2ead52392bdeb14ff00e86b61-113,1570967861,0x611c0b95379df6de44c992c4aea495b8330816a2ead52392bdeb14ff00e86b61,0x8b5edbeef4d88dc3f488239169f1c4f3aae3b1b6,AddAction,114.5918,,0x043c52c8ff76c088646c8d2630eddf1a8e33ba4c,1570812065,0.0352,1571331629,40564.21793419529623093,1571331588,40564.21793419529623093
ADD-ARRAY-0x64999352ba5d74970e63f736f28c17ea86db4cf92fc2b0a985041cafbb6d70a3-147,1571028987,0x64999352ba5d74970e63f736f28c17ea86db4cf92fc2b0a985041cafbb6d70a3,0x09d390e78faa3eca8c6e3c0bb3c6cbcaf679a44c,AddAction,25.5,,0x043c52c8ff76c088646c8d2630eddf1a8e33ba4c,1570812065,0.0352,1571331629,40564.21793419529623093,1571331588,40564.21793419529623093
ADD-ARRAY-0x668e82cc8942facf4508684301e7fd9cd9ec1c275c7932a285b7d84a480e890f-125,1571161118,0x668e82cc8942facf4508684301e7fd9cd9ec1c275c7932a285b7d84a480e890f,0x5bd2d2fe0cf5222597d9dad5c00e4d35a9b10b95,AddAction,500,,0x043c52c8ff76c088646c8d2630eddf1a8e33ba4c,1570812065,0.0352,1571331629,40564.21793419529623093,1571331588,40564.21793419529623093
ADD-ARRAY-0x68c9adf6abe82aa0002d9888dd57ac3171acdd12b07fb9bcb5f9b13b5f9ebcc1-61,1571143296,0x68c9adf6abe82aa0002d9888dd57ac3171acdd12b07fb9bcb5f9b13b5f9ebcc1,0xff6c422c6e9a53200798a771f25b72b96d4eca64,AddAction,4.091,,0x043c52c8ff76c088646c8d2630eddf1a8e33ba4c,1570812065,0.0352,1571331629,40564.21793419529623093,1571331588,40564.21793419529623093
ADD-ARRAY-0x6c162a54fffc7d87b39841e5055b89cd9f295d57cdffa78e818c6b5f8a0c4213-109,1571762993,0x6c162a54fffc7d87b39841e5055b89cd9f295d57cdffa78e818c6b5f8a0c4213,0x5651412bc177c82a5227af23884be6aaafcf9d45,AddAction,0.1,,0x043c52c8ff76c088646c8d2630eddf1a8e33ba4c,1570812065,0.0352,1571331629,40564.21793419529623093,1571331588,40564.21793419529623093
ADD-ARRAY-0x6f15062bd9ed7817e25a1a1236bb4ee298bc8dd3b63a9883591642cce5ced5b2-152,1570864261,0x6f15062bd9ed7817e25a1a1236bb4ee298bc8dd3b63a9883591642cce5ced5b2,0x60b0bac06ff5d46b3a4c7633b00f4933e3cddde0,AddAction,3.2189,,0x043c52c8ff76c088646c8d2630eddf1a8e33ba4c,1570812065,0.0352,1571331629,40564.21793419529623093,1571331588,40564.21793419529623093
ADD-ARRAY-0x73869c673ecdb673a175679d3d684440e0e44d6da39b4eaf0a5980f20bf2fdf9-68,1571032135,0x73869c673ecdb673a175679d3d684440e0e44d6da39b4eaf0a5980f20bf2fdf9,0x1c11ba15939e1c16ec7ca1678df6160ea2063bc5,AddAction,14799.8127,,0x043c52c8ff76c088646c8d2630eddf1a8e33ba4c,1570812065,0.0352,1571331629,40564.21793419529623093,1571331588,40564.21793419529623093
ADD-ARRAY-0x74d0f7fb6d3e939c70871d6c2374ebc23de9b5b732a6c2855305609e7ca31207-56,1570818740,0x74d0f7fb6d3e939c70871d6c2374ebc23de9b5b732a6c2855305609e7ca31207,0xc99642a2157d771af77c54c0a975d12d2837cc88,AddAction,150,,0x043c52c8ff76c088646c8d2630eddf1a8e33ba4c,1570812065,0.0352,1571331629,40564.21793419529623093,1571331588,40564.21793419529623093
ADD-ARRAY-0x7dc0e182fa3cf46e024fc8de974304795910fc5a447f60011f716919841825df-95,1571251513,0x7dc0e182fa3cf46e024fc8de974304795910fc5a447f60011f716919841825df,0x050971170fa6b8da457dbfc61d765af36182c8b9,AddAction,1,,0x043c52c8ff76c088646c8d2630eddf1a8e33ba4c,1570812065,0.0352,1571331629,40564.21793419529623093,1571331588,40564.21793419529623093
ADD-ARRAY-0x876bfd252978bb28336b07eb323f48899e32a1120cf9bfbfbf9ac85d7728cb01-108,1571327523,0x876bfd252978bb28336b07eb323f48899e32a1120cf9bfbfbf9ac85d7728cb01,0xb16f7cfb7b862b4e46f963f2f74a59c58235a3a7,AddAction,49.9999,,0x043c52c8ff76c088646c8d2630eddf1a8e33ba4c,1570812065,0.0352,1571331629,40564.21793419529623093,1571331588,40564.21793419529623093
ADD-ARRAY-0x881ebfadbb8fd7a0100cf97885822ed77457d746e3c2d4ffb6e266574e75e095-157,1571126527,0x881ebfadbb8fd7a0100cf97885822ed77457d746e3c2d4ffb6e266574e75e095,0x0ea7f66455df6e1ad85d0c90f3fcb7c67bb2a631,AddAction,50,,0x043c52c8ff76c088646c8d2630eddf1a8e33ba4c,1570812065,0.0352,1571331629,40564.21793419529623093,1571331588,40564.21793419529623093
ADD-ARRAY-0x8be7c26a0559a7b96ea331545d249fc78af978ebe51df3e2c22876be2e8de288-114,1570838501,0x8be7c26a0559a7b96ea331545d249fc78af978ebe51df3e2c22876be2e8de288,0xfedd090a7db6eb941a9102577953e6cdbc084d62,AddAction,160,,0x043c52c8ff76c088646c8d2630eddf1a8e33ba4c,1570812065,0.0352,1571331629,40564.21793419529623093,1571331588,40564.21793419529623093
ADD-ARRAY-0x90a093e84b2a65da818dbe5a702ffa4720d3efd1b9eb1119e2192f3d960b97b3-85,1571182717,0x90a093e84b2a65da818dbe5a702ffa4720d3efd1b9eb1119e2192f3d960b97b3,0xfdcd6e562912fd4bd899b733944509da12419977,AddAction,0.05,,0x043c52c8ff76c088646c8d2630eddf1a8e33ba4c,1570812065,0.0352,1571331629,40564.21793419529623093,1571331588,40564.21793419529623093
ADD-ARRAY-0x93802864e433a08a44dea7bd0d501a618795a24604185fef696fec05119ea30f-183,1570979411,0x93802864e433a08a44dea7bd0d501a618795a24604185fef696fec05119ea30f,0x8d0bd4df6e2af6d88073bae81fa78a1e043a667f,AddAction,2.0359,,0x043c52c8ff76c088646c8d2630eddf1a8e33ba4c,1570812065,0.0352,1571331629,40564.21793419529623093,1571331588,40564.21793419529623093
ADD-ARRAY-0x9469b3a256643111407f04422a8342faf1299cfa674ce870a7fba1e3ab96a99c-114,1571888044,0x9469b3a256643111407f04422a8342faf1299cfa674ce870a7fba1e3ab96a99c,0x6b6fd81c732f6c30b6fa703df447388e92491552,AddAction,0.001,,0x043c52c8ff76c088646c8d2630eddf1a8e33ba4c,1570812065,0.0352,1571331629,40564.21793419529623093,1571331588,40564.21793419529623093
ADD-ARRAY-0x957600ef666230eed29dd931043d0a1533eb2b5412fb4281f7a8290ca668a5a2-38,1570999968,0x957600ef666230eed29dd931043d0a1533eb2b5412fb4281f7a8290ca668a5a2,0x0b65234703a6c2957fcfaff30531abbabf581c8e,AddAction,11477.77921185529623093,,0x043c52c8ff76c088646c8d2630eddf1a8e33ba4c,1570812065,0.0352,1571331629,40564.21793419529623093,1571331588,40564.21793419529623093
ADD-ARRAY-0x96bdc90b3fc1a63f37ac45f171f33e0baa98c0906c5bb76d748448f5bf2acf79-153,1571361652,0x96bdc90b3fc1a63f37ac45f171f33e0baa98c0906c5bb76d748448f5bf2acf79,0xda4a8dc21bf636e79aa7130b8f515774271925c1,AddAction,50.0023,,0x043c52c8ff76c088646c8d2630eddf1a8e33ba4c,1570812065,0.0352,1571331629,40564.21793419529623093,1571331588,40564.21793419529623093
ADD-ARRAY-0x96ecbf2cff1c9ed9e7e1a010e171434010ea23d1a27cbfc5e867b134b34751da-115,1571061478,0x96ecbf2cff1c9ed9e7e1a010e171434010ea23d1a27cbfc5e867b134b34751da,0x81935eb120ef44b3f615f09765e669106769c237,AddAction,39.146,,0x043c52c8ff76c088646c8d2630eddf1a8e33ba4c,1570812065,0.0352,1571331629,40564.21793419529623093,1571331588,40564.21793419529623093
ADD-ARRAY-0x97c63915f9b4b0c792eb4bf2fae1b65ce242b0102a7595e4bb9cac8b421015b4-102,1571034367,0x97c63915f9b4b0c792eb4bf2fae1b65ce242b0102a7595e4bb9cac8b421015b4,0x84d99ef0f45a7d16a61f83955cc3147ffaea9a3a,AddAction,0.1,,0x043c52c8ff76c088646c8d2630eddf1a8e33ba4c,1570812065,0.0352,1571331629,40564.21793419529623093,1571331588,40564.21793419529623093
ADD-ARRAY-0xa8a5ec39ef86ae8ad6787d062292d0fc250a65ba6a654f33e0944ba6cdef5fa4-57,1571076126,0xa8a5ec39ef86ae8ad6787d062292d0fc250a65ba6a654f33e0944ba6cdef5fa4,0x4f50d47d20380172746527bbeaa274940c38efac,AddAction,9.865,,0x043c52c8ff76c088646c8d2630eddf1a8e33ba4c,1570812065,0.0352,1571331629,40564.21793419529623093,1571331588,40564.21793419529623093
ADD-ARRAY-0xb4c3ad3e1a56f3539c093bdfd426a2ec598810548050d347c245660a7d445643-146,1571878826,0xb4c3ad3e1a56f3539c093bdfd426a2ec598810548050d347c245660a7d445643,0xda5fc3fb1b52e0a925f39742120e69c639def487,AddAction,0.0489,,0x043c52c8ff76c088646c8d2630eddf1a8e33ba4c,1570812065,0.0352,1571331629,40564.21793419529623093,1571331588,40564.21793419529623093
ADD-ARRAY-0xb627bd204874b41a8c88955bd27ecdd1cf4ebebc9b89381eb0ec44f1c0f73db7-75,1570954478,0xb627bd204874b41a8c88955bd27ecdd1cf4ebebc9b89381eb0ec44f1c0f73db7,0xdc7a4889605d061b373ab07a4b2fae68db5f5ba8,AddAction,507.3567,,0x043c52c8ff76c088646c8d2630eddf1a8e33ba4c,1570812065,0.0352,1571331629,40564.21793419529623093,1571331588,40564.21793419529623093
ADD-ARRAY-0xb833848002842348372eeed6394c9647f2ade81d9d1082d025a5744ff2335167-56,1570947711,0xb833848002842348372eeed6394c9647f2ade81d9d1082d025a5744ff2335167,0x5b1859f5698b5d5661920447ddaab5d974da3eb0,AddAction,3000,,0x043c52c8ff76c088646c8d2630eddf1a8e33ba4c,1570812065,0.0352,1571331629,40564.21793419529623093,1571331588,40564.21793419529623093
ADD-ARRAY-0xb85ddfc760acc9957f8be650023300e3e702d9780da6426e7dacc26b825c1a18-126,1571272148,0xb85ddfc760acc9957f8be650023300e3e702d9780da6426e7dacc26b825c1a18,0x7a74fb6bd364b9b5ef69605a3d28327da8087aa0,AddAction,20.1428,,0x043c52c8ff76c088646c8d2630eddf1a8e33ba4c,1570812065,0.0352,1571331629,40564.21793419529623093,1571331588,40564.21793419529623093
ADD-ARRAY-0xbcd17a19d1961c065b27f563ff8ca0c56953cc555a6d1bd92c43aef7f9677fa2-21,1571772721,0xbcd17a19d1961c065b27f563ff8ca0c56953cc555a6d1bd92c43aef7f9677fa2,0xffeb82e2dca6842afaf696d96191372994dac86d,AddAction,0.05,,0x043c52c8ff76c088646c8d2630eddf1a8e33ba4c,1570812065,0.0352,1571331629,40564.21793419529623093,1571331588,40564.21793419529623093
ADD-ARRAY-0xc659d0b0bf3bd647e4250bb251d6af6853262d2e41e64094d4ebd8b4236fff38-80,1570834748,0xc659d0b0bf3bd647e4250bb251d6af6853262d2e41e64094d4ebd8b4236fff38,0x5f0976545aa52dc18e6d07b14edae2d811708105,AddAction,1000,,0x043c52c8ff76c088646c8d2630eddf1a8e33ba4c,1570812065,0.0352,1571331629,40564.21793419529623093,1571331588,40564.21793419529623093
ADD-ARRAY-0xc7da7fd59db26b1009db4eb278b3ca91b75b60456320ce16903db4aea93533da-47,1570812815,0xc7da7fd59db26b1009db4eb278b3ca91b75b60456320ce16903db4aea93533da,0xffbb1e63216eb1f87f9138410f7f67d78e508a13,AddAction,12.7274,,0x043c52c8ff76c088646c8d2630eddf1a8e33ba4c,1570812065,0.0352,1571331629,40564.21793419529623093,1571331588,40564.21793419529623093
ADD-ARRAY-0xd76ae946030e851822d8d08aac315c629f17954d7b4dcbde4fb2d92f6cb31b92-168,1571627254,0xd76ae946030e851822d8d08aac315c629f17954d7b4dcbde4fb2d92f6cb31b92,0x16ad3f1c89ae9042f61e2437fb81736f5d3a60c4,AddAction,9.3247,,0x043c52c8ff76c088646c8d2630eddf1a8e33ba4c,1570812065,0.0352,1571331629,40564.21793419529623093,1571331588,40564.21793419529623093
ADD-ARRAY-0xd963e76c287407073cea13081c14a6960d96177f70cd9fa2a905f1b0bcdb8f51-12,1570913578,0xd963e76c287407073cea13081c14a6960d96177f70cd9fa2a905f1b0bcdb8f51,0x5444a43aea36f3cf015aaf24a938ae6baee2614d,AddAction,0.1,,0x043c52c8ff76c088646c8d2630eddf1a8e33ba4c,1570812065,0.0352,1571331629,40564.21793419529623093,1571331588,40564.21793419529623093
ADD-ARRAY-0xe084b3a456d72a25bcdba15dbcf2a81967addc2a4a86e335e5e16a13ae1939ba-9,1570820582,0xe084b3a456d72a25bcdba15dbcf2a81967addc2a4a86e335e5e16a13ae1939ba,0x7ac479880b8656df3f329a77f7c681d19ebb7a5e,AddAction,9.0543,,0x043c52c8ff76c088646c8d2630eddf1a8e33ba4c,1570812065,0.0352,1571331629,40564.21793419529623093,1571331588,40564.21793419529623093
ADD-ARRAY-0xeddb2cb8ed78412733af1f61cfd2d737e851cbeda17e88d78192eca403231081-135,1570817354,0xeddb2cb8ed78412733af1f61cfd2d737e851cbeda17e88d78192eca403231081,0x9b4c75ce8d7006620df39e8757ade75d6434a6fe,AddAction,1149.0835,,0x043c52c8ff76c088646c8d2630eddf1a8e33ba4c,1570812065,0.0352,1571331629,40564.21793419529623093,1571331588,40564.21793419529623093
ADD-ARRAY-0xee1796b0a5e33c30649e00a666b5551ca2a18ed932f9278d4f54bff4bcbcf03a-28,1571416239,0xee1796b0a5e33c30649e00a666b5551ca2a18ed932f9278d4f54bff4bcbcf03a,0xf3c97135aa789fd6437d5bb67d32307bd7edac16,AddAction,0.1,,0x043c52c8ff76c088646c8d2630eddf1a8e33ba4c,1570812065,0.0352,1571331629,40564.21793419529623093,1571331588,40564.21793419529623093
ADD-ARRAY-0xf24a22ee686f54ed74922ebd3256550a577221f94830b3158c5c05007a7929b6-165,1570840229,0xf24a22ee686f54ed74922ebd3256550a577221f94830b3158c5c05007a7929b6,0x1f7860890e70224c00a21fff2b99b34b730ef693,AddAction,16,,0x043c52c8ff76c088646c8d2630eddf1a8e33ba4c,1570812065,0.0352,1571331629,40564.21793419529623093,1571331588,40564.21793419529623093
ADD-ARRAY-0xf2b99cf3d819967d236bb5715aadee6c3dc39be607a1c91fd96ca50d2606a9a6-159,1570812065,0xf2b99cf3d819967d236bb5715aadee6c3dc39be607a1c91fd96ca50d2606a9a6,0xfdd650e5838fb21ead6479c7430da3f9cb3a833f,AddAction,4.3041,,0x043c52c8ff76c088646c8d2630eddf1a8e33ba4c,1570812065,0.0352,1571331629,40564.21793419529623093,1571331588,40564.21793419529623093
ADD-ARRAY-0xfc7ed215f8d3013ef0c08f039b3d4ac218b38921b4e1d12f4db9761e8eb08482-24,1571044491,0xfc7ed215f8d3013ef0c08f039b3d4ac218b38921b4e1d12f4db9761e8eb08482,0x2dfd544d7bdb25734e6390f4d5a94f69208f9a59,AddAction,0.02,,0x043c52c8ff76c088646c8d2630eddf1a8e33ba4c,1570812065,0.0352,1571331629,40564.21793419529623093,1571331588,40564.21793419529623093
ADD-ARRAY-0xfcb6ef33a53b06f1a2ea88a9409f4e33a79f1e00e140436c700bf6eed5311cf9-238,1571161058,0xfcb6ef33a53b06f1a2ea88a9409f4e33a79f1e00e140436c700bf6eed5311cf9,0xc3d5f6e396d435d1b39a7f625b1e0b77fdd91dec,AddAction,50,,0x043c52c8ff76c088646c8d2630eddf1a8e33ba4c,1570812065,0.0352,1571331629,40564.21793419529623093,1571331588,40564.21793419529623093
FREE-0x0a1e7cd8b5dc63cdc9dcb9a45e01a323ccbbe3720d982980b3a076cdfde655bb-142,1571772872,0x0a1e7cd8b5dc63cdc9dcb9a45e01a323ccbbe3720d982980b3a076cdfde655bb,0xffeb82e2dca6842afaf696d96191372994dac86d,FreeAction,,0.05,0x043c52c8ff76c088646c8d2630eddf1a8e33ba4c,1570812065,0.0352,1571331629,40564.21793419529623093,1571331588,40564.21793419529623093
