,id,totalTokenSupply,currentTokenHolders,totalTokenHolders,currentDelegates,totalDelegates,delegatedVotesRaw,delegatedVotes,proposals,proposalsQueued,proposalsExecuted,proposalsCanceled
0,OZGovernor,100000000000000000000000000,62736,189349,11894,30957,5456050014066618787073291,5456050.014066618787073291,11,0,10,0
