,id,totalTokenSupply,currentTokenHolders,totalTokenHolders,currentDelegates,totalDelegates,delegatedVotesRaw,delegatedVotes,proposals,proposalsQueued,proposalsExecuted,proposalsCanceled
0,OZGovernor,1000817023253366590342482,4451,10446,60,115,33236447537618934421939,33236.447537618934421939,4,0,2,0
