Unnamed: 0,id,totalTokenSupply,currentTokenHolders,totalTokenHolders,currentDelegates,totalDelegates,delegatedVotesRaw,delegatedVotes,proposals,proposalsQueued,proposalsExecuted,proposalsCanceled
0,OZGovernor,2.5e+25,0,356,650,362,370025546753349232005540,370025.5467533491,3,0,3,0
