DAO Name,ENS,Voter Address,Voter Choice,Weight,block,Vote Time,Transaction Hash,Current Delegated Votes to Voter,Current Delegated Votes Raw to Voter,Voter Token Holders Represented,Proposal ID,Proposal State,Quorum Votes,Proposal Token Holders,Proposal Delegate Holders,Against Delegate Votes,For Delegate Votes,Abstain Delegate Votes,Total Delegate Votes,Against Weighted Votes,For Weighted Votes,Abstain Weighted Votes,Total Weighted Votes,Proposal Date Created,Proposal Date Start,Proposal Date End,Offchain?,Proposal Choices
CompoundBravo,aviraj.eth,0x0106e09f7bf7ee93ebe3f801cbe98ceba1d528c5,AGAINST,5e+17,16089206,1669888655,0x2d917c574df5460832388a1d20d2299c9b3217d61c20a10ac047b7cd0161f179,0.5,5e+17,1,136,ACTIVE,400000000000000000000000,203968,4471,5,107,2,114,2443436956472878726,335117549566282818732589,23306603339058505925,335143299606578350117240,1669646735,16082309,16102019,0,"['FOR', 'AGAINST', 'ABSTAIN']"
CompoundBravo,travchis.eth,0xa984c0338cc374ce335d3565260e5a0d2a92dbac,FOR,2.9542199282471584e+17,16089670,1669894259,0xcc0cade9246a698f1067d9fc8e549347e32e434978fc0e9dba8673a76b31c635,0.2954219928247158,2.9542199282471584e+17,1,136,ACTIVE,400000000000000000000000,203968,4471,5,107,2,114,2443436956472878726,335117549566282818732589,23306603339058505925,335143299606578350117240,1669646735,16082309,16102019,0,"['FOR', 'AGAINST', 'ABSTAIN']"
CompoundBravo,danasofi.eth,0x934f45559fe3b01ef5cfb9396fa4e0b843096030,FOR,6.25340585772768e+16,16089766,1669895411,0xff0811183c4a4fa7ac85d7a5809fa6b1af652e137473bab61e4240b181dfd8b3,0.0625340585772768,6.25340585772768e+16,1,136,ACTIVE,400000000000000000000000,203968,4471,5,107,2,114,2443436956472878726,335117549566282818732589,23306603339058505925,335143299606578350117240,1669646735,16082309,16102019,0,"['FOR', 'AGAINST', 'ABSTAIN']"
CompoundBravo,,0x256e0c8490c693068a7d7923c2535f1aa761f35c,FOR,1.9612347929917756e+16,16089874,1669896707,0xe48267168fdab32e3f6221a0ebd28a243b2d5a42fdff60f496a6f7efc01875a4,0.019612347929917756,1.9612347929917756e+16,1,136,ACTIVE,400000000000000000000000,203968,4471,5,107,2,114,2443436956472878726,335117549566282818732589,23306603339058505925,335143299606578350117240,1669646735,16082309,16102019,0,"['FOR', 'AGAINST', 'ABSTAIN']"
CompoundBravo,topacc.eth,0x421a6a6b7728c0f716ccacf1ef44d1c09cc2cf1d,FOR,1.4764576493096186e+17,16089892,1669896923,0x9fa056743c56e734151cbb7f3ec9fdeb8d5765cda6b06eccedeaf2874aaf9be4,0.14764576493096185,1.4764576493096186e+17,1,136,ACTIVE,400000000000000000000000,203968,4471,5,107,2,114,2443436956472878726,335117549566282818732589,23306603339058505925,335143299606578350117240,1669646735,16082309,16102019,0,"['FOR', 'AGAINST', 'ABSTAIN']"
CompoundBravo,marcizadepompadur.eth,0x5f222918741500fabf6eed0bb16841d028d6d350,FOR,1.6239557121437142e+17,16089919,1669897247,0x4cd947e165a417b0e44404f205c16c79e1dc7718b1522cdc243f05638953fcbd,0.16239557121437143,1.6239557121437142e+17,1,136,ACTIVE,400000000000000000000000,203968,4471,5,107,2,114,2443436956472878726,335117549566282818732589,23306603339058505925,335143299606578350117240,1669646735,16082309,16102019,0,"['FOR', 'AGAINST', 'ABSTAIN']"
CompoundBravo,,0xb965f4100275b60dff316e8e4793eb4fe7ebcee1,FOR,2.0985359830871055e+18,16090144,1669899971,0x664b61ec9f18af4db217c7bd7ebbd9d840707600b7905e7506b0b50d6b2b9023,0.0,0.0,1,136,ACTIVE,400000000000000000000000,203968,4471,5,107,2,114,2443436956472878726,335117549566282818732589,23306603339058505925,335143299606578350117240,1669646735,16082309,16102019,0,"['FOR', 'AGAINST', 'ABSTAIN']"
CompoundBravo,yemre.eth,0xd82803b7b9a5eb1d5fc558fd619afc6c031cd0b1,FOR,5.084876487356398e+16,16090294,1669901771,0x4607d3358930381a1f01f673faa18b24366610e59748229d42e3d8969c837702,0.05084876487356398,5.084876487356398e+16,1,136,ACTIVE,400000000000000000000000,203968,4471,5,107,2,114,2443436956472878726,335117549566282818732589,23306603339058505925,335143299606578350117240,1669646735,16082309,16102019,0,"['FOR', 'AGAINST', 'ABSTAIN']"
CompoundBravo,ursusarctos.eth,0x40f404fe6c091b951576ecc7bcce5ecd56c985f7,FOR,3.9872832130494163e+17,16090472,1669903919,0xc6f9bbf2322893071316bf6e9c471007d319591220c719abe4028599d10f885d,0.3987283213049416,3.9872832130494163e+17,1,136,ACTIVE,400000000000000000000000,203968,4471,5,107,2,114,2443436956472878726,335117549566282818732589,23306603339058505925,335143299606578350117240,1669646735,16082309,16102019,0,"['FOR', 'AGAINST', 'ABSTAIN']"
CompoundBravo,cryptowithrahul.eth,0xa8ea1d3a26652996d1342880d1708c6742f33bcb,FOR,2.2863374034596458e+17,16090643,1669906007,0x4f2a72a4ebbff39ed7cd550935bb39885eb87355cd13dc25da1f249350029721,0.22863374034596456,2.2863374034596458e+17,1,136,ACTIVE,400000000000000000000000,203968,4471,5,107,2,114,2443436956472878726,335117549566282818732589,23306603339058505925,335143299606578350117240,1669646735,16082309,16102019,0,"['FOR', 'AGAINST', 'ABSTAIN']"
