DAO Name,ENS,Voter Address,Voter Choice,Weight,block,Vote Time,Transaction Hash,Current Delegated Votes to Voter,Current Delegated Votes Raw to Voter,Voter Token Holders Represented,Proposal ID,Proposal State,Quorum Votes,Proposal Token Holders,Proposal Delegate Holders,Against Delegate Votes,For Delegate Votes,Abstain Delegate Votes,Total Delegate Votes,Against Weighted Votes,For Weighted Votes,Abstain Weighted Votes,Total Weighted Votes,Proposal Date Created,Proposal Date Start,Proposal Date End,Offchain?,Proposal Choices
Gitcoin,19860613.eth,0x0e5e15ee7a8a8c9321717d8f5ba623245cd583a9,FOR,1.3363712136774354e+18,16091303,1669913963,0xc9983d6d54e3f342fa720ecb09baaf5e0a5fe64e0cde4a8a57ffccbf2cede4a6,1.3363712136774353,1.3363712136774354e+18,1,43,ACTIVE,2500000000000000000000000,24001,6129,3,161,0,164,1295922053210397418,5903156121396825060629771,0,5903157417318878271027189,1669303727,16053876,16094196,0,"['FOR', 'AGAINST', 'ABSTAIN']"
Gitcoin,godiscrypto.eth,0x8d5ee167d913a79c1afd062e51146370238c6c26,FOR,1.1140544988705125e+18,16091520,1669916591,0xf9e42a5e3b3eb0c3d05af53056d7e8ba600bd22f2e979a6fb86c9455c863dd3e,1.1140544988705126,1.1140544988705125e+18,1,44,ACTIVE,2500000000000000000000000,24308,6181,0,8,0,8,0,86644900685554669793,0,86644900685554669793,1669752551,16091078,16131398,0,"['FOR', 'AGAINST', 'ABSTAIN']"
Gitcoin,,0x934eaf1f360ff038d4f9b401eb71985a7dc305f3,FOR,7.081790694191693e+17,16091571,1669917203,0x77f900b7f44500bfaf69e843bc8ee8f78708a2ae13121b1d4470a7e15e85579d,0.7081790694191693,7.081790694191693e+17,1,42,ACTIVE,2500000000000000000000000,23974,6125,2,124,0,126,19276320620400932048,6924072993673174721055076,0,6924092269993795121987124,1669272671,16051303,16091623,0,"['FOR', 'AGAINST', 'ABSTAIN']"
Gitcoin,,0x934eaf1f360ff038d4f9b401eb71985a7dc305f3,FOR,7.081790694191693e+17,16091576,1669917263,0x9d89d70753a8e3c36c8146c3b3bc1b0eb5ff874fe0a09a106b5433a3ae2b5a79,0.7081790694191693,7.081790694191693e+17,1,44,ACTIVE,2500000000000000000000000,24308,6181,0,8,0,8,0,86644900685554669793,0,86644900685554669793,1669752551,16091078,16131398,0,"['FOR', 'AGAINST', 'ABSTAIN']"
Gitcoin,eth⚡⚡⚡.eth,0x76935956fa1c04ce2a46b8ad315a6f45ae7854fe,FOR,7.500741356897166e+17,16091644,1669918091,0xb061bb210b5bcab669ae3d7ca731464f5805e445a09d245b77c9811a83c80862,0.7500741356897166,7.500741356897166e+17,1,44,ACTIVE,2500000000000000000000000,24308,6181,0,8,0,8,0,86644900685554669793,0,86644900685554669793,1669752551,16091078,16131398,0,"['FOR', 'AGAINST', 'ABSTAIN']"
Gitcoin,six6666.eth,0x62f7108c801fa4fa69059579215802d2b59a410c,FOR,1.492116362675966e+18,16091654,1669918211,0xfa61eb23df5425e9eeac5d87af8e731da4d86c6ac6c32be1df4acd9dffe6ea65,1.492116362675966,1.492116362675966e+18,1,43,ACTIVE,2500000000000000000000000,24001,6129,3,161,0,164,1295922053210397418,5903156121396825060629771,0,5903157417318878271027189,1669303727,16053876,16094196,0,"['FOR', 'AGAINST', 'ABSTAIN']"
Gitcoin,becomeone.eth,0xc9ca0fb795080c591cbc45959ab868eaab1c9add,FOR,1.0271749681032751e+18,16091740,1669919243,0x365a4231515acf2f0e472ab4d3a36011c56639bfed8c27bb1ff747dc16d54efe,1.0271749681032751,1.0271749681032751e+18,1,44,ACTIVE,2500000000000000000000000,24308,6181,0,8,0,8,0,86644900685554669793,0,86644900685554669793,1669752551,16091078,16131398,0,"['FOR', 'AGAINST', 'ABSTAIN']"
Gitcoin,zz66zz.eth,0x7927c08dc5706c573a74b4ec88f2bb8dfe2f3737,FOR,4.4251020993663686e+17,16091862,1669920707,0x541bffc198d72ce9be736ae23348da7737800283df12907595218a6ae6d7e09a,0.44251020993663687,4.4251020993663686e+17,1,43,ACTIVE,2500000000000000000000000,24001,6129,3,161,0,164,1295922053210397418,5903156121396825060629771,0,5903157417318878271027189,1669303727,16053876,16094196,0,"['FOR', 'AGAINST', 'ABSTAIN']"
Gitcoin,arbidude.eth,0x1acd4ce843f2955a87047a4201f473485a8c51fb,FOR,9.105626881102057e+17,16092028,1669922723,0x0baef5986d879ae7dc5c6c4b9ab62fafe03695c37119eed23d3e6582520b5789,0.9105626881102057,9.105626881102057e+17,1,44,ACTIVE,2500000000000000000000000,24308,6181,0,8,0,8,0,86644900685554669793,0,86644900685554669793,1669752551,16091078,16131398,0,"['FOR', 'AGAINST', 'ABSTAIN']"
Gitcoin,614btc.eth,0x8413101ecd13b0d24f9c5ba0cbf9948968bdc0dd,FOR,1.3928696137809667e+18,16092081,1669923371,0xc1e021001f4ef1650e7f3557ed2b8a9785f761af763d0471a1cf2885045ef7ff,1.3928696137809666,1.3928696137809667e+18,1,43,ACTIVE,2500000000000000000000000,24001,6129,3,161,0,164,1295922053210397418,5903156121396825060629771,0,5903157417318878271027189,1669303727,16053876,16094196,0,"['FOR', 'AGAINST', 'ABSTAIN']"
Gitcoin,stakerr.eth,0x47a76df5f20b7116a33b9715bc73092fb3690b36,FOR,1.1e+19,16092136,1669924031,0x28e94e0d5008288ffc73ffc392ef94e553df5d02e42914e4cb7583c2f94f70d1,11.0,1.1e+19,1,44,ACTIVE,2500000000000000000000000,24308,6181,0,8,0,8,0,86644900685554669793,0,86644900685554669793,1669752551,16091078,16131398,0,"['FOR', 'AGAINST', 'ABSTAIN']"
Gitcoin,ispeaknerd.eth,0x3eefaa9d6e2ab7972c1001d41c82bb4881389257,FOR,7.100531239602077e+19,16092138,1669924055,0x12eea6fed9a99512b33cb4e853f077310b452f89d90abffce909b490014f7a34,71.00531239602077,7.100531239602077e+19,1,44,ACTIVE,2500000000000000000000000,24308,6181,0,8,0,8,0,86644900685554669793,0,86644900685554669793,1669752551,16091078,16131398,0,"['FOR', 'AGAINST', 'ABSTAIN']"
Gitcoin,ddddaa.eth,0xe1d2e3dd0a744ba92ab3e9f1c2dd79fbf279f85d,FOR,1.47099071472232e+17,16092444,1669927739,0x673f6e1932b1ce297a3c5b0b0a24afed45d36fc6415be9601ad066ab684e3263,0.147099071472232,1.47099071472232e+17,1,43,ACTIVE,2500000000000000000000000,24001,6129,3,161,0,164,1295922053210397418,5903156121396825060629771,0,5903157417318878271027189,1669303727,16053876,16094196,0,"['FOR', 'AGAINST', 'ABSTAIN']"
Gitcoin,,0x2b0a6775e121d0b1b00244cfa0627fe730279f70,FOR,1.5193515813181553e+18,16092614,1669929779,0x1c56737653ddcb068c29c3d6161ab9f6c8c2277b2bae6d3d13100d48978deb96,1.5193515813181553,1.5193515813181553e+18,1,43,ACTIVE,2500000000000000000000000,24001,6129,3,161,0,164,1295922053210397418,5903156121396825060629771,0,5903157417318878271027189,1669303727,16053876,16094196,0,"['FOR', 'AGAINST', 'ABSTAIN']"
Gitcoin,zkman.eth,0xfffa889f71003f256f0e14b48e54fa2dad1f2ff0,FOR,1.2954292934102427e+17,16092726,1669931135,0x9493d45a16a639556027004f10d70b9fd7f852e768727a9bea53ef70d3b670dd,0.12954292934102427,1.2954292934102427e+17,1,44,ACTIVE,2500000000000000000000000,24308,6181,0,8,0,8,0,86644900685554669793,0,86644900685554669793,1669752551,16091078,16131398,0,"['FOR', 'AGAINST', 'ABSTAIN']"
