id,totalTokenSupply,currentTokenHolders,totalTokenHolders,currentDelegates,totalDelegates,totalDelegations,delegatedVotesRaw,delegatedVotes,proposals,proposalsQueued,proposalsExecuted,proposalsCanceled
CompoundGovernor,1000000000000000000000000000,3013,5707,76,182,202,77162790340495161115917982,77162790.340495161115917982,17,0,14,0
