,id,countProxies,countAddresses,countSlates,countSpells,countLock,countFree,countPolls,locked,lastBlock,lastSynced,hat
0,0x0,267,770,259,91,1593,1200,891,2694.234207563986911222,15718638,1665416219,0xbc59b45f54f88efd5f8f5cf0fbcbf5970a9255cc
