txnHash,delegateChange,delegateVotingPowerChange,transfer,from,to,previous,amount,flag
0x0eef3da3d6eaffac4716f6b591a667bb451e923ee97567e6eb96091000a30e6d,"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'delegator': '0x5edf60c9dc63efa6b9cd41d0aed34ea1c7e7f603', 'previousDelegate': '0x0000000000000000000000000000000000000000'}]",[],{},0x5EdF60C9dC63EFA6b9CD41d0aed34eA1C7e7F603,0xe02F8E39b8cFA7d3b62307E46077669010883459,0x0000000000000000000000000000000000000000,{},1
0x3c9f790d5c647f48fb6d9b8bed6b8766b28d0bca17ada8c5d057bbb59ca1d2ed,"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'delegator': '0x6c04ed3b8258536baee06697a40ea92a578211d4', 'previousDelegate': '0x0000000000000000000000000000000000000000'}]",[],{},0x6C04eD3b8258536bAEE06697A40Ea92a578211d4,0xe02F8E39b8cFA7d3b62307E46077669010883459,0x0000000000000000000000000000000000000000,{},1
0x55987928351fd74f83909ef9aa5f235d55e1e5f4526062b67710efd9798dcede,"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'delegator': '0xc168faae5397247d32b2ddd7accdc7b314d40d79', 'previousDelegate': '0x0000000000000000000000000000000000000000'}]",[],{},0xC168fAaE5397247d32b2DDd7ACCDc7b314d40D79,0xe02F8E39b8cFA7d3b62307E46077669010883459,0x0000000000000000000000000000000000000000,{},1
0x449baf4376dc7da8f87ac0bda671dfb80a3fea331f47cabd7a465c3eca08e49c,"[{'delegate': '0x977c146c152fd702c45c809f3972cbe1401ddc97', 'delegator': '0x977c146c152fd702c45c809f3972cbe1401ddc97', 'previousDelegate': '0x0000000000000000000000000000000000000000'}]",[],{},0x977C146C152FD702c45c809f3972Cbe1401Ddc97,0x977C146C152FD702c45c809f3972Cbe1401Ddc97,0x0000000000000000000000000000000000000000,{},1
0x490436f4452b71c937e29721dd58a1df3e384efea94cea26467a06e0be3d4db5,"[{'delegate': '0xf07a2439296e07bc4320af924e655a01fb69d89c', 'delegator': '0xf07a2439296e07bc4320af924e655a01fb69d89c', 'previousDelegate': '0x0000000000000000000000000000000000000000'}]",[],{},0xf07A2439296e07Bc4320AF924E655a01fb69D89C,0xf07A2439296e07Bc4320AF924E655a01fb69D89C,0x0000000000000000000000000000000000000000,{},1
0x34a76c49ae53d68a5aae53a16bcdc8081bc175bfb131b3fe657791d4ace7649d,"[{'delegate': '0x3fed71848b74b9f3ff26544cad368c082cb31961', 'delegator': '0x3fed71848b74b9f3ff26544cad368c082cb31961', 'previousDelegate': '0x0000000000000000000000000000000000000000'}]",[],{},0x3fEd71848b74B9f3fF26544cad368C082CB31961,0x3fEd71848b74B9f3fF26544cad368C082CB31961,0x0000000000000000000000000000000000000000,{},1
0x36352d174d5115e73618c88a5a04dd10c339e80c531972f5e5831be39eff5409,"[{'delegate': '0x5568d637aefe29d939a724f64e0515b238353bfb', 'delegator': '0x5568d637aefe29d939a724f64e0515b238353bfb', 'previousDelegate': '0x0000000000000000000000000000000000000000'}]",[],{},0x5568d637aEfE29D939a724f64e0515B238353Bfb,0x5568d637aEfE29D939a724f64e0515B238353Bfb,0x0000000000000000000000000000000000000000,{},1
0x7aa07ea9499f6f36bd4c5ecedbf032489575a135a0d26e56b31f5b0ad1f60fbc,"[{'delegate': '0x5568d637aefe29d939a724f64e0515b238353bfb', 'delegator': '0x5568d637aefe29d939a724f64e0515b238353bfb', 'previousDelegate': '0x5568d637aefe29d939a724f64e0515b238353bfb'}]",[],{},0x5568d637aEfE29D939a724f64e0515B238353Bfb,0x5568d637aEfE29D939a724f64e0515B238353Bfb,0x5568d637aEfE29D939a724f64e0515B238353Bfb,{},1
0xb56d30bd3a39bf777a2045cea78b04424851a3f39515cde9fe4d20f91f9b689c,"[{'delegate': '0x5568d637aefe29d939a724f64e0515b238353bfb', 'delegator': '0x5568d637aefe29d939a724f64e0515b238353bfb', 'previousDelegate': '0x5568d637aefe29d939a724f64e0515b238353bfb'}]",[],{},0x5568d637aEfE29D939a724f64e0515B238353Bfb,0x5568d637aEfE29D939a724f64e0515B238353Bfb,0x5568d637aEfE29D939a724f64e0515B238353Bfb,{},1
0xaaa5eb21a263fc414b4cdd612f92d6c3c66b81bf423969df6cdc4fefff3e6de7,"[{'delegate': '0x8179c42ddb788e51128f2f6672b5466458291e05', 'delegator': '0x8179c42ddb788e51128f2f6672b5466458291e05', 'previousDelegate': '0x8179c42ddb788e51128f2f6672b5466458291e05'}]",[],{},0x8179c42DDb788E51128f2f6672B5466458291E05,0x8179c42DDb788E51128f2f6672B5466458291E05,0x8179c42DDb788E51128f2f6672B5466458291E05,{},1
