txnHash,delegateChange,delegateVotingPowerChange,transfer,from,to,previous,amount,flag
0x84bdb45f2934cdb0e092022ee6a2d136cad4ca5e81020aeaf1877975cf1dee86,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '319622716117178367644321391', 'newBalance': '319622715117178367644321391'}]","{'0x1859CE7507519Be0E681b903fE7Df205821a550b': [['0xe02F8E39b8cFA7d3b62307E46077669010883459', Decimal('1000000000000000000')]]}",,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('-1000000000000000000')},0
0x84173de4097a7c8f4ada96d49093ed4a7250457064e97e3db401dee679dfd0fe,[],"[{'delegate': '0x9843c8a8263308a309bfc3c2d1c308126d8e754d', 'previousBalance': '39758198303281383741641', 'newBalance': '1039758198303281383741641'}]","{'0x9843C8a8263308A309BfC3C2d1c308126D8E754D': [['0x43365213237ab259C707Bc2Cbc3e07d123ae2AD5', Decimal('1000000000000000000000000')]]}",,,,{'0x9843C8a8263308A309BfC3C2d1c308126D8E754D': Decimal('1000000000000000000000000')},0
0x33a51a6f26fa73c5175702604d420374ffe2dbca826fd6f09e0ea7d6ab4a15ae,[],"[{'delegate': '0x9843c8a8263308a309bfc3c2d1c308126d8e754d', 'previousBalance': '1039758198303281383741641', 'newBalance': '39758198303281383741641'}]","{'0xD13F8C25CceD32cdfA79EB5eD654Ce3e484dCAF5': [['0x9843C8a8263308A309BfC3C2d1c308126D8E754D', Decimal('1000000000000000000000000')]]}",,,,{'0x9843C8a8263308A309BfC3C2d1c308126D8E754D': Decimal('-1000000000000000000000000')},0
0xafba4f17ee01dbcdbfb73e65ed3f661052153936284d2c970ddc280c0e9fcc3c,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '319622715117178367644321391', 'newBalance': '319622240117178367644321391'}, {'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '319622240117178367644321391', 'newBalance': '319621889117178367644321391'}, {'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '319621889117178367644321391', 'newBalance': '319621884117178367644321391'}, {'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '319621884117178367644321391', 'newBalance': '319621688117178367644321391'}, {'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '319621688117178367644321391', 'newBalance': '319621125117178367644321391'}, {'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '319621125117178367644321391', 'newBalance': '319619706117178367644321391'}]","{'0x500D082eBb47447489D7dAB8fAcE2Ffcb2D4a2De': [['0xe02F8E39b8cFA7d3b62307E46077669010883459', Decimal('475000000000000000000')], ['0xe02F8E39b8cFA7d3b62307E46077669010883459', Decimal('475000000000000000000')], ['0xe02F8E39b8cFA7d3b62307E46077669010883459', Decimal('475000000000000000000')], ['0xe02F8E39b8cFA7d3b62307E46077669010883459', Decimal('475000000000000000000')], ['0xe02F8E39b8cFA7d3b62307E46077669010883459', Decimal('475000000000000000000')], ['0xe02F8E39b8cFA7d3b62307E46077669010883459', Decimal('475000000000000000000')]]}",,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('-3009000000000000000000')},0
0x5eda24e955e340ca2022fdf374bcbd7a7e689cdd68c172a5329b739412ae190a,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '319619706117178367644321391', 'newBalance': '319654601201219099423983215'}]","{'0xe02F8E39b8cFA7d3b62307E46077669010883459': [['0x378Ba9B73309bE80BF4C2c027aAD799766a7ED5A', Decimal('1322983047602205360128')]]}",,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('34895084040731779661824')},0
0x3badc751756d8f874bf10976966a0b2bd5fb3679395b7d4b87061102822f3026,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '319654601201219099423983215', 'newBalance': '319804501495429255024146435'}]",{},,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('149900294210155600163220')},0
0xb2a15fa55551640acf04a2bf43bd94a8a0349718ef36264ffe8b4e421beb18a4,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '319804501495429255024146435', 'newBalance': '312027052185429255024146435'}]","{'0x1859CE7507519Be0E681b903fE7Df205821a550b': [['0xe02F8E39b8cFA7d3b62307E46077669010883459', Decimal('7777449310000000000000000')]]}",,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('-7777449310000000000000000')},0
0x1c7abbbf9b5e99dd667d82627ec600668dedf0049732ba805568350174aea04f,[],"[{'delegate': '0xcf263cee139763114faafc5f52865135412f50ec', 'previousBalance': '9388735650657794289268906', 'newBalance': '10403640838379762833155258'}]","{'0xCF263cEe139763114fAaFC5F52865135412F50Ec': [['0x43365213237ab259C707Bc2Cbc3e07d123ae2AD5', Decimal('1014905187721968543886352')]]}",,,,{'0xCF263cEe139763114fAaFC5F52865135412F50Ec': Decimal('1014905187721968543886352')},0
0xda1d479debcf3ababaf806c06643f18e801eeafdb9b09d03bd2761e47887bc8b,[],"[{'delegate': '0xcf263cee139763114faafc5f52865135412f50ec', 'previousBalance': '10403640838379762833155258', 'newBalance': '10439623524833339697691026'}]","{'0xCF263cEe139763114fAaFC5F52865135412F50Ec': [['0x43365213237ab259C707Bc2Cbc3e07d123ae2AD5', Decimal('35982686453576864535768')]]}",,,,{'0xCF263cEe139763114fAaFC5F52865135412F50Ec': Decimal('35982686453576864535768')},0
0x3acdd0f0519c378fa2fb980e46bf8db60f09a416ce2965b660af30056a8bbc47,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '312027052185429255024146435', 'newBalance': '312175748631309814384858544'}]",{},,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('148696445880559360712109')},0
0x0bc65f1ccf94b182f8ca3dd90f6fed4a7fb5c1f82178a9c643600c23253196b1,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '312175748631309814384858544', 'newBalance': '311175748631309814384858544'}]","{'0x571f39d351513146248AcafA9D0509319A327C4D': [['0xe02F8E39b8cFA7d3b62307E46077669010883459', Decimal('1000000000000000000000000')]]}",,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('-1000000000000000000000000')},0
0x1643ae81a18bf7781c8afcff5d6f5ae9183daa31ace1765c1ebc072912be68b5,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '311175748631309814384858544', 'newBalance': '311174794631309814384858544'}, {'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '311174794631309814384858544', 'newBalance': '311174083631309814384858544'}, {'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '311174083631309814384858544', 'newBalance': '311174044631309814384858544'}, {'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '311174044631309814384858544', 'newBalance': '311173640631309814384858544'}]","{'0x500D082eBb47447489D7dAB8fAcE2Ffcb2D4a2De': [['0xe02F8E39b8cFA7d3b62307E46077669010883459', Decimal('954000000000000000000')], ['0xe02F8E39b8cFA7d3b62307E46077669010883459', Decimal('954000000000000000000')], ['0xe02F8E39b8cFA7d3b62307E46077669010883459', Decimal('954000000000000000000')], ['0xe02F8E39b8cFA7d3b62307E46077669010883459', Decimal('954000000000000000000')]]}",,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('-2108000000000000000000')},0
0x77960d3cb21ff7440d4075cd3ebea0fb6f96cd2338640931746d4dc9514aceed,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '311173640631309814384858544', 'newBalance': '311316692377266892379738236'}]",{},,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('143051745957077994879692')},0
0xea9d4813654ba23fcfd0c6dd6e005af2736a3ea93358758bfa6df8da54714160,[],"[{'delegate': '0x9843c8a8263308a309bfc3c2d1c308126d8e754d', 'previousBalance': '39758198303281383741641', 'newBalance': '39943440358109430914579'}]","{'0x9843C8a8263308A309BfC3C2d1c308126D8E754D': [['0xC5B3B2537499e3943C9A359886193F3F89EdDc6a', Decimal('548534303658702842461')]]}",,,,{'0x9843C8a8263308A309BfC3C2d1c308126D8E754D': Decimal('185242054828047172938')},0
0xb30bb5baff919eb9092880e10994bebb1bcdc1db214957450b69709bc77a0744,[],"[{'delegate': '0x9843c8a8263308a309bfc3c2d1c308126d8e754d', 'previousBalance': '39943440358109430914579', 'newBalance': '47947123671808211957040'}]",{},,,,{'0x9843C8a8263308A309BfC3C2d1c308126D8E754D': Decimal('8003683313698781042461')},0
0x70c694571f9150e88eecede34e3e8d080becc947e96856b23751ab494af6c612,[],"[{'delegate': '0x14860ed3597d27afd017513ab9ef9cb9cc16f1f7', 'previousBalance': '4', 'newBalance': '36792674654122802851249'}]","{'0x14860ed3597D27afD017513Ab9EF9Cb9CC16F1f7': [['0xBa625B318483516F7483DD2c4706aC92d44dBB2B', Decimal('36792674654122802851245')]]}",,,,{'0x14860ed3597D27afD017513Ab9EF9Cb9CC16F1f7': Decimal('36792674654122802851245')},0
0x821718c881e175671d64aeecc8aaa0b472faf46ad9c3ca564c85a6a73abe956f,[],"[{'delegate': '0x14860ed3597d27afd017513ab9ef9cb9cc16f1f7', 'previousBalance': '36792674654122802851249', 'newBalance': '0'}]","{'0xFb55AF0ef0DcdeC92Bd3752E7a9237dfEfB8AcC0': [['0x14860ed3597D27afD017513Ab9EF9Cb9CC16F1f7', Decimal('36792674654122802851249')]]}",,,,{'0x14860ed3597D27afD017513Ab9EF9Cb9CC16F1f7': Decimal('-36792674654122802851249')},0
0x452118ca211ad0148a3db22957e772e13ab47cd35450790214cefda744fbdb65,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '311316692377266892379738236', 'newBalance': '311521778155687573541770236'}]",{},,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('205085778420681162032000')},0
0xe7390650482d74cc865ad236be271b6c16c5502e67c5d4aca11556ec478de88c,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '311521778155687573541770236', 'newBalance': '307921778155687573541770236'}]","{'0xEa51Ccb352Aea7641fF4D88536F0F06Fd052EF8f': [['0xe02F8E39b8cFA7d3b62307E46077669010883459', Decimal('3600000000000000000000000')]]}",,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('-3600000000000000000000000')},0
0x08583a10ededd1aca522ccb56db0ab9534891967184b14a364c0a788c3a2d52b,[],"[{'delegate': '0x9843c8a8263308a309bfc3c2d1c308126d8e754d', 'previousBalance': '47947123671808211957040', 'newBalance': '56804724235298097613379'}]",{},,,,{'0x9843C8a8263308A309BfC3C2d1c308126D8E754D': Decimal('8857600563489885656339')},0
0xc9c148b1ed2de0f021732aa390b208c0c39f419cce9c27f8d540e36302def47b,[],"[{'delegate': '0x9843c8a8263308a309bfc3c2d1c308126d8e754d', 'previousBalance': '56804724235298097613379', 'newBalance': '56886568032958474222426'}]","{'0x9843C8a8263308A309BfC3C2d1c308126D8E754D': [['0xC5B3B2537499e3943C9A359886193F3F89EdDc6a', Decimal('229276641142137045800')]]}",,,,{'0x9843C8a8263308A309BfC3C2d1c308126D8E754D': Decimal('81843797660376609047')},0
0x60b1bbc0ddb24f463087c0206445acdd0a5c5d95f793d10e677c84815db871bb,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '307921778155687573541770236', 'newBalance': '308108322805486354358899187'}]",{},,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('186544649798780817128951')},0
0xd56149fb1610779eae3358e6e134015156b106100d64c408b5eeebd0e4b70a6a,[],"[{'delegate': '0xcf263cee139763114faafc5f52865135412f50ec', 'previousBalance': '10439623524833339697691026', 'newBalance': '11579201573201342403593276'}]","{'0xCF263cEe139763114fAaFC5F52865135412F50Ec': [['0x43365213237ab259C707Bc2Cbc3e07d123ae2AD5', Decimal('1139578048368002705902250')]]}",,,,{'0xCF263cEe139763114fAaFC5F52865135412F50Ec': Decimal('1139578048368002705902250')},0
0xe0b6c4f00aeb200b408b7cacc55a250357e0d3a829978f716d2e590d11df25cd,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '308108322805486354358899187', 'newBalance': '308293374394884897597115991'}]",{},,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('185051589398543238216804')},0
0x6553978298aa1e7958675fe78403de8832461d25eb5848db404267f6591aaabd,[],"[{'delegate': '0x9843c8a8263308a309bfc3c2d1c308126d8e754d', 'previousBalance': '56886568032958474222426', 'newBalance': '56966890947637233337737'}]","{'0x9843C8a8263308A309BfC3C2d1c308126D8E754D': [['0xC5B3B2537499e3943C9A359886193F3F89EdDc6a', Decimal('275506047455579737121')]]}",,,,{'0x9843C8a8263308A309BfC3C2d1c308126D8E754D': Decimal('80322914678759115311')},0
0x198ac2c70f2c9fbfbea6df54e6a5b9d4ef3a30c225d83a36346d8db011245e3a,[],"[{'delegate': '0x9843c8a8263308a309bfc3c2d1c308126d8e754d', 'previousBalance': '56966890947637233337737', 'newBalance': '67462524596293792559980'}]",{},,,,{'0x9843C8a8263308A309BfC3C2d1c308126D8E754D': Decimal('10495633648656559222243')},0
0x9b4cea0f86ab20e838918d6de6171a32a0a3ab95d8161d8bf47aece6e68a8ce3,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '308293374394884897597115991', 'newBalance': '308293320394884897597115991'}, {'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '308293320394884897597115991', 'newBalance': '308291185394884897597115991'}, {'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '308291185394884897597115991', 'newBalance': '308290091394884897597115991'}, {'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '308290091394884897597115991', 'newBalance': '308290075394884897597115991'}, {'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '308290075394884897597115991', 'newBalance': '308289477394884897597115991'}, {'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '308289477394884897597115991', 'newBalance': '308239477394884897597115991'}]","{'0xe0e6111985A78E99596FE8100c07Ba8a8403060F': [['0xe02F8E39b8cFA7d3b62307E46077669010883459', Decimal('54000000000000000000')], ['0xe02F8E39b8cFA7d3b62307E46077669010883459', Decimal('54000000000000000000')], ['0xe02F8E39b8cFA7d3b62307E46077669010883459', Decimal('54000000000000000000')], ['0xe02F8E39b8cFA7d3b62307E46077669010883459', Decimal('54000000000000000000')], ['0xe02F8E39b8cFA7d3b62307E46077669010883459', Decimal('54000000000000000000')], ['0xe02F8E39b8cFA7d3b62307E46077669010883459', Decimal('54000000000000000000')]]}",,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('-53897000000000000000000')},0
0x40c084518ec13d370fb7677b932e9cc0afb5448944a75e5e199ec647232c7853,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '308239477394884897597115991', 'newBalance': '308780113484230323110971021'}]",{},,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('540636089345425513855030')},0
0xcc44c9643b4ce93a01c7ea81caa4c365c3bbd4908e4c79ecdf79fbdac6483655,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '308780113484230323110971021', 'newBalance': '309316704882345336804228696'}]",{},,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('536591398115013693257675')},0
0x401d07a5bbd62f86ec673120b15f233002f0498cc87d95419b412518b13176bc,[],"[{'delegate': '0xcf263cee139763114faafc5f52865135412f50ec', 'previousBalance': '11579201573201342403593276', 'newBalance': '12581256367721890348798755'}]","{'0xCF263cEe139763114fAaFC5F52865135412F50Ec': [['0x43365213237ab259C707Bc2Cbc3e07d123ae2AD5', Decimal('1002054794520547945205479')]]}",,,,{'0xCF263cEe139763114fAaFC5F52865135412F50Ec': Decimal('1002054794520547945205479')},0
0xb401666320ccec9d6bdf111e2ea378876cf446245c9e64dd2cfe9fdf4dd607bc,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '309316704882345336804228696', 'newBalance': '309509785865547928976064489'}]",{},,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('193080983202592171835793')},0
0x516601298c6edaff6045456dfd878cf5412b5fc77d1cddf328721e778a635e2e,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '309509785865547928976064489', 'newBalance': '309699604247306015315882184'}]",{},,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('189818381758086339817695')},0
0xa21b088ec244b5f4312ae29ae6e74210f39cb2c6e3fe7312b33602bf64924825,[],"[{'delegate': '0x9843c8a8263308a309bfc3c2d1c308126d8e754d', 'previousBalance': '67462524596293792559980', 'newBalance': '78382870128891603241022'}]",{},,,,{'0x9843C8a8263308A309BfC3C2d1c308126D8E754D': Decimal('10920345532597810681042')},0
0x0031cec0bbd4e541fb62103878738983f9c5a03817657e7696f13c8c30fb9cb4,[],"[{'delegate': '0x9843c8a8263308a309bfc3c2d1c308126d8e754d', 'previousBalance': '78382870128891603241022', 'newBalance': '78382871821708440247402'}]","{'0x9843C8a8263308A309BfC3C2d1c308126D8E754D': [['0xC5B3B2537499e3943C9A359886193F3F89EdDc6a', Decimal('620628035148735348645')]]}",,,,{'0x9843C8a8263308A309BfC3C2d1c308126D8E754D': Decimal('1692816837006380')},0
0xa1a8942eeb20d02f6e0bb3fe3e53b90ff978598e4d5e8c54fc36d77435b1f199,[],"[{'delegate': '0x5568d637aefe29d939a724f64e0515b238353bfb', 'previousBalance': '0', 'newBalance': '7059129785014730432'}]",{},,,,{},0
0x3996de25d65861eddedd13b52cf3e67379b8c2823c98c6e3666bc0ca102c4ee6,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '309699604247306015315882184', 'newBalance': '309860639017102993777449189'}]",{},,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('161034769796978461567005')},0
0xe8270a8a84e2a0ada241639aa7d097fa26f040a80a61501459490dc5b8ff799f,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '309860639017102993777449189', 'newBalance': '310022899962487972399203799'}]",{},,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('162260945384978621754610')},0
0xee708e7cc1b1a62403da0b77c06ced1112c795d96409d4120ea0af088cbc22a9,[],"[{'delegate': '0x9843c8a8263308a309bfc3c2d1c308126d8e754d', 'previousBalance': '78382871821708440247402', 'newBalance': '2078382871821708440247402'}]","{'0x9843C8a8263308A309BfC3C2d1c308126D8E754D': [['0x43365213237ab259C707Bc2Cbc3e07d123ae2AD5', Decimal('2000000000000000000000000')]]}",,,,{'0x9843C8a8263308A309BfC3C2d1c308126D8E754D': Decimal('2000000000000000000000000')},0
0x4d5bcda537ab3d457fa245f3f79f4f8746f6d4b1f65a0e41317feb47e585c2b2,[],"[{'delegate': '0x9843c8a8263308a309bfc3c2d1c308126d8e754d', 'previousBalance': '2078382871821708440247402', 'newBalance': '1078382871821708440247402'}]","{'0xD13F8C25CceD32cdfA79EB5eD654Ce3e484dCAF5': [['0x9843C8a8263308A309BfC3C2d1c308126D8E754D', Decimal('1000000000000000000000000')]]}",,,,{'0x9843C8a8263308A309BfC3C2d1c308126D8E754D': Decimal('-1000000000000000000000000')},0
0x84aacd99b3c67f706eff23457cd5dd4043f0ed5d83494ccfac5b761bfba7eb34,[],"[{'delegate': '0x9843c8a8263308a309bfc3c2d1c308126d8e754d', 'previousBalance': '1078382871821708440247402', 'newBalance': '1082096901656880528968061'}]",{},,,,{'0x9843C8a8263308A309BfC3C2d1c308126D8E754D': Decimal('3714029835172088720659')},0
0x6f7448bed967a1cb8841c333a8686c313e59732149a72ce5f015a82eb085827a,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '310022899962487972399203799', 'newBalance': '310022900962487972399203799'}]","{'0xe02F8E39b8cFA7d3b62307E46077669010883459': [['0x4f3a120E72C76c22ae802D129F599BFDbc31cb81', Decimal('1000000000000000000')]]}",,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('1000000000000000000')},0
0x45f84ff0e7d96476415a50514c00ff33e4c202e08ca1377f8e614204fee9782c,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '310022900962487972399203799', 'newBalance': '322522899962487972399203799'}]","{'0xe02F8E39b8cFA7d3b62307E46077669010883459': [['0x4f3a120E72C76c22ae802D129F599BFDbc31cb81', Decimal('12499999000000000000000000')]]}",,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('12499999000000000000000000')},0
0xac8ce272e071bc7d72107e6bc078bdeb0689dfd81e2107b8451f19db0fd45b50,"[{'delegate': '0x6bb6469862ce578dcfb712fd495a180f0dbc3e15', 'delegator': '0x6bb6469862ce578dcfb712fd495a180f0dbc3e15', 'previousDelegate': '0x0000000000000000000000000000000000000000'}]","[{'delegate': '0x6bb6469862ce578dcfb712fd495a180f0dbc3e15', 'previousBalance': '0', 'newBalance': '358869822141084727370'}]",{},0x6bB6469862Ce578DCFb712Fd495a180f0DBC3e15,0x6bB6469862Ce578DCFb712Fd495a180f0DBC3e15,0x0000000000000000000000000000000000000000,{'0x6bB6469862Ce578DCFb712Fd495a180f0DBC3e15': Decimal('358869822141084727370')},1
0xaa067b4861338248321ca283b095221f4d11bb3796a1a5599fa5ef588482a531,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '322522899962487972399203799', 'newBalance': '322860149278970810680811987'}]",{},,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('337249316482838281608188')},0
0x13eaf6bad8d663e92b1d53ba8b5bbe6462f1939ed9579040e160c1286a19504b,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '322860149278970810680811987', 'newBalance': '323194405682535137344057049'}]",{},,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('334256403564326663245062')},0
0x0e2b05bb76d37ac140e9ec603f9f16fc075a52b82ca6f9e4c4e65b85c1130563,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '323194405682535137344057049', 'newBalance': '322864405682535137344057049'}]","{'0xfdA462548Ce04282f4B6D6619823a7C64Fdc0185': [['0xe02F8E39b8cFA7d3b62307E46077669010883459', Decimal('330000000000000000000000')]]}",,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('-330000000000000000000000')},0
0xe3d913b253b223650013e9bd8026ee4a99994d6889486c9685ea476d664cdf91,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '322864405682535137344057049', 'newBalance': '323047683177044479275252460'}]",{},,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('183277494509341931195411')},0
0x38ff30012dc4fbb2a17b60d239c72762d8c863ba58b5680dca300749fa30af22,"[{'delegate': '0xe8f49f7fed0b55a095291941c1ea2e4a8df7c0cf', 'delegator': '0xe8f49f7fed0b55a095291941c1ea2e4a8df7c0cf', 'previousDelegate': '0x0000000000000000000000000000000000000000'}]","[{'delegate': '0xe8f49f7fed0b55a095291941c1ea2e4a8df7c0cf', 'previousBalance': '0', 'newBalance': '22880483446775372383'}]",{},0xE8F49f7fED0B55A095291941C1eA2e4A8DF7C0Cf,0xE8F49f7fED0B55A095291941C1eA2e4A8DF7C0Cf,0x0000000000000000000000000000000000000000,{'0xE8F49f7fED0B55A095291941C1eA2e4A8DF7C0Cf': Decimal('22880483446775372383')},1
0xabb3d30396cbbd404d222a8c5231fd30886b886d2bfa536970d86365293eec6e,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '323047683177044479275252460', 'newBalance': '273047683177044479275252460'}]","{'0x43365213237ab259C707Bc2Cbc3e07d123ae2AD5': [['0xe02F8E39b8cFA7d3b62307E46077669010883459', Decimal('50000000000000000000000000')]]}",,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('-50000000000000000000000000')},0
0xa919d3b58155aee3b42f729ef5932844a57b3eb1f23e6ba7b2251f3b1263039d,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '273047683177044479275252460', 'newBalance': '273228209053643758970442942'}]",{},,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('180525876599279695190482')},0
0xe654652b30d75b1d3d5cf12570a8ade763ba2fbbb43d691e9c600b5809e413fa,"[{'delegate': '0xd2602c7bdfc9f413974e944280bbfae275d1b1b6', 'delegator': '0xd2602c7bdfc9f413974e944280bbfae275d1b1b6', 'previousDelegate': '0x0000000000000000000000000000000000000000'}]","[{'delegate': '0xd2602c7bdfc9f413974e944280bbfae275d1b1b6', 'previousBalance': '0', 'newBalance': '709991484924495437121'}]",{},0xD2602C7bDFC9F413974e944280BbFae275d1B1b6,0xD2602C7bDFC9F413974e944280BbFae275d1B1b6,0x0000000000000000000000000000000000000000,{'0xD2602C7bDFC9F413974e944280BbFae275d1B1b6': Decimal('709991484924495437121')},1
0x330a19364fe352dbd7856e2925c79b5e717b9274153cd5b29ffb0bf55ed181a2,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '273228209053643758970442942', 'newBalance': '273228208053643758970442942'}]","{'0xC9EFDFAa344453D3deeF2eC71DdFC25a661a937d': [['0xe02F8E39b8cFA7d3b62307E46077669010883459', Decimal('1000000000000000000')]]}",,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('-1000000000000000000')},0
0x817dafa254bfb3e5571e1452fd3f8a033269f3b327e0a9c5f31416efb388343c,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '273228208053643758970442942', 'newBalance': '265450758753643758970442942'}]","{'0xC9EFDFAa344453D3deeF2eC71DdFC25a661a937d': [['0xe02F8E39b8cFA7d3b62307E46077669010883459', Decimal('7777449300000000000000000')]]}",,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('-7777449300000000000000000')},0
0x3865de381b6024ec077e18573ef579a72a42817d69da54ba54eb060dc73c36d3,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '265450758753643758970442942', 'newBalance': '265626158258096518551135769'}]",{},,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('175399504452759580692827')},0
0x5e9a797ae02da4d1556278ca1177e67fcc4dce3ff70b6642f6f1efa817dd9327,[],"[{'delegate': '0x5568d637aefe29d939a724f64e0515b238353bfb', 'previousBalance': '7059129785014730432', 'newBalance': '0'}]",{},,,,{},0
0x7333311e268036b73df302f45e55f7957fe307e76e0dbb340e70660f636cf71f,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '265626158258096518551135769', 'newBalance': '265800163029651521320795839'}]",{},,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('174004771555002769660070')},0
