txnHash,source,value
0x763d63e572261789c8f0be510e05b502755764f747e15c1e791c53d99835061d,"['dvpc', 'transfer']","[nan, '13391707508505623759848']"
0x7647206142c00bdb5ffec9df2ccadc40a7b931f017009341cb1b7f8efaf1e127,"['dvpc', 'transfer']","[nan, '95718815610459416761']"
0x767d53d62fc7115020116063febb0ca04a726eb2cf711f43d0f86562fac03f9c,"['dvpc', 'transfer']","[nan, '21501626555226503673762']"
0x77587dbb8f0856ee5564e50901ed3ef430c67fdf8eaf4172918f2dd4a613e3c3,"['dvpc', 'transfer']","[nan, '61753896369896734218573']"
0x77960d3cb21ff7440d4075cd3ebea0fb6f96cd2338640931746d4dc9514aceed,"['dvpc', 'transfer']","[nan, '206627801668251833665846']"
0x77dd928193734ab0a71576280d51c92e8029d3e690fb5dfe6c800bf8595e830d,"['dvpc', 'transfer']","[nan, '529088449179773380686622']"
0x77fdf1d247b2fb00453158d6bfbf9378a1b304837e2580c01166c15d952cc105,"['dvpc', 'dvpc', 'dvpc', 'dvpc', 'transfer', 'transfer', 'transfer', 'transfer']","[nan, nan, nan, nan, '160945620840161783664568', '160945620840161783664568', '160945620840161783664568', '160945620840161783664568']"
0x793deaba68082bb32b9bb894126101e8d414d418c95ebef50622ee18d51f5908,"['dvpc', 'dc']","[nan, nan]"
0x7a99e05f3135ab1e56033779f74cfbbc39d9ded7537f7658f5de860730c4fd70,"['dvpc', 'transfer']","[nan, '200000000000000000000000']"
0x7aa07ea9499f6f36bd4c5ecedbf032489575a135a0d26e56b31f5b0ad1f60fbc,['dc'],[nan]
0x7b5319aebda1935621a2352731be7a012c195c8fef70a4152f7a06cdcd3978db,"['dvpc', 'transfer']","[nan, '500000000000000000000000']"
0x7b5cc5924f3fdec7d65b89a3fbe2903de7d64b53cabd52d4b99ec8f3512e9138,"['dvpc', 'transfer']","[nan, '10000000000000000000000']"
0x7b6579cc807cea8161f2065b4f709fc20efe5d2de5a5fb682120b7cc41829e8b,"['dvpc', 'transfer']","[nan, '1990000000000000000']"
0x7bd8b3b5e3f6f777c64b71c6e98f0f2c6022df5dfedc68d6c0bba4a5cc27abcf,"['dvpc', 'dc']","[nan, nan]"
0x7c8f71699985fc9912518f835a71b44e2bcc2b9772e92979fdc3fb6ca82100da,"['dvpc', 'transfer']","[nan, '196276572511995825264355']"
0x7d40348c2b2ee26a605ea805cfdbbf25064abef683d77db222db8de5b929875b,"['dvpc', 'dc']","[nan, nan]"
0x7d6e303715d29a540c6375f9c341376b7b894e619f74914bba7577298f1bfa81,"['dvpc', 'transfer']","[nan, '511060211043978695556']"
0x7ddddb28aad0ed1f582034d0beefd4fbc36d7faa00131a2a2f8e83d7807806c4,"['dvpc', 'transfer']","[nan, '33988086815792663765']"
0x7de8140a4e1273d7660b3d724fa3ac97ac78071f29d03bc3faa8996bb2e36168,"['dvpc', 'transfer']","[nan, '600000000000000000000000']"
0x7e85452844abbac53ca57ad26998026f23746d590df1c40204025d9a5d034bea,"['dvpc', 'transfer']","[nan, '405935016066294605107391']"
0x7efc0527e381b51c3f2629f69ecf37a4ad435f0e656dff09a533c386b8612006,"['dvpc', 'transfer']","[nan, '13675791146387918163353']"
0x7f9b77ddf2b64d28d1302a564c6d4de1294b2f3357b7e1cdc624bea732da4a8e,"['dvpc', 'transfer']","[nan, '37596840023479747431604']"
0x8048a280d0d4fa84033c67b556562de1859eaf95ae1dfa43b2fd95ee08779513,"['dvpc', 'transfer']","[nan, '115575819262352985349676']"
0x80574464ecccd02ba1a03736c32e618f590941fddd6a1bd203101ccb3a3a264d,"['dvpc', 'transfer']","[nan, '6000000000000000000000000']"
0x817dafa254bfb3e5571e1452fd3f8a033269f3b327e0a9c5f31416efb388343c,"['dvpc', 'transfer']","[nan, '7777449300000000000000000']"
0x818b6125396795a78e8f55da2f2f89eaa9a0c3f25d06194b0b84d67d164e380a,"['dvpc', 'transfer']","[nan, '111777777777777777777777']"
0x81ae71bac47aaeef3f3def6083d8c291c39d61ae3af98ce86b518db470466787,"['dvpc', 'transfer']","[nan, '10000000000000000000000']"
0x821718c881e175671d64aeecc8aaa0b472faf46ad9c3ca564c85a6a73abe956f,"['dvpc', 'transfer']","[nan, '36792674654122802851249']"
0x82a7e1212bff84e2379344daedc24318d025dd432dbdd4c2fe34c85208f2721e,"['dvpc', 'transfer']","[nan, '80000000000000000']"
0x83694a2edaf9491c964395381b411a61aab8208d0f995f7929d568498b9f833e,"['dvpc', 'transfer']","[nan, '334001859494006728365982']"
0x83a67e62e7ebf7ad188d216c2bd634383f7d41babf0ce96f7a7a2c17ef627741,"['dvpc', 'transfer']","[nan, '24305011952080301572440']"
0x84173de4097a7c8f4ada96d49093ed4a7250457064e97e3db401dee679dfd0fe,"['dvpc', 'transfer']","[nan, '1000000000000000000000000']"
0x84aacd99b3c67f706eff23457cd5dd4043f0ed5d83494ccfac5b761bfba7eb34,"['dvpc', 'transfer']","[nan, '364655263701799129998']"
0x84bdb45f2934cdb0e092022ee6a2d136cad4ca5e81020aeaf1877975cf1dee86,"['dvpc', 'transfer']","[nan, '1000000000000000000']"
0x85721a9570b45a354454dc06f5de9cceef50abd4bd55183ffd018b8d715d7080,"['dvpc', 'dc']","[nan, nan]"
0x8591d7e228c7e5bb9cb4e0687a1152d85b10f809ae25eca4635073bea306c35e,"['dvpc', 'transfer']","[nan, '166897243175667980192569']"
0x8617e004c724cb30a93052e3adefcc9b8e64241b48a810052b9273fff290fc8f,"['dvpc', 'dvpc', 'transfer', 'transfer']","[nan, nan, '500150093015389819042787', '500150093015389819042787']"
0x865464723fc070d8685f1a6540370998904397e19cda7f0cc10f1b37290e1114,"['dvpc', 'dvpc', 'transfer', 'transfer']","[nan, nan, '2400000000000000000000000', '2400000000000000000000000']"
0x86e4e737ca0bd3ba85b9e9a005ec8f2278d2e20a38fe46b2b02e42fffaae110b,"['dvpc', 'transfer']","[nan, '50000000000000000000000']"
0x87eaa73e81fbaa57f6c2b51a8b3c222ac95ea0d0c61732bef9b0800f17b3656c,"['dvpc', 'transfer']","[nan, '100000000000000000000000']"
0x88eeeb07b19f2fc41f0d3d55ce5b9ea6c073be941bfb22972f7421bc0b791e11,"['dvpc', 'transfer']","[nan, '1435782234156891251408']"
0x894ecde6392122bc70694995aae73935b38ab39763122fbc836bb1ac88ed055b,"['dvpc', 'transfer']","[nan, '761124762709310047509']"
0x8acdfdbb521278e0be9e2e701c9ca8309d0e35ee630f9419f555412c1e484be5,"['dvpc', 'transfer']","[nan, '1276946981227803145611365']"
0x8ee6ab490ea56f10d58bc39efa5d72122c8a28f5ed44e0bd51c481ca1fc7a862,"['dvpc', 'transfer']","[nan, '1152120101559857314621']"
0x8fdced5d2a483f587ef062d5abde1b03d31327fdec736c756cb81bd8ed9a8034,"['dvpc', 'dc']","[nan, nan]"
0x914a5091659a3e3915af60fb67aae0561a7e3838c16df26451e7c9d4e2157a15,"['dvpc', 'transfer']","[nan, '200000000000000000000000']"
0x92af77e6fe9f6d811f458508a765c2f9c482cfcd711587fd8bfe0f62e296be86,"['dvpc', 'transfer']","[nan, '211962757302026948225']"
0x94135621b1bc8145eedfef316fd105413f57e8e2a46e695afc1553fa06f56ada,"['dvpc', 'dvpc', 'transfer', 'transfer']","[nan, nan, '16000000000000000000000', '16000000000000000000000']"
0x94ed31ef3d561edb1cd0372e8db06ab918d8dba7beacbd5cc9e78538c75f80b4,"['dvpc', 'transfer']","[nan, '435971458000000000000000']"
0x953dd809c1d59664453d8723006e16f95c4f09d55b29e63a36b5eeec9f248b7c,"['dvpc', 'transfer']","[nan, '117650198714696431591409']"
0x9540b48b93c2107daa7fb807cb937d712e277c0fab418ef78e35b624861c6d8c,"['dvpc', 'transfer']","[nan, '29231922220875073085712']"
0x962698853fa4697f69640f8bd9bcb8a6e28efd570fc89045f193b7229005ab0a,"['dvpc', 'transfer']","[nan, '79554202088756978270034']"
0x964d3aa21ede936dd23552e9613f3410ff4700ce6508b582c4f5a92dd29dbfad,"['dvpc', 'transfer']","[nan, '171619200000000000000000']"
0x96ee970df9eb9723c938cc78f176414f3f0ca6ac5c38baadca9cb3dd73ac6c72,"['dvpc', 'transfer']","[nan, '200000000000000000000000']"
0x975713fd2bbe8ef531f5bde724ce119f98d99f6173f152ff699b33a10a1fb564,"['dvpc', 'transfer']","[nan, '19518461355606477804630']"
0x97589c63bac35cadf674076a3d8b64bb5716fadb0569f9579378e667e3e98e49,"['dvpc', 'transfer']","[nan, '326382208606981034137']"
0x975efaf196a60d6d4773a3e2e36994bca22aa14aa256fc6e562c340c688fff51,"['dvpc', 'transfer']","[nan, '115963563378078246499060']"
0x99ff84ff43d33a682787facd6174d908dfb95db4b595d77d5b844f8cf6dd29b5,"['dvpc', 'dc']","[nan, nan]"
0x9ad60b111668be744c9409d28312aaff56f541aea0ff0335d1560e38eb0941fc,"['dvpc', 'dc']","[nan, nan]"
0x9b2e760a31cd6341a5aeba7f6b3384d8476c0c3cab8601fe66775e9fdd665471,"['dvpc', 'transfer']","[nan, '10000000000000000000']"
0x9b4cea0f86ab20e838918d6de6171a32a0a3ab95d8161d8bf47aece6e68a8ce3,"['dvpc', 'dvpc', 'dvpc', 'dvpc', 'dvpc', 'dvpc', 'transfer', 'transfer', 'transfer', 'transfer', 'transfer', 'transfer']","[nan, nan, nan, nan, nan, nan, '54000000000000000000', '54000000000000000000', '54000000000000000000', '54000000000000000000', '54000000000000000000', '54000000000000000000']"
0x9ba002a4de0e16bd0923609d49ffb33fbca35762b671998dc40662aa4b89d476,"['dvpc', 'transfer']","[nan, '200000000000000000000000']"
0x9c37f76b873ddc4b5222ae36fb6acb901a334f572953d60b9e3363f4d6731dfc,"['dvpc', 'transfer']","[nan, '200000000000000000000000']"
0x9e60e0f4b2b7459b75478a103455ed19202efd3563c72f4a814a048e269f5f75,"['dvpc', 'transfer']","[nan, '280508519364112971418907']"
0x9f7c66cad3204143ad6567e1370b0bb9a08b6f2f01be44894c6320434962ccc3,"['dvpc', 'transfer']","[nan, '21110928133538847888369']"
0x9fb7b156fd1bb1ca5f813888d900cd9e14f170163804bd8dda9fd811a5cf50e1,"['dvpc', 'transfer']","[nan, '50000000000000000000000000']"
0x9fcc18137728e2f40d006bc755b3bed2a523988dba40e442ff94b19d9a79583b,"['dvpc', 'transfer']","[nan, '50000000000000000000000']"
0xa0294da87381059cb442d0a8a45aa51f518951718a8d25a51432d220c59f45c0,"['dvpc', 'transfer']","[nan, '58535566655296127952567']"
0xa14b6c1618234f59303b8fad30e968232f6cbe2edfca3435e91bba9ac1411e13,"['dvpc', 'transfer']","[nan, '10000000000000000000000']"
0xa1a8942eeb20d02f6e0bb3fe3e53b90ff978598e4d5e8c54fc36d77435b1f199,"['dvpc', 'transfer']","[nan, '140467604166113']"
0xa1dad2ace9a96512059a097051205ee17fd0fc776d74fa158215f4f34f841979,"['dvpc', 'transfer']","[nan, '500000000000000000000000']"
0xa21b088ec244b5f4312ae29ae6e74210f39cb2c6e3fe7312b33602bf64924825,"['dvpc', 'transfer']","[nan, '1008786592396893183686']"
0xa30737115c0f71caaa764d2d0dd7e45ecf337eaee7fc9ba406250c6c7cffdfd1,"['dvpc', 'transfer']","[nan, '227644068154912903771352']"
0xa422bf1a49bde004301034853b6bf574f91917761865d38dd0774ceab8bcc8bd,"['dvpc', 'transfer']","[nan, '382875262441837667042']"
0xa46c6cbc92bc9d0d3be5c76ec8a3ed8eccb27e43f2720eceed3db5e2c90ccf55,"['dvpc', 'transfer']","[nan, '22000000000000000000000']"
0xa49c33a6972d7865bbec92d44899a0a24d265c52d2830ff9106f9f35efac2df3,"['dvpc', 'transfer']","[nan, '45771539649491025557555']"
0xa535fbdd085be2f4d4de0cba4ea765fb17f902c3a14391c43fb72024ecc11c7f,"['dvpc', 'transfer']","[nan, '1056127203415138113378']"
0xa65a0ddda72da795172ac5f3216b5607248a1d257177ef4fc3c788e6e7d3a28c,"['dvpc', 'transfer']","[nan, '2650252092846270928462710']"
0xa704bfcf69095a861240a1168dc017480817662431d596fb8c0bf884be134538,"['dvpc', 'transfer']","[nan, '333891079310004862002']"
0xa86ad384aed38a4290f2c56af5c102a3c5b7a8131d330e829459fb612cb40195,"['dvpc', 'transfer']","[nan, '713533329867507217801']"
0xa8cdf5c5047671f2b13adc2660ac0690ddec365bbe8831d1e4fab42bd4e31fbf,"['dvpc', 'transfer']","[nan, '50278729043266472087017']"
0xa8d6f1a9dd2e148895d6310b93f4ef8434234909f84f89c45acc1acb94dd6606,"['dvpc', 'transfer']","[nan, '181853006426122785796528']"
0xa919d3b58155aee3b42f729ef5932844a57b3eb1f23e6ba7b2251f3b1263039d,"['dvpc', 'transfer']","[nan, '63337022744199199475152']"
0xaa067b4861338248321ca283b095221f4d11bb3796a1a5599fa5ef588482a531,"['dvpc', 'transfer']","[nan, '78032280707984394209786']"
0xaa9e7adb592ee92e10133d3910b0edfdfe4620d28b823623f0787ddcce2ca740,"['dvpc', 'transfer']","[nan, '115745740000000000000000']"
0xaaa5eb21a263fc414b4cdd612f92d6c3c66b81bf423969df6cdc4fefff3e6de7,['dc'],[nan]
0xabb3d30396cbbd404d222a8c5231fd30886b886d2bfa536970d86365293eec6e,"['dvpc', 'transfer']","[nan, '50000000000000000000000000']"
0xac8ce272e071bc7d72107e6bc078bdeb0689dfd81e2107b8451f19db0fd45b50,"['dvpc', 'dc']","[nan, nan]"
0xae776d092fc18f5317b8470f8b4cff8fac82955f6578aa7751c29ba1a46f7886,"['dvpc', 'transfer']","[nan, '268000000000000000000000']"
0xaef4536166414074b3f87fb6b57e7376be76cf9de9f4b3ee663b9d16be887373,"['dvpc', 'transfer']","[nan, '20252753606252929567']"
0xaf0f194db135a9dcc9527483a4ea91de65fdf2ef53a58a2a60ecbb675febe0d3,"['dvpc', 'transfer']","[nan, '2000000000000000000000000']"
0xaf847b173437099d69ea6b0614591279613c2a3b75ab0b3c3226be2cdf93f559,"['dvpc', 'transfer']","[nan, '5900746839328263141801']"
0xafba4f17ee01dbcdbfb73e65ed3f661052153936284d2c970ddc280c0e9fcc3c,"['dvpc', 'dvpc', 'dvpc', 'dvpc', 'dvpc', 'dvpc', 'transfer', 'transfer', 'transfer', 'transfer', 'transfer', 'transfer']","[nan, nan, nan, nan, nan, nan, '475000000000000000000', '475000000000000000000', '475000000000000000000', '475000000000000000000', '475000000000000000000', '475000000000000000000']"
0xb01ef0fc0fcb4aea246599774aadefc853b6782f049eff4d86bf7525b032c714,"['dvpc', 'transfer']","[nan, '14129505053048878557544']"
0xb0ba5ff3f73c5d849fd54608ee4c38d2fa4a6018281fa0c624267737f4330b52,"['dvpc', 'dvpc', 'transfer', 'transfer']","[nan, nan, '34000000000000000000000', '34000000000000000000000']"
0xb11b76a791e3983c2c016fbb11c490a02a5dfdc3abeb80c1290b5cd73a960c41,"['dvpc', 'transfer']","[nan, '54121850000000000000000']"
0xb126c08c700e4ed4efe3a18868b4fdfd360d3db97679f15db27bff5fbe4e6bd4,"['dvpc', 'transfer']","[nan, '192031544762545167586486']"
0xb14fb0223fd5c6764cec47bb6beccacf182785a9c12108cbedafd86b7b092769,"['dvpc', 'transfer']","[nan, '15000000000000000000000']"
0xb1c84aeb48396695ad28e03b7d131243b1a6da127dc2ee08fd81d9db52e9e375,"['dvpc', 'transfer']","[nan, '500000000000000000000000']"
0xb2a15fa55551640acf04a2bf43bd94a8a0349718ef36264ffe8b4e421beb18a4,"['dvpc', 'transfer']","[nan, '7777449310000000000000000']"
0xb30bb5baff919eb9092880e10994bebb1bcdc1db214957450b69709bc77a0744,"['dvpc', 'transfer']","[nan, '686698102029095126759']"
0xb401666320ccec9d6bdf111e2ea378876cf446245c9e64dd2cfe9fdf4dd607bc,"['dvpc', 'transfer']","[nan, '57996923355752793898959']"
0xb4059483d31f93caafeba57fb16d04d195c9b42a91c4646030d9c10b89e56c47,"['dvpc', 'transfer']","[nan, '50000000000000000000000']"
0xb43bf097f4655429468d85b4df40835ce148ea84f7472b6899b2ee2b09e23727,"['dvpc', 'transfer']","[nan, '150000000000000000000000']"
0xb469e6808f5b46dc926e0837a437802750cf2d5fcf020ae10ce052a36121a093,"['dvpc', 'transfer']","[nan, '2363263857702021033145']"
0xb56d30bd3a39bf777a2045cea78b04424851a3f39515cde9fe4d20f91f9b689c,['dc'],[nan]
0xb5b73b99728131f253c9b922715fdb9e44eaf80503d9427a569d437684c9c3cf,"['dvpc', 'transfer']","[nan, '209162700000000000000000']"
0xb5defb144675e7b636e4990d278030388f49737d73ea654d5da301293c6d1d43,"['dvpc', 'transfer']","[nan, '21110928133538847888369']"
0xb85d3f9a25a89e2c944e8de3ac1f4ebd527c335c3cb9af701b6b208af132cb32,"['dvpc', 'transfer']","[nan, '39875626530180000000000']"
0xb8cb668c5199f9609aea39729af36501db2dc647e7c1bd2edf783c32cad36412,"['dvpc', 'transfer']","[nan, '10000000000000000000000']"
0xba9a87022cd7d903f07572f597efa6b0e50d6dee1a944efe674a94bcf669dbad,"['dvpc', 'transfer']","[nan, '55656149585658718078809']"
0xbae5c2f95530f01537a70b63f4688b22289a4ac738465ff313810415efa2faa5,"['dvpc', 'transfer']","[nan, '100000000000000000000000']"
0xbb0062af18ae5d8912c9ea1bcbac3450fcfbe730d4fb0eeae92be2f8f74ec240,"['dvpc', 'transfer']","[nan, '2000000000000000000000000']"
0xbb8f30e3420e2125f2ad4904a2a9912b8195a28c25782dddea5a17fbbfb4c57b,"['dvpc', 'transfer']","[nan, '26069799609358308846659']"
0xbb9811d6e3f9fee7586a952979515852b0ade116693b816f723183f8674afd46,"['dvpc', 'transfer']","[nan, '742272526089742174566']"
0xbc15ed1318fd9f99fdabf5819ca5c7abd80d984274c57b9d562fd3d57bd892f4,"['dvpc', 'transfer']","[nan, '200000000000000000000000']"
0xbc8889b957d1700ee3967cb50a71d62286d5bf77322edd7c182607803d7fd060,"['dvpc', 'transfer']","[nan, '23468277832472463737902']"
0xbd2afd0d77696d5431c5c0d797b89771e7e3ceea61b52467f6658d3d4550633b,"['dvpc', 'transfer']","[nan, '1000000000000000000000']"
0xbd4063097783c080c98a359490bcdc91e8d7132b7413f199eb9e06ba22a99e6a,"['dvpc', 'transfer']","[nan, '1276509914594960257060714']"
0xbd84f08e7924b5486ac75c554981fcf33d1ce0079a9d1578612843fd084ce9db,"['dvpc', 'transfer']","[nan, '301372140000000000000000']"
0xbd8b63daaf297cb458ff01b8d0521b5f532a5f602269d6f7d93c78d202edd171,"['dvpc', 'transfer']","[nan, '10000000000000000000000']"
0xbee205216298b6e42c38076adce88f9c158b267542cfd1a86fb2dd28a9678137,"['dvpc', 'transfer']","[nan, '1761071276335193641129714']"
0xc2c4c3495e35f8a9cf52091cd334c8847ab58d236ea187fe6271247ad22801c6,"['dvpc', 'transfer']","[nan, '24444909720265416330747']"
0xc3c405b72ed9f3fb543957776dc8e681ed75235388d7a552d4c8c5111993ad34,"['dvpc', 'transfer']","[nan, '24601327124697949821827']"
0xc3e733cf73dc36215e510234f87cd7ce3c0ae61e45fbb7082ec06a1e1b93d025,"['dvpc', 'transfer']","[nan, '800000000000000000000000']"
0xc4d736887f32f56d1edc0beb94aaabefbe3186494d3f4bdc9d6dbb1d3e7a9d46,"['dvpc', 'transfer']","[nan, '10000000000000000000000']"
0xc4fa4ff6a353035268b391fa4ea62de8bf05b5f8ff98c7c3eb267acebda27500,"['dvpc', 'transfer']","[nan, '1722710024522239134111280']"
0xc568457eeff102b1c53edddf8bd0794330b9524ac20c3abae3851f9c3c2ece66,"['dvpc', 'transfer']","[nan, '1300000000000000000000000']"
0xc5c78a6c0121a3c2368a753af5b7f7e2d641632d0fc8d8c9f1e786841085e911,"['dvpc', 'transfer']","[nan, '1772447893276515774859']"
0xc698235c57e3fde9d242272f5763e0d0e2681b11cbc3b8358584c1eb3a59faae,"['dvpc', 'transfer']","[nan, '100920310000000000000000']"
0xc750d300b197eaab3bbb81bf32b211e97f197a2b986732916e06c8b920dd6247,"['dvpc', 'transfer']","[nan, '200000000000000000000000']"
0xc7b0b20c71cfd13039a2c27f11aa51fc2446e1098fb88517156be71f4f3d7043,"['dvpc', 'transfer']","[nan, '991548501998004148582']"
0xc841cb1ea2191b92132740cf9d707ca6e1a282f21741e8f8082548ee9e87078c,"['dvpc', 'dvpc', 'transfer', 'transfer']","[nan, nan, '28000000000000000000000', '28000000000000000000000']"
0xc88e6e26d328d6576dd3b94ff19b48e3d8dee15ea09f4c92c6edfee73aa53462,"['dvpc', 'dc']","[nan, nan]"
0xc8af15548024b2b302aeb22e4638026262d64d4b2dd1995c5dda54e55992e057,"['dvpc', 'transfer']","[nan, '2073631447662972158224']"
0xc9c148b1ed2de0f021732aa390b208c0c39f419cce9c27f8d540e36302def47b,"['dvpc', 'transfer']","[nan, '229276641142137045800']"
0xc9c546161b433a797885cae9ff0df577fbba2d01dc89b7d31222bad9b0962f8f,"['dvpc', 'transfer']","[nan, '387330269309623445197']"
0xcb3cffce42206765b27c5e088a24db0338a7f359e11c7548fd299f6875fcd09c,"['dvpc', 'transfer']","[nan, '1000000000000000000000']"
0xcb5d114a98f5c83a7cf001b57f9ab5b6ea7a3699c91342deda1afe7380804359,"['dvpc', 'transfer']","[nan, '1000000000000000000']"
0xcba66b36d545a55c0e4f2bd40f15fe120605250857a2bc6d8d48de49adc57377,"['dvpc', 'transfer']","[nan, '45230497977593203077941']"
0xcc44c9643b4ce93a01c7ea81caa4c365c3bbd4908e4c79ecdf79fbdac6483655,"['dvpc', 'transfer']","[nan, '93922261857313355327670']"
0xcd0a837d8373a8e8f7380c1b5c7dcae145d98fedb8c8246be3befd34942d6d97,"['dvpc', 'transfer']","[nan, '500000000000000000000000']"
0xd05c69d703abc8917de381254137030ba94ab48fe4f6921fe25532feb4446fe7,"['dvpc', 'transfer']","[nan, '10000000000']"
0xd08ce9e63715a6642855243de91b09dced1a217cf2537322329867ccff74443d,"['dvpc', 'transfer']","[nan, '597567858954845256215119']"
0xd0c97a96f3ef42bc54415ccbaf6efe1033ccd3d1767655d35f7dcb325d9e2b84,"['dvpc', 'transfer']","[nan, '100000000000000000000000']"
0xd12881396f9b6456bce8f8d42068a310618f76ccf155594dc3e555c430a93399,"['dvpc', 'dvpc', 'transfer', 'transfer']","[nan, nan, '200000000000000000000000', '200000000000000000000000']"
0xd29d56386b32e1995107b05cc8c0f11189410ae64a17c5790f243a2c89a03a22,"['dvpc', 'transfer']","[nan, '230760150000000000000000']"
0xd3a3baa083447302450b706c78288d729f7429e07a94482e86ea5084657ca093,"['dvpc', 'transfer']","[nan, '200000000000000000000000']"
0xd529f2b66824c94838a70f4cee38f36cb4fb0d4401dc1d3324114e9a4b1c776a,"['dvpc', 'transfer']","[nan, '815183365361668990998']"
0xd56149fb1610779eae3358e6e134015156b106100d64c408b5eeebd0e4b70a6a,"['dvpc', 'transfer']","[nan, '1139578048368002705902250']"
0xd57bf938e11353d31ee24f84796b44656926c9e2b4937712189fdbe593d0c04f,"['dvpc', 'transfer']","[nan, '1313849251648909183155758']"
0xd7848a0401c1e2754947f992e62f19b20b9cad68bc50a1fba9ecd23985560d89,"['dvpc', 'transfer']","[nan, '1711563513823069979331']"
0xd9e3b5b107523977160acec05a289eaa27b81c2fba2297086df0f19f78159d63,"['dvpc', 'transfer']","[nan, '14409427373088652753897']"
0xda1d479debcf3ababaf806c06643f18e801eeafdb9b09d03bd2761e47887bc8b,"['dvpc', 'transfer']","[nan, '35982686453576864535768']"
0xda57d1a0026ac566ab64d2d257c4a94138b0c55491e40a154bb0b8315a04db85,"['dvpc', 'dvpc', 'transfer', 'transfer']","[nan, nan, '14000000000000000000000', '14000000000000000000000']"
0xdb2bfb126ac1d0cddfeda9ebd04d73ca4b1e6e4e4508886edfd06ad048ac3a72,"['dvpc', 'transfer']","[nan, '44814348855462367360824']"
0xdb661a4e6eab419a7168e1d9a29eb4ba626760fa14d5bc6a48f7cecf2a0f17a5,"['dvpc', 'transfer']","[nan, '11666175400000000000000000']"
0xdde51e569ebc9571371e15eddbf50f8e2c84a829a108fd13ea2987b41199c35c,"['dvpc', 'transfer']","[nan, '95000000000000000000000']"
0xddf56b1c42128fa5b72da13b2e4ae89ca488abf9c2d61dcae6b7b6d1b5df7f8a,"['dvpc', 'dvpc', 'dc']","[nan, nan, nan]"
0xde754769077424135225700cccd5c47744b7f03edf516fedf9fb8f1bb04ab78c,"['dvpc', 'dc']","[nan, nan]"
0xe0769153801bd0cc05256bd2609cd195afdcb3bd89f7db93af1ef62817450fff,"['dvpc', 'dvpc', 'transfer', 'transfer']","[nan, nan, '166666666000000000000000', '166666666000000000000000']"
0xe0b6c4f00aeb200b408b7cacc55a250357e0d3a829978f716d2e590d11df25cd,"['dvpc', 'transfer']","[nan, '101640154137158332284735']"
0xe1cf88527c41eb86d0db2075f72900419467f81fdc183f3a1bc5dc11b1ceb960,"['dvpc', 'transfer']","[nan, '13643726410830131169907']"
0xe20b3ce2bb0bbe022e454d22224b88c0b977914d3f67a7c1ce01a52ace7465b0,"['dvpc', 'transfer']","[nan, '960000000000000000000000']"
0xe3d913b253b223650013e9bd8026ee4a99994d6889486c9685ea476d664cdf91,"['dvpc', 'transfer']","[nan, '64351508356967061962865']"
0xe4ed6fb6fb9df6a89d8eb7cfd7733736a0dc057c9032ea868a8b56038f5a50bb,"['dvpc', 'dvpc', 'transfer', 'transfer']","[nan, nan, '6898500408705511854524', '6898500408705511854524']"
0xe654652b30d75b1d3d5cf12570a8ade763ba2fbbb43d691e9c600b5809e413fa,"['dvpc', 'dc']","[nan, nan]"
0xe7095dcc01289113594a80fb490e18c4218c9b085abc129763047f1127358528,"['dvpc', 'transfer']","[nan, '2000000000000000000000000']"
0xe735c1d31643f046c21ea09b8060cb6d4cc35c3ae2c01f25b00b652bbe98d8d2,"['dvpc', 'transfer']","[nan, '1900000000000000000']"
0xe7390650482d74cc865ad236be271b6c16c5502e67c5d4aca11556ec478de88c,"['dvpc', 'transfer']","[nan, '3600000000000000000000000']"
0xe75d62e486cbaca859f95f1ffe9439fe1db6a3db2fe45649c8a3cb05902d298e,"['dvpc', 'transfer']","[nan, '46000000000000000000000']"
0xe8270a8a84e2a0ada241639aa7d097fa26f040a80a61501459490dc5b8ff799f,"['dvpc', 'transfer']","[nan, '366488204383599101933187']"
0xea9d4813654ba23fcfd0c6dd6e005af2736a3ea93358758bfa6df8da54714160,"['dvpc', 'transfer']","[nan, '548534303658702842461']"
0xebddf636b52dadca454cecd514383a076bcf0b9bc2e252ffbf443c4f32c64f55,"['dvpc', 'transfer']","[nan, '271158188777982444456']"
0xec391a0a79aaa2a19e75b9c137151f4449a427bd23c092b0f761e98537ce754a,"['dvpc', 'transfer']","[nan, '1000000000000000000000000']"
0xed6b9939bb64a9275b674210cbc31400f11428a1f27d853150a3f88ff66909bb,"['dvpc', 'transfer']","[nan, '314721799424995772027735']"
0xed868a5d3205df3d6f34e8ba63d3933ab46ad39ce2cff150335e31826b755c25,"['dvpc', 'transfer']","[nan, '109991000000000000000']"
0xee708e7cc1b1a62403da0b77c06ced1112c795d96409d4120ea0af088cbc22a9,"['dvpc', 'transfer']","[nan, '2000000000000000000000000']"
0xee7e0f65c0d78704aa7ab12dd32a1af84bcfe29bb25205c3babaa3c641224ce4,"['dvpc', 'transfer']","[nan, '500000000000000000000000']"
0xeeeec0b7b5b09a7923fb4f220b18f7d55ba20b7d161d6fd59378fa2070877d17,"['dvpc', 'transfer']","[nan, '2006337592766948895910']"
0xefef7b0ee4def4c9ea7c2d256c3adfba0a16c33cf7bcb0682d0da6a2e9ab287b,"['dvpc', 'transfer']","[nan, '336776517577083615645106']"
