txnHash,delegateChange,delegateVotingPowerChange,transfer
0x0d7e801e61ffca6de856be046379db118d5f6a4c4d3057d5969447a56de7034a,[],"[{'Unnamed: 0': 92, 'id': '1641398820-199', 'txnHash': '0x0d7e801e61ffca6de856be046379db118d5f6a4c4d3057d5969447a56de7034a', 'blockTimestamp': 1641398820, 'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'newBalance': '352101398868426122785796528', 'previousBalance': '352129356168426122785796528', 'blockNumber': 13946395}]","[{'txnHash': '0x0d7e801e61ffca6de856be046379db118d5f6a4c4d3057d5969447a56de7034a', 'from': '0xe02F8E39b8cFA7d3b62307E46077669010883459', 'to': '0x38039dD47636154273b287F74C432Cac83Da97e2', 'value': '27957300000000000000000'}]"
0x37485644f52251180fb8ff043201cfbf40f926cb2d95386a41f593b628420f64,[],"[{'Unnamed: 0': 93, 'id': '1641467939-259', 'txnHash': '0x37485644f52251180fb8ff043201cfbf40f926cb2d95386a41f593b628420f64', 'blockTimestamp': 1641467939, 'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'newBalance': '352066628988426122785796528', 'previousBalance': '352101398868426122785796528', 'blockNumber': 13951533}, {'Unnamed: 0': 94, 'id': '1641467939-262', 'txnHash': '0x37485644f52251180fb8ff043201cfbf40f926cb2d95386a41f593b628420f64', 'blockTimestamp': 1641467939, 'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'newBalance': '351232151868426122785796528', 'previousBalance': '352066628988426122785796528', 'blockNumber': 13951533}]","[{'txnHash': '0x37485644f52251180fb8ff043201cfbf40f926cb2d95386a41f593b628420f64', 'from': '0xe02F8E39b8cFA7d3b62307E46077669010883459', 'to': '0x29e3b0E8dF4Ee3f71a62C34847c34E139fC0b297', 'value': '34769880000000000000000'}, {'txnHash': '0x37485644f52251180fb8ff043201cfbf40f926cb2d95386a41f593b628420f64', 'from': '0xe02F8E39b8cFA7d3b62307E46077669010883459', 'to': '0x29e3b0E8dF4Ee3f71a62C34847c34E139fC0b297', 'value': '34769880000000000000000'}]"
0xd05c69d703abc8917de381254137030ba94ab48fe4f6921fe25532feb4446fe7,[],"[{'Unnamed: 0': 95, 'id': '1641801967-46', 'txnHash': '0xd05c69d703abc8917de381254137030ba94ab48fe4f6921fe25532feb4446fe7', 'blockTimestamp': 1641801967, 'delegate': '0xcf263cee139763114faafc5f52865135412f50ec', 'newBalance': '6139494598859800439709114', 'previousBalance': '6156160598859800439709114', 'blockNumber': 13976581}]","[{'txnHash': '0xd05c69d703abc8917de381254137030ba94ab48fe4f6921fe25532feb4446fe7', 'from': '0x99A2F53247656A91A198BcB7A026c51B8FC7443a', 'to': '0x617c34A9B6F080a0f25988DB6C903a8348D41081', 'value': '10000000000'}]"
0x0ec75b9cba0b01b833043117ec7c39f0eb6b5ee355c49cc2707e398f5dca4c98,[],"[{'Unnamed: 0': 96, 'id': '1641922931-98', 'txnHash': '0x0ec75b9cba0b01b833043117ec7c39f0eb6b5ee355c49cc2707e398f5dca4c98', 'blockTimestamp': 1641922931, 'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'newBalance': '351208201868426122785796528', 'previousBalance': '351232151868426122785796528', 'blockNumber': 13985664}]","[{'txnHash': '0x0ec75b9cba0b01b833043117ec7c39f0eb6b5ee355c49cc2707e398f5dca4c98', 'from': '0xe02F8E39b8cFA7d3b62307E46077669010883459', 'to': '0xA2dEe32662F6243dA539bf6A8613F9A9e39843D3', 'value': '23950000000000000000000'}]"
0x465fa26ca9e8a3c94fc503dd5ff6621c60871535848e0603359872a662061796,[],"[{'Unnamed: 0': 97, 'id': '1642005409-74', 'txnHash': '0x465fa26ca9e8a3c94fc503dd5ff6621c60871535848e0603359872a662061796', 'blockTimestamp': 1642005409, 'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'newBalance': '351048249308426122785796528', 'previousBalance': '351208201868426122785796528', 'blockNumber': 13991831}]","[{'txnHash': '0x465fa26ca9e8a3c94fc503dd5ff6621c60871535848e0603359872a662061796', 'from': '0xe02F8E39b8cFA7d3b62307E46077669010883459', 'to': '0x1E212e054d74ed136256fc5a5DDdB4867c6E003F', 'value': '159952560000000000000000'}]"
0x5d264fd66774323a0d5d477453b5163483e4b10ea846d72b100045ed9e4075ac,[],"[{'Unnamed: 0': 98, 'id': '1642005491-339', 'txnHash': '0x5d264fd66774323a0d5d477453b5163483e4b10ea846d72b100045ed9e4075ac', 'blockTimestamp': 1642005491, 'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'newBalance': '350919028928426122785796528', 'previousBalance': '351048249308426122785796528', 'blockNumber': 13991840}]","[{'txnHash': '0x5d264fd66774323a0d5d477453b5163483e4b10ea846d72b100045ed9e4075ac', 'from': '0xe02F8E39b8cFA7d3b62307E46077669010883459', 'to': '0x38039dD47636154273b287F74C432Cac83Da97e2', 'value': '129220380000000000000000'}]"
0x6b4a294c07374320b7eb0f918a27ce3295a4f668193585025a4bc8eb9d2517ec,[],"[{'Unnamed: 0': 99, 'id': '1642012590-377', 'txnHash': '0x6b4a294c07374320b7eb0f918a27ce3295a4f668193585025a4bc8eb9d2517ec', 'blockTimestamp': 1642012590, 'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'newBalance': '350650988928426122785796528', 'previousBalance': '350919028928426122785796528', 'blockNumber': 13992376}]","[{'txnHash': '0x6b4a294c07374320b7eb0f918a27ce3295a4f668193585025a4bc8eb9d2517ec', 'from': '0xe02F8E39b8cFA7d3b62307E46077669010883459', 'to': '0x873ad91fA4F2aA0d557C0919eC3F6c9D240cDd05', 'value': '268040000000000000000000'}]"
0x77dd928193734ab0a71576280d51c92e8029d3e690fb5dfe6c800bf8595e830d,[],"[{'Unnamed: 0': 100, 'id': '1642115844-296', 'txnHash': '0x77dd928193734ab0a71576280d51c92e8029d3e690fb5dfe6c800bf8595e830d', 'blockTimestamp': 1642115844, 'delegate': '0x9843c8a8263308a309bfc3c2d1c308126d8e754d', 'newBalance': '590065851334686284457974', 'previousBalance': '60977402154912903771352', 'blockNumber': 14000073}]","[{'txnHash': '0x77dd928193734ab0a71576280d51c92e8029d3e690fb5dfe6c800bf8595e830d', 'from': '0x43365213237ab259C707Bc2Cbc3e07d123ae2AD5', 'to': '0x9843C8a8263308A309BfC3C2d1c308126D8E754D', 'value': '529088449179773380686622'}]"
0xb85d3f9a25a89e2c944e8de3ac1f4ebd527c335c3cb9af701b6b208af132cb32,[],"[{'Unnamed: 0': 101, 'id': '1642116694-131', 'txnHash': '0xb85d3f9a25a89e2c944e8de3ac1f4ebd527c335c3cb9af701b6b208af132cb32', 'blockTimestamp': 1642116694, 'delegate': '0x9843c8a8263308a309bfc3c2d1c308126d8e754d', 'newBalance': '550190224804506284457974', 'previousBalance': '590065851334686284457974', 'blockNumber': 14000137}]","[{'txnHash': '0xb85d3f9a25a89e2c944e8de3ac1f4ebd527c335c3cb9af701b6b208af132cb32', 'from': '0x9843C8a8263308A309BfC3C2d1c308126D8E754D', 'to': '0x873ad91fA4F2aA0d557C0919eC3F6c9D240cDd05', 'value': '39875626530180000000000'}]"
0x535b6aa03213f98ef9abb71ff52195705c5bea5518e399674d8e1bfde326d120,[],"[{'Unnamed: 0': 102, 'id': '1642148766-447', 'txnHash': '0x535b6aa03213f98ef9abb71ff52195705c5bea5518e399674d8e1bfde326d120', 'blockTimestamp': 1642148766, 'delegate': '0xcf263cee139763114faafc5f52865135412f50ec', 'newBalance': '6089494598859800439709114', 'previousBalance': '6139494598859800439709114', 'blockNumber': 14002564}]","[{'txnHash': '0x535b6aa03213f98ef9abb71ff52195705c5bea5518e399674d8e1bfde326d120', 'from': '0x617c34A9B6F080a0f25988DB6C903a8348D41081', 'to': '0x0C462Dbb9EC8cD1630f1728B2CFD2769d09f0dd5', 'value': '50000000000000000000000'}]"
0xcd0a837d8373a8e8f7380c1b5c7dcae145d98fedb8c8246be3befd34942d6d97,[],"[{'Unnamed: 0': 103, 'id': '1642149770-104', 'txnHash': '0xcd0a837d8373a8e8f7380c1b5c7dcae145d98fedb8c8246be3befd34942d6d97', 'blockTimestamp': 1642149770, 'delegate': '0xcf263cee139763114faafc5f52865135412f50ec', 'newBalance': '5589494598859800439709114', 'previousBalance': '6089494598859800439709114', 'blockNumber': 14002639}]","[{'txnHash': '0xcd0a837d8373a8e8f7380c1b5c7dcae145d98fedb8c8246be3befd34942d6d97', 'from': '0xCF263cEe139763114fAaFC5F52865135412F50Ec', 'to': '0x7bB909d58E54aba5596DFCaA873df0d50bC5d760', 'value': '500000000000000000000000'}]"
0x1ba34007659b733c2c87f261050ed307921a70c547b9b8a9bb4b314dd64bbbea,[],"[{'Unnamed: 0': 104, 'id': '1642189676-1', 'txnHash': '0x1ba34007659b733c2c87f261050ed307921a70c547b9b8a9bb4b314dd64bbbea', 'blockTimestamp': 1642189676, 'delegate': '0x9843c8a8263308a309bfc3c2d1c308126d8e754d', 'newBalance': '526436074684882828874325', 'previousBalance': '550190224804506284457974', 'blockNumber': 14005579}]","[{'txnHash': '0x1ba34007659b733c2c87f261050ed307921a70c547b9b8a9bb4b314dd64bbbea', 'from': '0x9843C8a8263308A309BfC3C2d1c308126D8E754D', 'to': '0xFb55AF0ef0DcdeC92Bd3752E7a9237dfEfB8AcC0', 'value': '23754150119623455583649'}]"
0x32252808e503b224c6115ba43e017518c86e538d44085be1fa9fd4bc9e7a00d4,[],"[{'Unnamed: 0': 105, 'id': '1642190215-316', 'txnHash': '0x32252808e503b224c6115ba43e017518c86e538d44085be1fa9fd4bc9e7a00d4', 'blockTimestamp': 1642190215, 'delegate': '0x9843c8a8263308a309bfc3c2d1c308126d8e754d', 'newBalance': '503619960033708641363408', 'previousBalance': '526436074684882828874325', 'blockNumber': 14005617}]","[{'txnHash': '0x32252808e503b224c6115ba43e017518c86e538d44085be1fa9fd4bc9e7a00d4', 'from': '0x9843C8a8263308A309BfC3C2d1c308126D8E754D', 'to': '0xFb55AF0ef0DcdeC92Bd3752E7a9237dfEfB8AcC0', 'value': '22816114651174187510917'}]"
0x6038cc191396d639285968b7dd30bad4d8e3e093dca36c48451f49de45e58711,[],"[{'Unnamed: 0': 106, 'id': '1642204149-400', 'txnHash': '0x6038cc191396d639285968b7dd30bad4d8e3e093dca36c48451f49de45e58711', 'blockTimestamp': 1642204149, 'delegate': '0x425712a974d4f2802309e0e68d001756363c1c55', 'newBalance': '2180315972180520969199501', 'previousBalance': '2184315972180520969199501', 'blockNumber': 14006668}]","[{'txnHash': '0x6038cc191396d639285968b7dd30bad4d8e3e093dca36c48451f49de45e58711', 'from': '0x93617280d57564241b4aD4F4e09e02968F3F2D76', 'to': '0x0C462Dbb9EC8cD1630f1728B2CFD2769d09f0dd5', 'value': '4000000000000000000000'}]"
0x7b5319aebda1935621a2352731be7a012c195c8fef70a4152f7a06cdcd3978db,[],"[{'Unnamed: 0': 107, 'id': '1642205451-282', 'txnHash': '0x7b5319aebda1935621a2352731be7a012c195c8fef70a4152f7a06cdcd3978db', 'blockTimestamp': 1642205451, 'delegate': '0x425712a974d4f2802309e0e68d001756363c1c55', 'newBalance': '1680315972180520969199501', 'previousBalance': '2180315972180520969199501', 'blockNumber': 14006756}]","[{'txnHash': '0x7b5319aebda1935621a2352731be7a012c195c8fef70a4152f7a06cdcd3978db', 'from': '0x425712a974D4f2802309e0E68d001756363c1C55', 'to': '0x0C462Dbb9EC8cD1630f1728B2CFD2769d09f0dd5', 'value': '500000000000000000000000'}]"
0xbae5c2f95530f01537a70b63f4688b22289a4ac738465ff313810415efa2faa5,[],"[{'Unnamed: 0': 108, 'id': '1642215424-154', 'txnHash': '0xbae5c2f95530f01537a70b63f4688b22289a4ac738465ff313810415efa2faa5', 'blockTimestamp': 1642215424, 'delegate': '0x9843c8a8263308a309bfc3c2d1c308126d8e754d', 'newBalance': '403619960033708641363408', 'previousBalance': '503619960033708641363408', 'blockNumber': 14007527}]","[{'txnHash': '0xbae5c2f95530f01537a70b63f4688b22289a4ac738465ff313810415efa2faa5', 'from': '0x9843C8a8263308A309BfC3C2d1c308126D8E754D', 'to': '0x40ec5B33f54e0E8A33A975908C5BA1c14e5BbbDf', 'value': '100000000000000000000000'}]"
0xc4d736887f32f56d1edc0beb94aaabefbe3186494d3f4bdc9d6dbb1d3e7a9d46,[],"[{'Unnamed: 0': 109, 'id': '1642241662-364', 'txnHash': '0xc4d736887f32f56d1edc0beb94aaabefbe3186494d3f4bdc9d6dbb1d3e7a9d46', 'blockTimestamp': 1642241662, 'delegate': '0xcf263cee139763114faafc5f52865135412f50ec', 'newBalance': '5579494598859800439709114', 'previousBalance': '5589494598859800439709114', 'blockNumber': 14009420}]","[{'txnHash': '0xc4d736887f32f56d1edc0beb94aaabefbe3186494d3f4bdc9d6dbb1d3e7a9d46', 'from': '0x617c34A9B6F080a0f25988DB6C903a8348D41081', 'to': '0xA9B6D756Eb588FB391b01303aa5805d73250Cb2a', 'value': '10000000000000000000000'}]"
0x7b5cc5924f3fdec7d65b89a3fbe2903de7d64b53cabd52d4b99ec8f3512e9138,[],"[{'Unnamed: 0': 110, 'id': '1642241749-95', 'txnHash': '0x7b5cc5924f3fdec7d65b89a3fbe2903de7d64b53cabd52d4b99ec8f3512e9138', 'blockTimestamp': 1642241749, 'delegate': '0xcf263cee139763114faafc5f52865135412f50ec', 'newBalance': '5569494598859800439709114', 'previousBalance': '5579494598859800439709114', 'blockNumber': 14009425}]","[{'txnHash': '0x7b5cc5924f3fdec7d65b89a3fbe2903de7d64b53cabd52d4b99ec8f3512e9138', 'from': '0x617c34A9B6F080a0f25988DB6C903a8348D41081', 'to': '0x93CCCc34E690aD183f9dC94D00e11Cd694C22AcC', 'value': '10000000000000000000000'}]"
0xbd8b63daaf297cb458ff01b8d0521b5f532a5f602269d6f7d93c78d202edd171,[],"[{'Unnamed: 0': 111, 'id': '1642241795-311', 'txnHash': '0xbd8b63daaf297cb458ff01b8d0521b5f532a5f602269d6f7d93c78d202edd171', 'blockTimestamp': 1642241795, 'delegate': '0xcf263cee139763114faafc5f52865135412f50ec', 'newBalance': '5559494598859800439709114', 'previousBalance': '5569494598859800439709114', 'blockNumber': 14009430}]","[{'txnHash': '0xbd8b63daaf297cb458ff01b8d0521b5f532a5f602269d6f7d93c78d202edd171', 'from': '0x617c34A9B6F080a0f25988DB6C903a8348D41081', 'to': '0xEae35a17A36cFE010d5503EA8a46a6Eba4AA7Bb7', 'value': '10000000000000000000000'}]"
0xb8cb668c5199f9609aea39729af36501db2dc647e7c1bd2edf783c32cad36412,[],"[{'Unnamed: 0': 112, 'id': '1642244165-295', 'txnHash': '0xb8cb668c5199f9609aea39729af36501db2dc647e7c1bd2edf783c32cad36412', 'blockTimestamp': 1642244165, 'delegate': '0xcf263cee139763114faafc5f52865135412f50ec', 'newBalance': '5549494598859800439709114', 'previousBalance': '5559494598859800439709114', 'blockNumber': 14009603}]","[{'txnHash': '0xb8cb668c5199f9609aea39729af36501db2dc647e7c1bd2edf783c32cad36412', 'from': '0x617c34A9B6F080a0f25988DB6C903a8348D41081', 'to': '0x08F0556d7a8EB279B06A1c59FD3f646aFc617F73', 'value': '10000000000000000000000'}]"
0xba9a87022cd7d903f07572f597efa6b0e50d6dee1a944efe674a94bcf669dbad,[],"[{'Unnamed: 0': 113, 'id': '1642246738-478', 'txnHash': '0xba9a87022cd7d903f07572f597efa6b0e50d6dee1a944efe674a94bcf669dbad', 'blockTimestamp': 1642246738, 'delegate': '0x14860ed3597d27afd017513ab9ef9cb9cc16f1f7', 'newBalance': '127781704626911374909047', 'previousBalance': '72125555041252656830238', 'blockNumber': 14009786}]","[{'txnHash': '0xba9a87022cd7d903f07572f597efa6b0e50d6dee1a944efe674a94bcf669dbad', 'from': '0x43365213237ab259C707Bc2Cbc3e07d123ae2AD5', 'to': '0x14860ed3597D27afD017513Ab9EF9Cb9CC16F1f7', 'value': '55656149585658718078809'}]"
0xdde51e569ebc9571371e15eddbf50f8e2c84a829a108fd13ea2987b41199c35c,[],"[{'Unnamed: 0': 114, 'id': '1642247375-536', 'txnHash': '0xdde51e569ebc9571371e15eddbf50f8e2c84a829a108fd13ea2987b41199c35c', 'blockTimestamp': 1642247375, 'delegate': '0x14860ed3597d27afd017513ab9ef9cb9cc16f1f7', 'newBalance': '32781704626911374909047', 'previousBalance': '127781704626911374909047', 'blockNumber': 14009838}]","[{'txnHash': '0xdde51e569ebc9571371e15eddbf50f8e2c84a829a108fd13ea2987b41199c35c', 'from': '0x14860ed3597D27afD017513Ab9EF9Cb9CC16F1f7', 'to': '0x0C462Dbb9EC8cD1630f1728B2CFD2769d09f0dd5', 'value': '95000000000000000000000'}]"
0x81ae71bac47aaeef3f3def6083d8c291c39d61ae3af98ce86b518db470466787,[],"[{'Unnamed: 0': 115, 'id': '1642330510-298', 'txnHash': '0x81ae71bac47aaeef3f3def6083d8c291c39d61ae3af98ce86b518db470466787', 'blockTimestamp': 1642330510, 'delegate': '0xcf263cee139763114faafc5f52865135412f50ec', 'newBalance': '5539494598859800439709114', 'previousBalance': '5549494598859800439709114', 'blockNumber': 14016086}]","[{'txnHash': '0x81ae71bac47aaeef3f3def6083d8c291c39d61ae3af98ce86b518db470466787', 'from': '0x617c34A9B6F080a0f25988DB6C903a8348D41081', 'to': '0xbE4aC6a47CFF0D0f677B036ebCc1f1d1f07a2861', 'value': '10000000000000000000000'}]"
0xa14b6c1618234f59303b8fad30e968232f6cbe2edfca3435e91bba9ac1411e13,[],"[{'Unnamed: 0': 116, 'id': '1642330581-559', 'txnHash': '0xa14b6c1618234f59303b8fad30e968232f6cbe2edfca3435e91bba9ac1411e13', 'blockTimestamp': 1642330581, 'delegate': '0xcf263cee139763114faafc5f52865135412f50ec', 'newBalance': '5529494598859800439709114', 'previousBalance': '5539494598859800439709114', 'blockNumber': 14016092}]","[{'txnHash': '0xa14b6c1618234f59303b8fad30e968232f6cbe2edfca3435e91bba9ac1411e13', 'from': '0x617c34A9B6F080a0f25988DB6C903a8348D41081', 'to': '0x1C179BAb478d09B6519ee3B150df2C4C433a4548', 'value': '10000000000000000000000'}]"
0x2e540420fd39cc9961fa1df59f0b7d05ad30e68b7238b2ea5014631798893427,[],"[{'Unnamed: 0': 117, 'id': '1642497868-388', 'txnHash': '0x2e540420fd39cc9961fa1df59f0b7d05ad30e68b7238b2ea5014631798893427', 'blockTimestamp': 1642497868, 'delegate': '0xcf263cee139763114faafc5f52865135412f50ec', 'newBalance': '7129883572308134618636901', 'previousBalance': '5529494598859800439709114', 'blockNumber': 14028671}]","[{'txnHash': '0x2e540420fd39cc9961fa1df59f0b7d05ad30e68b7238b2ea5014631798893427', 'from': '0x43365213237ab259C707Bc2Cbc3e07d123ae2AD5', 'to': '0x617c34A9B6F080a0f25988DB6C903a8348D41081', 'value': '1600388973448334178927787'}]"
0x8acdfdbb521278e0be9e2e701c9ca8309d0e35ee630f9419f555412c1e484be5,[],"[{'Unnamed: 0': 118, 'id': '1642499117-166', 'txnHash': '0x8acdfdbb521278e0be9e2e701c9ca8309d0e35ee630f9419f555412c1e484be5', 'blockTimestamp': 1642499117, 'delegate': '0xcf263cee139763114faafc5f52865135412f50ec', 'newBalance': '8406830553535937764248266', 'previousBalance': '7129883572308134618636901', 'blockNumber': 14028777}]","[{'txnHash': '0x8acdfdbb521278e0be9e2e701c9ca8309d0e35ee630f9419f555412c1e484be5', 'from': '0x43365213237ab259C707Bc2Cbc3e07d123ae2AD5', 'to': '0xCF263cEe139763114fAaFC5F52865135412F50Ec', 'value': '1276946981227803145611365'}]"
0x5411d048ff177382a0a305b17798e8a5ce0dd37b894ebe805230ec526573ebcd,[],"[{'Unnamed: 0': 119, 'id': '1642499534-44', 'txnHash': '0x5411d048ff177382a0a305b17798e8a5ce0dd37b894ebe805230ec526573ebcd', 'blockTimestamp': 1642499534, 'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'newBalance': '332687175928426122785796528', 'previousBalance': '350650988928426122785796528', 'blockNumber': 14028808}]","[{'txnHash': '0x5411d048ff177382a0a305b17798e8a5ce0dd37b894ebe805230ec526573ebcd', 'from': '0xe02F8E39b8cFA7d3b62307E46077669010883459', 'to': '0xdC4e6DFe07EFCa50a197DF15D9200883eF4Eb1c8', 'value': '17963813000000000000000000'}]"
0xd12881396f9b6456bce8f8d42068a310618f76ccf155594dc3e555c430a93399,[],"[{'Unnamed: 0': 120, 'id': '1642509398-276', 'txnHash': '0xd12881396f9b6456bce8f8d42068a310618f76ccf155594dc3e555c430a93399', 'blockTimestamp': 1642509398, 'delegate': '0x0e7a95438becc07885a65ae662467616a9d4f7d7', 'newBalance': '0', 'previousBalance': '200000000000000000000000', 'blockNumber': 14029538}, {'Unnamed: 0': 121, 'id': '1642509398-277', 'txnHash': '0xd12881396f9b6456bce8f8d42068a310618f76ccf155594dc3e555c430a93399', 'blockTimestamp': 1642509398, 'delegate': '0x425712a974d4f2802309e0e68d001756363c1c55', 'newBalance': '1880315972180520969199501', 'previousBalance': '1680315972180520969199501', 'blockNumber': 14029538}]","[{'txnHash': '0xd12881396f9b6456bce8f8d42068a310618f76ccf155594dc3e555c430a93399', 'from': '0xcA21951a320863932545708Ba64A05CFB0b8D091', 'to': '0x425712a974D4f2802309e0E68d001756363c1C55', 'value': '200000000000000000000000'}, {'txnHash': '0xd12881396f9b6456bce8f8d42068a310618f76ccf155594dc3e555c430a93399', 'from': '0xcA21951a320863932545708Ba64A05CFB0b8D091', 'to': '0x425712a974D4f2802309e0E68d001756363c1C55', 'value': '200000000000000000000000'}]"
0x136534bbc9b72165702bcde2b6ba4f50a33aaee4071e9a0024adf638f1bd42b5,[],"[{'Unnamed: 0': 122, 'id': '1642509398-298', 'txnHash': '0x136534bbc9b72165702bcde2b6ba4f50a33aaee4071e9a0024adf638f1bd42b5', 'blockTimestamp': 1642509398, 'delegate': '0x3274f7f013b09fc4831b479e9bb2a8a0de65f9f1', 'newBalance': '0', 'previousBalance': '200000000000000000000000', 'blockNumber': 14029538}, {'Unnamed: 0': 123, 'id': '1642509398-299', 'txnHash': '0x136534bbc9b72165702bcde2b6ba4f50a33aaee4071e9a0024adf638f1bd42b5', 'blockTimestamp': 1642509398, 'delegate': '0x425712a974d4f2802309e0e68d001756363c1c55', 'newBalance': '2080315972180520969199501', 'previousBalance': '1880315972180520969199501', 'blockNumber': 14029538}]","[{'txnHash': '0x136534bbc9b72165702bcde2b6ba4f50a33aaee4071e9a0024adf638f1bd42b5', 'from': '0x06BE76795EEC0dcED36c616Ba2f0b4dFd28b8380', 'to': '0x425712a974D4f2802309e0E68d001756363c1C55', 'value': '200000000000000000000000'}, {'txnHash': '0x136534bbc9b72165702bcde2b6ba4f50a33aaee4071e9a0024adf638f1bd42b5', 'from': '0x06BE76795EEC0dcED36c616Ba2f0b4dFd28b8380', 'to': '0x425712a974D4f2802309e0E68d001756363c1C55', 'value': '200000000000000000000000'}]"
0x40c655fa9562169f219ad4772a4ade91d0fdfd3aec93225ef46cc653b0c0ed7e,[],"[{'Unnamed: 0': 124, 'id': '1642509420-48', 'txnHash': '0x40c655fa9562169f219ad4772a4ade91d0fdfd3aec93225ef46cc653b0c0ed7e', 'blockTimestamp': 1642509420, 'delegate': '0x93617280d57564241b4ad4f4e09e02968f3f2d76', 'newBalance': '0', 'previousBalance': '200000000000000000000000', 'blockNumber': 14029540}, {'Unnamed: 0': 125, 'id': '1642509420-49', 'txnHash': '0x40c655fa9562169f219ad4772a4ade91d0fdfd3aec93225ef46cc653b0c0ed7e', 'blockTimestamp': 1642509420, 'delegate': '0x425712a974d4f2802309e0e68d001756363c1c55', 'newBalance': '2280315972180520969199501', 'previousBalance': '2080315972180520969199501', 'blockNumber': 14029540}]","[{'txnHash': '0x40c655fa9562169f219ad4772a4ade91d0fdfd3aec93225ef46cc653b0c0ed7e', 'from': '0x798b3eF55a47830bE914E78d1712EFa47802dB98', 'to': '0x425712a974D4f2802309e0E68d001756363c1C55', 'value': '200000000000000000000000'}, {'txnHash': '0x40c655fa9562169f219ad4772a4ade91d0fdfd3aec93225ef46cc653b0c0ed7e', 'from': '0x798b3eF55a47830bE914E78d1712EFa47802dB98', 'to': '0x425712a974D4f2802309e0E68d001756363c1C55', 'value': '200000000000000000000000'}]"
0x9c37f76b873ddc4b5222ae36fb6acb901a334f572953d60b9e3363f4d6731dfc,[],"[{'Unnamed: 0': 126, 'id': '1642509471-65', 'txnHash': '0x9c37f76b873ddc4b5222ae36fb6acb901a334f572953d60b9e3363f4d6731dfc', 'blockTimestamp': 1642509471, 'delegate': '0x425712a974d4f2802309e0e68d001756363c1c55', 'newBalance': '2480315972180520969199501', 'previousBalance': '2280315972180520969199501', 'blockNumber': 14029546}]","[{'txnHash': '0x9c37f76b873ddc4b5222ae36fb6acb901a334f572953d60b9e3363f4d6731dfc', 'from': '0x70E1d75d6A97DC37aA819093BE2e728cd8497E98', 'to': '0x425712a974D4f2802309e0E68d001756363c1C55', 'value': '200000000000000000000000'}]"
0xe20b3ce2bb0bbe022e454d22224b88c0b977914d3f67a7c1ce01a52ace7465b0,[],"[{'Unnamed: 0': 127, 'id': '1642579748-441', 'txnHash': '0xe20b3ce2bb0bbe022e454d22224b88c0b977914d3f67a7c1ce01a52ace7465b0', 'blockTimestamp': 1642579748, 'delegate': '0xcf263cee139763114faafc5f52865135412f50ec', 'newBalance': '7446830553535937764248266', 'previousBalance': '8406830553535937764248266', 'blockNumber': 14034812}]","[{'txnHash': '0xe20b3ce2bb0bbe022e454d22224b88c0b977914d3f67a7c1ce01a52ace7465b0', 'from': '0x617c34A9B6F080a0f25988DB6C903a8348D41081', 'to': '0x0C462Dbb9EC8cD1630f1728B2CFD2769d09f0dd5', 'value': '960000000000000000000000'}]"
0xf543d9a8c796119fb7cb5ff8138107bb4f1913fa1c11298a16316e5a4f841eca,[],"[{'Unnamed: 0': 128, 'id': '1642580054-517', 'txnHash': '0xf543d9a8c796119fb7cb5ff8138107bb4f1913fa1c11298a16316e5a4f841eca', 'blockTimestamp': 1642580054, 'delegate': '0x425712a974d4f2802309e0e68d001756363c1c55', 'newBalance': '880315972180520969199501', 'previousBalance': '2480315972180520969199501', 'blockNumber': 14034829}]","[{'txnHash': '0xf543d9a8c796119fb7cb5ff8138107bb4f1913fa1c11298a16316e5a4f841eca', 'from': '0x425712a974D4f2802309e0E68d001756363c1C55', 'to': '0x0C462Dbb9EC8cD1630f1728B2CFD2769d09f0dd5', 'value': '1600000000000000000000000'}]"
0xec391a0a79aaa2a19e75b9c137151f4449a427bd23c092b0f761e98537ce754a,[],"[{'Unnamed: 0': 129, 'id': '1642580218-568', 'txnHash': '0xec391a0a79aaa2a19e75b9c137151f4449a427bd23c092b0f761e98537ce754a', 'blockTimestamp': 1642580218, 'delegate': '0xcf263cee139763114faafc5f52865135412f50ec', 'newBalance': '6446830553535937764248266', 'previousBalance': '7446830553535937764248266', 'blockNumber': 14034838}]","[{'txnHash': '0xec391a0a79aaa2a19e75b9c137151f4449a427bd23c092b0f761e98537ce754a', 'from': '0xCF263cEe139763114fAaFC5F52865135412F50Ec', 'to': '0x0C462Dbb9EC8cD1630f1728B2CFD2769d09f0dd5', 'value': '1000000000000000000000000'}]"
