id,description,state,tokenHoldersAtStart,delegatesAtStart,againstDelegateVotes,forDelegateVotes,abstainDelegateVotes,totalDelegateVotes,againstWeightedVotes,forWeightedVotes,abstainWeightedVotes,totalWeightedVotes,creationBlock,votes,startBlock,endBlock,proposer.id
1,"# Slow the Dai and USDC POOL distribution rates to match COMP and UNI pools
Slow the Dai and USDC POOL distribution rates to match the COMP and UNI ones, (down from 2,295 POOL per day to 255 POOL per day). This will serve to lengthen the period of deposits rewards and extend them well past the original ~85 day period.  

Original post: https://gov.pooltogether.com/t/pool-depositor-distribution/551
",ACTIVE,6269,182,29,111,0,140,21806471803293254606274,51790436814530753778997,0,73596908617824008385271,11962774,"[{'choice': 'FOR', 'weight': '67830496255069226436', 'voter': {'id': '0x03000a0ecb1898040c26cd418570cd480775f0da'}}, {'choice': 'FOR', 'weight': '10810645000000000000', 'voter': {'id': '0x046143f1915e51da6397dbbc23bc1da0236ad8a0'}}, {'choice': 'FOR', 'weight': '0', 'voter': {'id': '0x066a2edcc0b7278a2cf5bf2a040b4a54a41a9550'}}, {'choice': 'FOR', 'weight': '24380626000000000000', 'voter': {'id': '0x0687a571be482c7ac4a7e501df247190acc763a2'}}, {'choice': 'FOR', 'weight': '0', 'voter': {'id': '0x08e166bddc849cfd91084e828b5096085e8e0875'}}, {'choice': 'FOR', 'weight': '156285363000000000000', 'voter': {'id': '0x0900a13fb9382c6668a74500ccce70eb96385e0c'}}, {'choice': 'FOR', 'weight': '0', 'voter': {'id': '0x0a10871a80cf1329cc5943c4f0746e2b02082311'}}, {'choice': 'AGAINST', 'weight': '20764979000000000000', 'voter': {'id': '0x0b7c75a9689a84854256c7d5db7c87feb1bbbb8b'}}, {'choice': 'FOR', 'weight': '1', 'voter': {'id': '0x0c31b6605686aa26df47eb45af0e4aa6639a5fd6'}}, {'choice': 'FOR', 'weight': '0', 'voter': {'id': '0x0d8a282f1c5a2a0d9a078865fae419b576ad4a1b'}}, {'choice': 'FOR', 'weight': '0', 'voter': {'id': '0x1084b55cb63de549806a521036f7dad2d37e3fae'}}, {'choice': 'FOR', 'weight': '220000050000000000000', 'voter': {'id': '0x1125a9f95f2338f53d91278ba313194c6cbf2bec'}}, {'choice': 'FOR', 'weight': '21198944000000000000', 'voter': {'id': '0x1476ac3a5fe25c2a5edf4889b877f4f9639b8a21'}}, {'choice': 'FOR', 'weight': '0', 'voter': {'id': '0x16bdbb3ca54f9a05dde8f9bd53885d622c3208f7'}}, {'choice': 'FOR', 'weight': '0', 'voter': {'id': '0x19cf388796c31fa7a583270d82659ecd2b4fd490'}}, {'choice': 'FOR', 'weight': '25000000000000000000', 'voter': {'id': '0x1a1ca7f86e3dc901e2ffe532c4484e9e57d99fba'}}, {'choice': 'AGAINST', 'weight': '0', 'voter': {'id': '0x2185f44a28e18318ce6ec792e50575a4293d4381'}}, {'choice': 'FOR', 'weight': '0', 'voter': {'id': '0x221208ba3781c1aaaeb5e31f1670d42ec3550020'}}, {'choice': 'FOR', 'weight': '310526024579512769562', 'voter': {'id': '0x22e3f2c7b800f04227fd01075618725c211e2f4d'}}, {'choice': 'AGAINST', 'weight': '0', 'voter': {'id': '0x28849b0d0a126df896ff2f69ebe9b1373b16ccbe'}}, {'choice': 'FOR', 'weight': '0', 'voter': {'id': '0x2b5a0be5940b63de1eddccca7bd977357e2488ed'}}, {'choice': 'FOR', 'weight': '479883414000000000000', 'voter': {'id': '0x2f4621afba511f01063ce753df0c1be8214688a2'}}, {'choice': 'FOR', 'weight': '0', 'voter': {'id': '0x2ff28a33a9f4a51108a31b2b205abebc2092b25b'}}, {'choice': 'FOR', 'weight': '384087761000000000000', 'voter': {'id': '0x301605c95acbed7a1fd9c2c0deee964e2afbd0c3'}}, {'choice': 'FOR', 'weight': '0', 'voter': {'id': '0x31bb847e1c0e34889642085d7bb4eef28662ec0b'}}, {'choice': 'FOR', 'weight': '0', 'voter': {'id': '0x35640d73401254601704ec94b564469bb6e00cd4'}}, {'choice': 'AGAINST', 'weight': '0', 'voter': {'id': '0x3688b712bb6659d64740d55c5b000711e484c4be'}}, {'choice': 'FOR', 'weight': '654590416239704628192', 'voter': {'id': '0x392027fdc620d397ca27f0c1c3dcb592f27a4dc3'}}, {'choice': 'FOR', 'weight': '15685598662952093737', 'voter': {'id': '0x3db69bf6ac1735509a60490d338c999252fa153a'}}, {'choice': 'FOR', 'weight': '100000000000000000000', 'voter': {'id': '0x3ec44a823e07555b5f889d8d954eec736eb5865b'}}, {'choice': 'FOR', 'weight': '0', 'voter': {'id': '0x3f25bb52ffc4bfd24e619740db6d9e6306c93aad'}}, {'choice': 'FOR', 'weight': '0', 'voter': {'id': '0x464234fa9b1122413677ac87e8436d2f42d1b3b7'}}, {'choice': 'FOR', 'weight': '0', 'voter': {'id': '0x47348ee228197b5f4158e08e72a82144affca196'}}, {'choice': 'FOR', 'weight': '70189769000000000000', 'voter': {'id': '0x48f29b6fa6e33c6ba0606297ad3395377f780574'}}, {'choice': 'FOR', 'weight': '0', 'voter': {'id': '0x4c1bcc8f570e9f98fab0eae6b14f4df6e90cb8f7'}}, {'choice': 'FOR', 'weight': '0', 'voter': {'id': '0x4d3877abc39d131a39ce21dd0675ad3c1e3f3f32'}}, {'choice': 'FOR', 'weight': '0', 'voter': {'id': '0x52b9783f1f955ac10d50c7d4ab62d7f2288d6446'}}, {'choice': 'FOR', 'weight': '14519749701243707486534', 'voter': {'id': '0x565b93a15d38acd79c120b15432d21e21ed274d6'}}, {'choice': 'AGAINST', 'weight': '644519452000000000000', 'voter': {'id': '0x56656ada4da72e587408d330e66a85b35516ee20'}}, {'choice': 'FOR', 'weight': '0', 'voter': {'id': '0x57edc3a856a69a1b086ab097c22792b0d5bb2ff2'}}, {'choice': 'AGAINST', 'weight': '351604938341571825729', 'voter': {'id': '0x5a72bfaf8dd5b251bd008fdc0b4656319ac0509b'}}, {'choice': 'AGAINST', 'weight': '180000610000000000000', 'voter': {'id': '0x5a845ebd2bbf857e9b9a478bf4d6ed9b74f96357'}}, {'choice': 'FOR', 'weight': '30338285561496216592', 'voter': {'id': '0x5b5398d04f6de67614403e8432c791b9eaae956a'}}, {'choice': 'FOR', 'weight': '0', 'voter': {'id': '0x5bdce60ba4fe9867eff2d0ec1dfe74abb4bc8249'}}, {'choice': 'AGAINST', 'weight': '0', 'voter': {'id': '0x5fbdc0153f7e0afa07c167caa4a958070d763fef'}}, {'choice': 'FOR', 'weight': '20000000000000000000', 'voter': {'id': '0x61a538988fa6e215b6a96988bd684dd013b8b0ad'}}, {'choice': 'FOR', 'weight': '386975395000000000000', 'voter': {'id': '0x63c9a867d704df159bbbb88eeee1609196b1995e'}}, {'choice': 'FOR', 'weight': '0', 'voter': {'id': '0x64115952aafeeba2d8006f54c49669afdbd860b2'}}, {'choice': 'AGAINST', 'weight': '32527652000000000000', 'voter': {'id': '0x64db074a4c1bd6ed38e2751fc75a31c5f6ad4090'}}, {'choice': 'FOR', 'weight': '48000975939610847370', 'voter': {'id': '0x654e294458421e5c6d533e1ce3a1484206bfbef8'}}, {'choice': 'FOR', 'weight': '203538791272719990245', 'voter': {'id': '0x65f1db465d9b73779f3b2fc7561573a7a22f2388'}}, {'choice': 'FOR', 'weight': '0', 'voter': {'id': '0x66ab525022c5291c0c3d7a7199a38b827586f30c'}}, {'choice': 'FOR', 'weight': '264727197000000000000', 'voter': {'id': '0x69b552292fb5e71632bfecbd592c03d7998259ba'}}, {'choice': 'AGAINST', 'weight': '0', 'voter': {'id': '0x6a03f69c9a3a45a716a5c3eca44d57159c6c4948'}}, {'choice': 'FOR', 'weight': '0', 'voter': {'id': '0x6e9a88971e957abb41bae4e2677cae258f0c1e76'}}, {'choice': 'FOR', 'weight': '0', 'voter': {'id': '0x6f53678864e355b4ae7bf3ff4a9ecb1e5107010a'}}, {'choice': 'FOR', 'weight': '176127040114415001649', 'voter': {'id': '0x6f69286d7c51de0f0cf5f3c03c8ca3eda8a322f9'}}, {'choice': 'AGAINST', 'weight': '0', 'voter': {'id': '0x709a71cd574e6c1c7064ff62e0dae652b7c9e359'}}, {'choice': 'AGAINST', 'weight': '0', 'voter': {'id': '0x718fdf375e1930ba386852e35f5bafc31df3ae66'}}, {'choice': 'FOR', 'weight': '0', 'voter': {'id': '0x72ce49999c12ff248d40f70675f0c3ef6dcb9eb5'}}, {'choice': 'FOR', 'weight': '0', 'voter': {'id': '0x7929e033554d7d284d62a2f33856df31b4089999'}}, {'choice': 'AGAINST', 'weight': '0', 'voter': {'id': '0x79927e10304d4290b42425ae1232a76a1b2e7232'}}, {'choice': 'FOR', 'weight': '0', 'voter': {'id': '0x7aedc2d3a4aa945e22f2aaf4f0716c674b969ffa'}}, {'choice': 'FOR', 'weight': '473022799000000000000', 'voter': {'id': '0x7af7ca67aa827f58e0659c52a641aee55a43b535'}}, {'choice': 'FOR', 'weight': '0', 'voter': {'id': '0x7bc1d6e8150d4c96917901c26c922dd64654b3c3'}}, {'choice': 'FOR', 'weight': '0', 'voter': {'id': '0x7cc4590e8f36b4f9d7153a71d31fbecaa0cd38e4'}}, {'choice': 'FOR', 'weight': '485238903793708046297', 'voter': {'id': '0x7f8c1877ed0da352f78be4fe4cda58bb804a30df'}}, {'choice': 'AGAINST', 'weight': '0', 'voter': {'id': '0x86e899c25516846689c341a4470eeb97fb3e2156'}}, {'choice': 'FOR', 'weight': '100024267298129232874', 'voter': {'id': '0x8797385d3b72c34d6d3c4cdddd149fccd357a7de'}}, {'choice': 'FOR', 'weight': '1201491705000000000000', 'voter': {'id': '0x88013a2d1883939e3b758491f4bf5aa2b74d07fe'}}, {'choice': 'FOR', 'weight': '0', 'voter': {'id': '0x8c6b10d42ff08e56133fca0dac75e1931b1fcc23'}}, {'choice': 'AGAINST', 'weight': '0', 'voter': {'id': '0x8d899892410cdbd8d27e251ca699672b94730ec4'}}, {'choice': 'FOR', 'weight': '0', 'voter': {'id': '0x8e77c563c2b2f35cd5560828e197e4ec57556687'}}, {'choice': 'AGAINST', 'weight': '0', 'voter': {'id': '0x8e9a785039ed7069e59f8a6ee02f8b9ffd8bbe18'}}, {'choice': 'FOR', 'weight': '0', 'voter': {'id': '0x8ea8721f27efcaabb3901ed6756505ab873f15a7'}}, {'choice': 'FOR', 'weight': '0', 'voter': {'id': '0x91d70fd5006a5a29c66b57a7b1703f49bde957e5'}}, {'choice': 'FOR', 'weight': '0', 'voter': {'id': '0x939696e968998cf5b74d64ce4abcc822d8b1b77f'}}, {'choice': 'FOR', 'weight': '0', 'voter': {'id': '0x964e58e3081d6e5de4182289ef8ce2c32e9a96fb'}}, {'choice': 'FOR', 'weight': '0', 'voter': {'id': '0x965ce531fbcc1673050301594ad6e14ee98a9357'}}, {'choice': 'FOR', 'weight': '404820101000000000000', 'voter': {'id': '0x992b9b3acc35b0fdfd4572bb2f5dc54ed2cffa84'}}, {'choice': 'FOR', 'weight': '0', 'voter': {'id': '0x9a72b97137065b3816d091310e483811baa1be0f'}}, {'choice': 'FOR', 'weight': '28143555000000000000', 'voter': {'id': '0x9cca0d5cadd9871fbe79333fcb73a7e207442f30'}}, {'choice': 'FOR', 'weight': '100711066000000000000', 'voter': {'id': '0x9e2c900d2e4882c1da90c4285b94430b1b3cba63'}}, {'choice': 'AGAINST', 'weight': '50360541131482398363', 'voter': {'id': '0x9f3ef50ea64adad5b33f1f8222760cfbf42007f7'}}, {'choice': 'AGAINST', 'weight': '200411109000000000000', 'voter': {'id': '0xa31c2232842e631ccb2d2e4110b356bab21e6020'}}, {'choice': 'FOR', 'weight': '5596029000000000000', 'voter': {'id': '0xa31cd363cd2867e98fb0102e07e0c226f8346e48'}}, {'choice': 'FOR', 'weight': '0', 'voter': {'id': '0xa353d2a64d2df16a024ba81e73982df5ff8f26b5'}}, {'choice': 'FOR', 'weight': '0', 'voter': {'id': '0xa4b06dd6316800bbab250d7486c57c982dee6e6a'}}, {'choice': 'AGAINST', 'weight': '17412188262912443871521', 'voter': {'id': '0xa4b8339d2162125b33a667b0d40ac5dec27e924b'}}, {'choice': 'FOR', 'weight': '523812204000000000000', 'voter': {'id': '0xab5309888c39646bb222a70e0bc1c69e3326ee77'}}, {'choice': 'FOR', 'weight': '100920325000000000000', 'voter': {'id': '0xab5886f50263de85ccc8d3f10cafa6bdc7153a82'}}, {'choice': 'FOR', 'weight': '0', 'voter': {'id': '0xabb9f91560f3c90c1aabf2852f827c91127ef924'}}, {'choice': 'AGAINST', 'weight': '0', 'voter': {'id': '0xad59ed7e1231539bbc4822835b3b9dab74cc8390'}}, {'choice': 'FOR', 'weight': '0', 'voter': {'id': '0xb03f5438f9a243de5c3b830b7841ec315034cd5f'}}, {'choice': 'FOR', 'weight': '1295392204065010783350', 'voter': {'id': '0xb0623c91c65621df716ab8afe5f66656b21a9108'}}, {'choice': 'FOR', 'weight': '4144470823990895163060', 'voter': {'id': '0xb0dc0c7a91c34ac1698f9e7ec03104bdb3b42de3'}}, {'choice': 'AGAINST', 'weight': '0', 'voter': {'id': '0xb0e37fca4864ae1083ab7202b891451264fd2605'}}, {'choice': 'FOR', 'weight': '0', 'voter': {'id': '0xb37795f39c546d3511ba061d04783d987d1259a4'}}, {'choice': 'FOR', 'weight': '0', 'voter': {'id': '0xb403b4005bdc98391fd06c13f47b8c74957c1e16'}}, {'choice': 'FOR', 'weight': '0', 'voter': {'id': '0xb43b36b72c57842e5cc4b70d85f99117b122c2b5'}}]",11962775,11991575,0x565b93a15d38acd79c120b15432d21e21ed274d6
10,"# PoolTogether NFT Pool & Campaign
This proposal will allocate 1,300 POOL from treasury to a multisig wallet controlled by AndyKaufman, regisisland and gabor to sponsor a series of PoolTogether-themed NFTs with creators that would be awarded within the NFT Pool week by week, with a targeted sponsorship of 100 POOL per NFT (in total 11 NFTs). It will further reward 100 POOL each to the contributors (AndyKaufman & gabor) of this governance proposal. The NFT Pool is planned to be launched with DAI on AAVE via Polygon as a yield source to lower gas fees and help facilitate smaller deposits.


More details: https://gov.pooltogether.com/t/ptip-8-pooltogether-nft-implementation-and-marketing-campaign/920/23",EXECUTED,6634,299,0,7,0,7,0,550016578996149317794167,0,550016578996149317794167,12396395,"[{'choice': 'FOR', 'weight': '483847820970574739593476', 'voter': {'id': '0x070a96fe4ad5155ea91d409e8afec6b2f3c729c0'}}, {'choice': 'FOR', 'weight': '15052079206181761044510', 'voter': {'id': '0x4a3e6e66f8c32bc05a50879f872b1177a1573cdf'}}, {'choice': 'FOR', 'weight': '3671686305169699302', 'voter': {'id': '0x94f890e53a8b98c5833ec668b7986b873d83e3a8'}}, {'choice': 'FOR', 'weight': '1004539742479496292', 'voter': {'id': '0xaa13905714dc09e1c51926869ddf2f3f2f1f3133'}}, {'choice': 'FOR', 'weight': '31994941295539429776401', 'voter': {'id': '0xc6a0d93a696b3cb60a3d1adc7852bb3131639671'}}, {'choice': 'FOR', 'weight': '19117061297805738184186', 'voter': {'id': '0xca768c37ba6ec3d67be7b47bbe1f1c94ca216f46'}}, {'choice': 'FOR', 'weight': '0', 'voter': {'id': '0xe264886feb92e9c6a92fa196dfdc09d330b66c17'}}]",12396396,12425196,0xca768c37ba6ec3d67be7b47bbe1f1c94ca216f46
11,"# PTIP-13 Revised Treasury Diversification
This proposal would diversify 7.2% of the POOL treasury into $5.95 million USDC via a direct POOL acquisition by strategic investors. Read more: https://gov.pooltogether.com/t/ptip-13-revised-treasury-diversification/1049",EXECUTED,6649,301,0,22,0,22,0,103780843809850211666349,0,103780843809850211666349,12422987,"[{'choice': 'FOR', 'weight': '5108751887607133866', 'voter': {'id': '0x4059457092cc3812d56676df6a75fd21204fbe2f'}}, {'choice': 'FOR', 'weight': '15052079206181761044510', 'voter': {'id': '0x4a3e6e66f8c32bc05a50879f872b1177a1573cdf'}}, {'choice': 'FOR', 'weight': '711076099722434738222', 'voter': {'id': '0x50c25a4f9d19c8f704f2e5d77c00f9cbe6dbb357'}}, {'choice': 'FOR', 'weight': '10190569958499433695269', 'voter': {'id': '0x565b93a15d38acd79c120b15432d21e21ed274d6'}}, {'choice': 'FOR', 'weight': '8177471113592527463', 'voter': {'id': '0x588031347beaa0d43978bc8c0094138a67d1a071'}}, {'choice': 'FOR', 'weight': '154033048000000000000', 'voter': {'id': '0x5f00742d6674d7b1ae724114907dd21f49786034'}}, {'choice': 'FOR', 'weight': '10000000000000000000', 'voter': {'id': '0x61a538988fa6e215b6a96988bd684dd013b8b0ad'}}, {'choice': 'FOR', 'weight': '2716836954517717929579', 'voter': {'id': '0x79927e10304d4290b42425ae1232a76a1b2e7232'}}, {'choice': 'FOR', 'weight': '3671686305169699302', 'voter': {'id': '0x94f890e53a8b98c5833ec668b7986b873d83e3a8'}}, {'choice': 'FOR', 'weight': '50820101000000000000', 'voter': {'id': '0x992b9b3acc35b0fdfd4572bb2f5dc54ed2cffa84'}}, {'choice': 'FOR', 'weight': '684931387125879898646', 'voter': {'id': '0xa72511883e1d69b63ec7c744dca756a7a698d0ae'}}, {'choice': 'FOR', 'weight': '314740102621096265544', 'voter': {'id': '0xa8c7372dc993d7510c9c45425807d463967cbb12'}}, {'choice': 'FOR', 'weight': '427153264031720652336', 'voter': {'id': '0xb0623c91c65621df716ab8afe5f66656b21a9108'}}, {'choice': 'FOR', 'weight': '1089701216120477598444', 'voter': {'id': '0xb532fe24310aa59fb428a3dd02dc61b86bf953fa'}}, {'choice': 'FOR', 'weight': '495665462946575024567', 'voter': {'id': '0xc15753ae3b6099b8a3366b836433d6542645b876'}}, {'choice': 'FOR', 'weight': '4377546097190420046559', 'voter': {'id': '0xc426f7adb8c15771cdc6df55d31518056c04d63e'}}, {'choice': 'FOR', 'weight': '32013699112807668354589', 'voter': {'id': '0xc6a0d93a696b3cb60a3d1adc7852bb3131639671'}}, {'choice': 'FOR', 'weight': '5735374925559439309', 'voter': {'id': '0xc6c9d802bc16d8746aafcac4781f9a8d442d585d'}}, {'choice': 'FOR', 'weight': '15748999235622649711278', 'voter': {'id': '0xc8f88b4aef57ac93fe41390194c3a4d77d7df744'}}, {'choice': 'FOR', 'weight': '19117061297805738184186', 'voter': {'id': '0xca768c37ba6ec3d67be7b47bbe1f1c94ca216f46'}}, {'choice': 'FOR', 'weight': '51464185000000000000', 'voter': {'id': '0xd7dc6d34d12a49d6c0eae055e948014901329cd1'}}, {'choice': 'FOR', 'weight': '551773796424709722680', 'voter': {'id': '0xf2daebd70beb828ab7480bd12f289d42af48ebb2'}}]",12422988,12451788,0xc6a0d93a696b3cb60a3d1adc7852bb3131639671
12,"# PTIP-14: PoolTogether Grants Committee
Create the Pooltogether Grants Committee to help empower the community by funding grants.
Full description here: https://gov.pooltogether.com/t/ptip-14-pooltogether-grants-committee/1069
Transfer 27680 POOL to the grants multisig.
27000 POOL to cover first quarterly budget.
680 POOL as backpay for previous work.",EXECUTED,6684,308,0,19,0,19,0,121340394988859362427425,0,121340394988859362427425,12439165,"[{'choice': 'FOR', 'weight': '5108751887607133866', 'voter': {'id': '0x4059457092cc3812d56676df6a75fd21204fbe2f'}}, {'choice': 'FOR', 'weight': '15052079206181761044510', 'voter': {'id': '0x4a3e6e66f8c32bc05a50879f872b1177a1573cdf'}}, {'choice': 'FOR', 'weight': '779677298108842205809', 'voter': {'id': '0x50c25a4f9d19c8f704f2e5d77c00f9cbe6dbb357'}}, {'choice': 'FOR', 'weight': '10190569958499433695269', 'voter': {'id': '0x565b93a15d38acd79c120b15432d21e21ed274d6'}}, {'choice': 'FOR', 'weight': '1532945532469737700', 'voter': {'id': '0x5c51ec4986e5fc0e92b309602fe288cc00cd822e'}}, {'choice': 'FOR', 'weight': '154033048000000000000', 'voter': {'id': '0x5f00742d6674d7b1ae724114907dd21f49786034'}}, {'choice': 'FOR', 'weight': '518785955794442000', 'voter': {'id': '0x6c8acc7ece36bdbe0b3edb98f781eec3105b98e5'}}, {'choice': 'FOR', 'weight': '25055293973791294600', 'voter': {'id': '0x7ffd3b2ba34fd52d63d4f3bf7a21846f45829b5e'}}, {'choice': 'FOR', 'weight': '12223566320910951668788', 'voter': {'id': '0x8c340ad3e0ca75edf7c023e3d128eebfc4d7f2c0'}}, {'choice': 'FOR', 'weight': '50000000000000000000', 'voter': {'id': '0x8d07d225a769b7af3a923481e1fdf49180e6a265'}}, {'choice': 'FOR', 'weight': '48435777555951259202', 'voter': {'id': '0x97e6e59baf7c21a833fdb658d82357f3b11679f9'}}, {'choice': 'FOR', 'weight': '314740102621096265544', 'voter': {'id': '0xa8c7372dc993d7510c9c45425807d463967cbb12'}}, {'choice': 'FOR', 'weight': '395388619417234252', 'voter': {'id': '0xae9d5647400ce620dcf954b0f822976ced9a6504'}}, {'choice': 'FOR', 'weight': '15313879083093619673744', 'voter': {'id': '0xb0dc0c7a91c34ac1698f9e7ec03104bdb3b42de3'}}, {'choice': 'FOR', 'weight': '31994941295539429776401', 'voter': {'id': '0xc6a0d93a696b3cb60a3d1adc7852bb3131639671'}}, {'choice': 'FOR', 'weight': '5735374925559439309', 'voter': {'id': '0xc6c9d802bc16d8746aafcac4781f9a8d442d585d'}}, {'choice': 'FOR', 'weight': '15748999235622649711278', 'voter': {'id': '0xc8f88b4aef57ac93fe41390194c3a4d77d7df744'}}, {'choice': 'FOR', 'weight': '19117061297805738184186', 'voter': {'id': '0xca768c37ba6ec3d67be7b47bbe1f1c94ca216f46'}}, {'choice': 'FOR', 'weight': '314065824025249660967', 'voter': {'id': '0xeaa11e489dbb1073fd5a9732c9c1bcaf48a7abb9'}}]",12439166,12467966,0xc8f88b4aef57ac93fe41390194c3a4d77d7df744
13,"# PTIP 15: Part I - Reduce Drip Rates
# PTIP-15

## Simple Summary

This proposal is to continue POOL distribution to governance managed prize pools at a reduced rate. If not passed, POOL distribution will completely stop on May 26th. 

## Motivation

The initial POOL distribution period has been quite successful in

* Generating ~$200,000 in weekly prizes
* Growing AUM to ~$230 million
* Growing reserves by $75,000 - $150,000 weekly (depending on interest rates)

However, since this POOL distribution was set before the POOL token was issued. It has never been optimized using the real world data we now have. The initial POOL distribution was outlined here and was designed to [distribute 5% of the total supply over 14 weeks](https://medium.com/pooltogether/introducing-pool-23b09f36db48).  

This proposal continues POOL distribution at a substantially reduced rate. The goal of this proposal is to optimize POOL distribution to generate the largest prizes and getting POOL into the hands of long term aligned community members.  

## Specification

- Extend POOL distribution for 14 more weeks at the following rates 
- Reduce USDC POOL distribution from 2,295 per day to 1,400
- Reduce Dai POOL distribution from 2,295 per day to 700
- Reduce COMP distribution from 255 per day to 50 
- Reduce UNI distribution from 255 per day to 50
- Increase LP reward distribution from 300 to 500 POOL per day 

Overall, these changes reduce total daily POOL distribution by 49%. Maintaining these rates fo 14 weeks will distribute a total of 274,400 POOL. It should be communicated that we expect POOL distribution to continue after those 14 weeks but there may be modifications to it.   


### Rationale

There are many variables involved in setting POOL distribution rates so it's impossible to fully know what the impact will be. However, a few over-arching ideas guided our thinking. 

- POOL distribution had to be slowed for the simple reason that it began with a VERY fast distribution rate. The initial distribution rate was optimized for getting as much POOL as possible into the hands of the community (5% of total supply over 14 weeks). 
* The yield rates on assets are highly varied. Targeting high yield assets with POOL distribution leads to larger prizes and faster reserve growth. Targeting low yield assets helps grow AUM but doesn’t contribute significantly to prizes.
* POOL distribution is equal across similar asset types (stable coins both get the same rate) this fragments prizes and prevents the growth of really large headline prizes ($1 million per week).

With these high level ideas we landed on the following parameters

- A total 49% reduction in POOL distributed per day
- The largest cuts 80% were to the non-stablecoin prize pools which have the lowest APRs and therefore smallest prizes 
- USDC receives the highest allocation of 1,400 POOL (2x that of Dai) this creates a clear favorite pool that can be the primary entry point to new depositors and also provide the highest headline prize.
- An increase in LP incentives to POOL / ETH holders of 200 POOL (500 per day instead of 300 per day) which should incentive healthier liquidity for POOL 

You can [see the details of the changes along with other variables here](https://docs.google.com/spreadsheets/d/149njhQ1gA9kVOLLLzGvUhoTL3NVtzIf-fDHXnPuUhmw/edit#gid=784369451). 

It's worth noting a few things this proposal does not do. 

- The proposal does not re-allocate any POOL specifically to incentive sponsorship over deposits. This has been a popular idea as a way to have less whales win prizes but it was deemed too big of a change to implement right now alongside the other changes. 
- This proposal does not change pool reserve rates. It was decided it was best to address this separately.

 
### Technical Specification

This proposal exceeds the current 10 transaction limit of proposals, so it will be split into two parts:

Part 1: Reduce Drip Rates
Part 2: Deposit more POOL

## Status

This was discussed at length [in a previous thread](https://gov.pooltogether.com/t/1-million-weekly-prizes-pool-distribution/1055). Due to time constraints on the initial distribution ending this should be submitted for on-chain voting in ~36 hours.",EXECUTED,6717,312,0,5,0,5,0,538527059087987634306825,0,538527059087987634306825,12460820,"[{'choice': 'FOR', 'weight': '538114752495904943858862', 'voter': {'id': '0x070a96fe4ad5155ea91d409e8afec6b2f3c729c0'}}, {'choice': 'FOR', 'weight': '4167100000000000000', 'voter': {'id': '0x3f91fde8dca11a6208f1bbfb6797fe50e5dca663'}}, {'choice': 'FOR', 'weight': '351604938341571825729', 'voter': {'id': '0x5a72bfaf8dd5b251bd008fdc0b4656319ac0509b'}}, {'choice': 'FOR', 'weight': '38462603330464103026', 'voter': {'id': '0x97e6e59baf7c21a833fdb658d82357f3b11679f9'}}, {'choice': 'FOR', 'weight': '18071950410654519208', 'voter': {'id': '0xef933ce7f92ab3d851013fb3473086e5c4801cd5'}}]",12460821,12489621,0x9abad5d367565425a11ab0446cdc1cd3f38a0bd8
